"Selection","View","Channel","Start_DateTime_ISO8601","End_DateTime_ISO8601","Low.Freq..Hz.","High.Freq..Hz.","Species","Detection_Confidence"
979,"Spectrogram 1",1,"2009-03-29T15:34:58-05:00","2009-03-29T15:35:00-05:00",79.89,247.934,"RIWH","Detected"
980,"Spectrogram 1",1,"2009-03-29T15:35:13-05:00","2009-03-29T15:35:15-05:00",63.361,140.496,"RIWH","Detected"
981,"Spectrogram 1",1,"2009-03-29T15:35:21-05:00","2009-03-29T15:35:23-05:00",79.89,209.366,"RIWH","Detected"
982,"Spectrogram 1",1,"2009-03-29T15:35:24-05:00","2009-03-29T15:35:27-05:00",85.399,214.876,"RIWH","Detected"
983,"Spectrogram 1",1,"2009-03-29T15:35:53-05:00","2009-03-29T15:35:55-05:00",71.625,198.347,"RIWH","Detected"
984,"Spectrogram 1",1,"2009-03-29T15:35:59-05:00","2009-03-29T15:36:01-05:00",90.909,212.121,"RIWH","Detected"
985,"Spectrogram 1",1,"2009-03-29T15:36:04-05:00","2009-03-29T15:36:06-05:00",110.193,214.876,"RIWH","Detected"
986,"Spectrogram 1",1,"2009-03-29T15:36:10-05:00","2009-03-29T15:36:13-05:00",96.419,209.366,"RIWH","Detected"
987,"Spectrogram 1",1,"2009-03-29T15:36:25-05:00","2009-03-29T15:36:27-05:00",49.587,214.876,"RIWH","Detected"
988,"Spectrogram 1",1,"2009-03-29T15:36:31-05:00","2009-03-29T15:36:33-05:00",96.419,212.121,"RIWH","Detected"
989,"Spectrogram 1",1,"2009-03-29T15:36:33-05:00","2009-03-29T15:36:35-05:00",57.851,170.799,"RIWH","Possibly_Detected"
990,"Spectrogram 1",1,"2009-03-29T15:36:41-05:00","2009-03-29T15:36:42-05:00",49.587,173.554,"RIWH","Possibly_Detected"
991,"Spectrogram 1",1,"2009-03-29T15:36:52-05:00","2009-03-29T15:36:54-05:00",63.361,231.405,"RIWH","Detected"
992,"Spectrogram 1",1,"2009-03-29T15:36:53-05:00","2009-03-29T15:36:55-05:00",60.606,179.063,"RIWH","Detected"
993,"Spectrogram 1",1,"2009-03-29T15:36:55-05:00","2009-03-29T15:36:57-05:00",74.38,327.824,"RIWH","Detected"
994,"Spectrogram 1",1,"2009-03-29T15:37:04-05:00","2009-03-29T15:37:05-05:00",99.174,258.953,"RIWH","Detected"
995,"Spectrogram 1",1,"2009-03-29T15:37:07-05:00","2009-03-29T15:37:09-05:00",77.135,220.386,"RIWH","Detected"
996,"Spectrogram 1",1,"2009-03-29T15:37:22-05:00","2009-03-29T15:37:24-05:00",110.193,203.857,"RIWH","Detected"
997,"Spectrogram 1",1,"2009-03-29T15:37:25-05:00","2009-03-29T15:37:26-05:00",77.135,214.876,"RIWH","Detected"
998,"Spectrogram 1",1,"2009-03-29T15:37:36-05:00","2009-03-29T15:37:38-05:00",79.89,190.083,"RIWH","Detected"
999,"Spectrogram 1",1,"2009-03-29T15:38:05-05:00","2009-03-29T15:38:07-05:00",74.38,192.837,"RIWH","Detected"
1000,"Spectrogram 1",1,"2009-03-29T15:38:17-05:00","2009-03-29T15:38:19-05:00",110.193,217.631,"RIWH","Detected"
1001,"Spectrogram 1",1,"2009-03-29T15:38:59-05:00","2009-03-29T15:39:01-05:00",63.361,209.366,"RIWH","Detected"
1002,"Spectrogram 1",1,"2009-03-29T15:39:15-05:00","2009-03-29T15:39:17-05:00",82.645,264.463,"RIWH","Detected"
1003,"Spectrogram 1",1,"2009-03-29T15:39:27-05:00","2009-03-29T15:39:30-05:00",93.664,217.631,"RIWH","Detected"
1004,"Spectrogram 1",1,"2009-03-29T15:39:30-05:00","2009-03-29T15:39:32-05:00",66.116,236.915,"RIWH","Possibly_Detected"
1005,"Spectrogram 1",1,"2009-03-29T15:39:35-05:00","2009-03-29T15:39:37-05:00",118.457,245.179,"RIWH","Possibly_Detected"
1006,"Spectrogram 1",1,"2009-03-29T15:39:37-05:00","2009-03-29T15:39:38-05:00",112.948,236.915,"RIWH","Detected"
1007,"Spectrogram 1",1,"2009-03-29T15:40:35-05:00","2009-03-29T15:40:37-05:00",79.89,184.573,"RIWH","Detected"
1008,"Spectrogram 1",1,"2009-03-29T15:40:44-05:00","2009-03-29T15:40:46-05:00",52.342,157.025,"RIWH","Detected"
1009,"Spectrogram 1",1,"2009-03-29T15:40:51-05:00","2009-03-29T15:40:53-05:00",71.625,267.218,"RIWH","Detected"
1010,"Spectrogram 1",1,"2009-03-29T15:40:58-05:00","2009-03-29T15:41:01-05:00",96.419,225.895,"RIWH","Detected"
1011,"Spectrogram 1",1,"2009-03-29T15:41:02-05:00","2009-03-29T15:41:04-05:00",63.361,209.366,"RIWH","Detected"
1012,"Spectrogram 1",1,"2009-03-29T15:41:20-05:00","2009-03-29T15:41:22-05:00",71.625,190.083,"RIWH","Detected"
1013,"Spectrogram 1",1,"2009-03-29T15:41:32-05:00","2009-03-29T15:41:34-05:00",77.135,206.612,"RIWH","Detected"
1014,"Spectrogram 1",1,"2009-03-29T15:41:52-05:00","2009-03-29T15:41:55-05:00",79.89,209.366,"RIWH","Detected"
1015,"Spectrogram 1",1,"2009-03-29T15:41:58-05:00","2009-03-29T15:42:00-05:00",46.832,220.386,"RIWH","Detected"
1016,"Spectrogram 1",1,"2009-03-29T15:42:32-05:00","2009-03-29T15:42:34-05:00",96.419,190.083,"RIWH","Possibly_Detected"
1017,"Spectrogram 1",1,"2009-03-29T15:42:41-05:00","2009-03-29T15:42:43-05:00",82.645,223.14,"RIWH","Detected"
1018,"Spectrogram 1",1,"2009-03-29T15:44:09-05:00","2009-03-29T15:44:10-05:00",93.664,201.102,"RIWH","Detected"
1019,"Spectrogram 1",1,"2009-03-29T15:44:38-05:00","2009-03-29T15:44:41-05:00",82.645,203.857,"RIWH","Detected"
1020,"Spectrogram 1",1,"2009-03-29T15:45:07-05:00","2009-03-29T15:45:10-05:00",52.342,148.76,"RIWH","Detected"
1021,"Spectrogram 1",1,"2009-03-29T15:45:28-05:00","2009-03-29T15:45:30-05:00",90.909,245.179,"RIWH","Detected"
1022,"Spectrogram 1",1,"2009-03-29T15:45:58-05:00","2009-03-29T15:45:59-05:00",82.645,225.895,"RIWH","Detected"
1023,"Spectrogram 1",1,"2009-03-29T15:46:19-05:00","2009-03-29T15:46:22-05:00",71.625,228.65,"RIWH","Detected"
1024,"Spectrogram 1",1,"2009-03-29T15:46:23-05:00","2009-03-29T15:46:26-05:00",79.89,195.592,"RIWH","Detected"
1025,"Spectrogram 1",1,"2009-03-29T15:48:05-05:00","2009-03-29T15:48:07-05:00",79.89,192.837,"RIWH","Detected"
1026,"Spectrogram 1",1,"2009-03-29T15:48:08-05:00","2009-03-29T15:48:11-05:00",60.606,231.405,"RIWH","Detected"
1027,"Spectrogram 1",1,"2009-03-29T15:48:20-05:00","2009-03-29T15:48:22-05:00",49.587,231.405,"RIWH","Detected"
1028,"Spectrogram 1",1,"2009-03-29T15:48:43-05:00","2009-03-29T15:48:45-05:00",77.135,253.444,"RIWH","Detected"
1029,"Spectrogram 1",1,"2009-03-29T15:49:04-05:00","2009-03-29T15:49:06-05:00",74.38,195.592,"RIWH","Detected"
1030,"Spectrogram 1",1,"2009-03-29T15:49:22-05:00","2009-03-29T15:49:25-05:00",74.38,275.482,"RIWH","Detected"
1031,"Spectrogram 1",1,"2009-03-29T15:49:27-05:00","2009-03-29T15:49:30-05:00",55.096,223.14,"RIWH","Detected"
1032,"Spectrogram 1",1,"2009-03-29T15:49:44-05:00","2009-03-29T15:49:46-05:00",63.361,187.328,"RIWH","Detected"
1033,"Spectrogram 1",1,"2009-03-29T15:49:47-05:00","2009-03-29T15:49:49-05:00",46.832,217.631,"RIWH","Detected"
1034,"Spectrogram 1",1,"2009-03-29T15:49:57-05:00","2009-03-29T15:49:59-05:00",71.625,190.083,"RIWH","Detected"
1035,"Spectrogram 1",1,"2009-03-29T15:50:33-05:00","2009-03-29T15:50:35-05:00",63.361,206.612,"RIWH","Detected"
1036,"Spectrogram 1",1,"2009-03-29T15:51:11-05:00","2009-03-29T15:51:13-05:00",88.154,242.424,"RIWH","Detected"
1037,"Spectrogram 1",1,"2009-03-29T15:54:09-05:00","2009-03-29T15:54:11-05:00",74.38,170.799,"RIWH","Detected"
1038,"Spectrogram 1",1,"2009-03-29T15:54:47-05:00","2009-03-29T15:54:49-05:00",90.909,165.289,"RIWH","Detected"
1039,"Spectrogram 1",1,"2009-03-29T15:56:20-05:00","2009-03-29T15:56:22-05:00",55.096,176.309,"RIWH","Possibly_Detected"
1040,"Spectrogram 1",1,"2009-03-29T15:56:25-05:00","2009-03-29T15:56:27-05:00",63.361,159.78,"RIWH","Possibly_Detected"
1041,"Spectrogram 1",1,"2009-03-29T15:57:02-05:00","2009-03-29T15:57:04-05:00",41.322,190.083,"RIWH","Detected"
1042,"Spectrogram 1",1,"2009-03-29T15:58:08-05:00","2009-03-29T15:58:10-05:00",85.399,231.405,"RIWH","Detected"
1043,"Spectrogram 1",1,"2009-03-29T15:58:24-05:00","2009-03-29T15:58:27-05:00",79.89,173.554,"RIWH","Detected"
1044,"Spectrogram 1",1,"2009-03-29T15:58:38-05:00","2009-03-29T15:58:40-05:00",41.322,286.501,"RIWH","Possibly_Detected"
1045,"Spectrogram 1",1,"2009-03-29T15:58:57-05:00","2009-03-29T15:58:59-05:00",71.625,231.405,"RIWH","Detected"
1046,"Spectrogram 1",1,"2009-03-29T15:59:46-05:00","2009-03-29T15:59:48-05:00",96.419,245.179,"RIWH","Detected"
1047,"Spectrogram 1",1,"2009-03-29T15:59:29-05:00","2009-03-29T15:59:30-05:00",96.419,223.14,"RIWH","Possibly_Detected"
1048,"Spectrogram 1",1,"2009-03-29T15:59:32-05:00","2009-03-29T15:59:33-05:00",118.457,258.953,"RIWH","Possibly_Detected"
1049,"Spectrogram 1",1,"2009-03-29T16:00:11-05:00","2009-03-29T16:00:14-05:00",118.457,239.669,"RIWH","Possibly_Detected"
1050,"Spectrogram 1",1,"2009-03-29T16:00:27-05:00","2009-03-29T16:00:29-05:00",71.625,300.275,"RIWH","Detected"
1051,"Spectrogram 1",1,"2009-03-29T16:00:44-05:00","2009-03-29T16:00:45-05:00",93.664,159.78,"RIWH","Possibly_Detected"
1052,"Spectrogram 1",1,"2009-03-29T16:01:26-05:00","2009-03-29T16:01:28-05:00",41.322,283.747,"RIWH","Detected"
1053,"Spectrogram 1",1,"2009-03-29T16:02:00-05:00","2009-03-29T16:02:01-05:00",93.664,267.218,"RIWH","Detected"
1054,"Spectrogram 1",1,"2009-03-29T16:02:06-05:00","2009-03-29T16:02:09-05:00",68.871,289.256,"RIWH","Detected"
1055,"Spectrogram 1",1,"2009-03-29T16:02:14-05:00","2009-03-29T16:02:16-05:00",104.683,220.386,"RIWH","Detected"
1056,"Spectrogram 1",1,"2009-03-29T16:02:28-05:00","2009-03-29T16:02:29-05:00",71.625,192.837,"RIWH","Detected"
1057,"Spectrogram 1",1,"2009-03-29T16:03:29-05:00","2009-03-29T16:03:31-05:00",96.419,236.915,"RIWH","Detected"
1058,"Spectrogram 1",1,"2009-03-29T16:03:35-05:00","2009-03-29T16:03:37-05:00",68.871,198.347,"RIWH","Detected"
1059,"Spectrogram 1",1,"2009-03-29T16:04:40-05:00","2009-03-29T16:04:42-05:00",123.967,206.612,"RIWH","Possibly_Detected"
1060,"Spectrogram 1",1,"2009-03-29T16:04:47-05:00","2009-03-29T16:04:49-05:00",68.871,258.953,"RIWH","Detected"
1061,"Spectrogram 1",1,"2009-03-29T16:04:57-05:00","2009-03-29T16:04:59-05:00",66.116,173.554,"RIWH","Possibly_Detected"
1062,"Spectrogram 1",1,"2009-03-29T16:05:00-05:00","2009-03-29T16:05:02-05:00",104.683,253.444,"RIWH","Possibly_Detected"
1063,"Spectrogram 1",1,"2009-03-29T16:05:28-05:00","2009-03-29T16:05:30-05:00",63.361,179.063,"RIWH","Detected"
1064,"Spectrogram 1",1,"2009-03-29T16:05:41-05:00","2009-03-29T16:05:43-05:00",79.89,253.444,"RIWH","Detected"
1065,"Spectrogram 1",1,"2009-03-29T16:05:56-05:00","2009-03-29T16:05:58-05:00",93.664,173.554,"RIWH","Detected"
1066,"Spectrogram 1",1,"2009-03-29T16:06:34-05:00","2009-03-29T16:06:36-05:00",74.38,176.309,"RIWH","Detected"
1067,"Spectrogram 1",1,"2009-03-29T16:06:42-05:00","2009-03-29T16:06:43-05:00",112.948,234.16,"RIWH","Detected"
1068,"Spectrogram 1",1,"2009-03-29T16:07:06-05:00","2009-03-29T16:07:08-05:00",93.664,236.915,"RIWH","Detected"
1069,"Spectrogram 1",1,"2009-03-29T16:07:12-05:00","2009-03-29T16:07:15-05:00",99.174,236.915,"RIWH","Detected"
1070,"Spectrogram 1",1,"2009-03-29T16:08:11-05:00","2009-03-29T16:08:13-05:00",118.457,256.198,"RIWH","Detected"
1071,"Spectrogram 1",1,"2009-03-29T16:09:04-05:00","2009-03-29T16:09:06-05:00",74.38,181.818,"RIWH","Detected"
1072,"Spectrogram 1",1,"2009-03-29T16:10:19-05:00","2009-03-29T16:10:21-05:00",104.683,267.218,"RIWH","Detected"
1073,"Spectrogram 1",1,"2009-03-29T16:10:29-05:00","2009-03-29T16:10:31-05:00",85.399,278.237,"RIWH","Detected"
1074,"Spectrogram 1",1,"2009-03-29T16:10:36-05:00","2009-03-29T16:10:38-05:00",57.851,192.837,"RIWH","Possibly_Detected"
1075,"Spectrogram 1",1,"2009-03-29T16:10:38-05:00","2009-03-29T16:10:40-05:00",55.096,190.083,"RIWH","Possibly_Detected"
1076,"Spectrogram 1",1,"2009-03-29T16:10:55-05:00","2009-03-29T16:10:56-05:00",96.419,206.612,"RIWH","Detected"
1077,"Spectrogram 1",1,"2009-03-29T16:11:22-05:00","2009-03-29T16:11:24-05:00",57.851,289.256,"RIWH","Detected"
1078,"Spectrogram 1",1,"2009-03-29T16:11:23-05:00","2009-03-29T16:11:25-05:00",85.399,192.837,"RIWH","Detected"
1079,"Spectrogram 1",1,"2009-03-29T16:11:35-05:00","2009-03-29T16:11:38-05:00",79.89,267.218,"RIWH","Detected"
1080,"Spectrogram 1",1,"2009-03-29T16:11:55-05:00","2009-03-29T16:11:57-05:00",112.948,289.256,"RIWH","Detected"
1081,"Spectrogram 1",1,"2009-03-29T16:12:12-05:00","2009-03-29T16:12:15-05:00",85.399,223.14,"RIWH","Detected"
1082,"Spectrogram 1",1,"2009-03-29T16:12:18-05:00","2009-03-29T16:12:20-05:00",90.909,234.16,"RIWH","Detected"
1083,"Spectrogram 1",1,"2009-03-29T16:12:35-05:00","2009-03-29T16:12:37-05:00",46.832,217.631,"RIWH","Detected"
1084,"Spectrogram 1",1,"2009-03-29T16:12:39-05:00","2009-03-29T16:12:41-05:00",107.438,308.54,"RIWH","Detected"
1085,"Spectrogram 1",1,"2009-03-29T16:12:43-05:00","2009-03-29T16:12:45-05:00",90.909,275.482,"RIWH","Detected"
1086,"Spectrogram 1",1,"2009-03-29T16:12:50-05:00","2009-03-29T16:12:52-05:00",66.116,173.554,"RIWH","Detected"
1087,"Spectrogram 1",1,"2009-03-29T16:13:05-05:00","2009-03-29T16:13:07-05:00",46.832,179.063,"RIWH","Possibly_Detected"
1088,"Spectrogram 1",1,"2009-03-29T16:13:10-05:00","2009-03-29T16:13:12-05:00",77.135,190.083,"RIWH","Possibly_Detected"
1089,"Spectrogram 1",1,"2009-03-29T16:13:14-05:00","2009-03-29T16:13:16-05:00",71.625,292.011,"RIWH","Detected"
1090,"Spectrogram 1",1,"2009-03-29T16:13:25-05:00","2009-03-29T16:13:27-05:00",52.342,187.328,"RIWH","Detected"
1091,"Spectrogram 1",1,"2009-03-29T16:13:43-05:00","2009-03-29T16:13:45-05:00",74.38,187.328,"RIWH","Detected"
1092,"Spectrogram 1",1,"2009-03-29T16:13:47-05:00","2009-03-29T16:13:49-05:00",88.154,181.818,"RIWH","Detected"
1093,"Spectrogram 1",1,"2009-03-29T16:14:02-05:00","2009-03-29T16:14:05-05:00",52.342,231.405,"RIWH","Detected"
1094,"Spectrogram 1",1,"2009-03-29T16:14:21-05:00","2009-03-29T16:14:23-05:00",99.174,176.309,"RIWH","Detected"
1095,"Spectrogram 1",1,"2009-03-29T16:14:27-05:00","2009-03-29T16:14:29-05:00",68.871,217.631,"RIWH","Detected"
1096,"Spectrogram 1",1,"2009-03-29T16:14:31-05:00","2009-03-29T16:14:32-05:00",68.871,187.328,"RIWH","Detected"
1097,"Spectrogram 1",1,"2009-03-29T16:14:44-05:00","2009-03-29T16:14:45-05:00",63.361,217.631,"RIWH","Detected"
1098,"Spectrogram 1",1,"2009-03-29T16:15:07-05:00","2009-03-29T16:15:10-05:00",74.38,245.179,"RIWH","Detected"
1099,"Spectrogram 1",1,"2009-03-29T16:15:14-05:00","2009-03-29T16:15:16-05:00",49.587,206.612,"RIWH","Detected"
1100,"Spectrogram 1",1,"2009-03-29T16:15:22-05:00","2009-03-29T16:15:25-05:00",101.928,236.915,"RIWH","Detected"
1101,"Spectrogram 1",1,"2009-03-29T16:15:25-05:00","2009-03-29T16:15:28-05:00",90.909,258.953,"RIWH","Detected"
1102,"Spectrogram 1",1,"2009-03-29T16:15:42-05:00","2009-03-29T16:15:44-05:00",112.948,203.857,"RIWH","Detected"
1103,"Spectrogram 1",1,"2009-03-29T16:15:53-05:00","2009-03-29T16:15:55-05:00",38.567,245.179,"RIWH","Detected"
1104,"Spectrogram 1",1,"2009-03-29T16:16:02-05:00","2009-03-29T16:16:04-05:00",74.38,192.837,"RIWH","Detected"
1105,"Spectrogram 1",1,"2009-03-29T16:16:09-05:00","2009-03-29T16:16:11-05:00",52.342,198.347,"RIWH","Detected"
1106,"Spectrogram 1",1,"2009-03-29T16:16:12-05:00","2009-03-29T16:16:14-05:00",77.135,170.799,"RIWH","Detected"
1107,"Spectrogram 1",1,"2009-03-29T16:16:17-05:00","2009-03-29T16:16:20-05:00",110.193,297.521,"RIWH","Detected"
1108,"Spectrogram 1",1,"2009-03-29T16:16:20-05:00","2009-03-29T16:16:23-05:00",57.851,154.27,"RIWH","Possibly_Detected"
1109,"Spectrogram 1",1,"2009-03-29T16:16:55-05:00","2009-03-29T16:16:58-05:00",71.625,190.083,"RIWH","Detected"
1110,"Spectrogram 1",1,"2009-03-29T16:17:02-05:00","2009-03-29T16:17:05-05:00",68.871,217.631,"RIWH","Detected"
1111,"Spectrogram 1",1,"2009-03-29T16:16:52-05:00","2009-03-29T16:16:53-05:00",57.851,176.309,"RIWH","Detected"
1112,"Spectrogram 1",1,"2009-03-29T16:17:29-05:00","2009-03-29T16:17:32-05:00",66.116,148.76,"RIWH","Detected"
1113,"Spectrogram 1",1,"2009-03-29T16:17:36-05:00","2009-03-29T16:17:39-05:00",79.89,217.631,"RIWH","Detected"
1114,"Spectrogram 1",1,"2009-03-29T16:17:39-05:00","2009-03-29T16:17:42-05:00",107.438,201.102,"RIWH","Detected"
1115,"Spectrogram 1",1,"2009-03-29T16:17:46-05:00","2009-03-29T16:17:48-05:00",82.645,261.708,"RIWH","Detected"
1116,"Spectrogram 1",1,"2009-03-29T16:18:04-05:00","2009-03-29T16:18:06-05:00",79.89,305.785,"RIWH","Detected"
1117,"Spectrogram 1",1,"2009-03-29T16:18:11-05:00","2009-03-29T16:18:13-05:00",93.664,203.857,"RIWH","Detected"
1118,"Spectrogram 1",1,"2009-03-29T16:19:31-05:00","2009-03-29T16:19:33-05:00",121.212,214.876,"RIWH","Detected"
1119,"Spectrogram 1",1,"2009-03-29T16:19:33-05:00","2009-03-29T16:19:35-05:00",101.928,245.179,"RIWH","Detected"
1120,"Spectrogram 1",1,"2009-03-29T16:19:36-05:00","2009-03-29T16:19:38-05:00",96.419,214.876,"RIWH","Detected"
1121,"Spectrogram 1",1,"2009-03-29T16:19:39-05:00","2009-03-29T16:19:41-05:00",55.096,217.631,"RIWH","Detected"
1122,"Spectrogram 1",1,"2009-03-29T16:20:00-05:00","2009-03-29T16:20:02-05:00",60.606,173.554,"RIWH","Detected"
1123,"Spectrogram 1",1,"2009-03-29T16:20:10-05:00","2009-03-29T16:20:13-05:00",55.096,203.857,"RIWH","Detected"
1124,"Spectrogram 1",1,"2009-03-29T16:20:19-05:00","2009-03-29T16:20:20-05:00",68.871,154.27,"RIWH","Detected"
1125,"Spectrogram 1",1,"2009-03-29T16:20:46-05:00","2009-03-29T16:20:48-05:00",66.116,253.444,"RIWH","Detected"
1126,"Spectrogram 1",1,"2009-03-29T16:21:15-05:00","2009-03-29T16:21:17-05:00",60.606,176.309,"RIWH","Detected"
1127,"Spectrogram 1",1,"2009-03-29T16:21:35-05:00","2009-03-29T16:21:36-05:00",88.154,159.78,"RIWH","Detected"
1128,"Spectrogram 1",1,"2009-03-29T16:21:46-05:00","2009-03-29T16:21:48-05:00",79.89,212.121,"RIWH","Detected"
1129,"Spectrogram 1",1,"2009-03-29T16:21:54-05:00","2009-03-29T16:21:56-05:00",88.154,192.837,"RIWH","Detected"
1130,"Spectrogram 1",1,"2009-03-29T16:21:57-05:00","2009-03-29T16:21:59-05:00",85.399,203.857,"RIWH","Detected"
1131,"Spectrogram 1",1,"2009-03-29T16:23:14-05:00","2009-03-29T16:23:17-05:00",85.399,333.333,"RIWH","Detected"
1132,"Spectrogram 1",1,"2009-03-29T16:24:17-05:00","2009-03-29T16:24:19-05:00",85.399,223.14,"RIWH","Detected"
1133,"Spectrogram 1",1,"2009-03-29T16:24:27-05:00","2009-03-29T16:24:28-05:00",88.154,264.463,"RIWH","Detected"
1134,"Spectrogram 1",1,"2009-03-29T16:27:17-05:00","2009-03-29T16:27:19-05:00",107.438,261.708,"RIWH","Detected"
1135,"Spectrogram 1",1,"2009-03-29T16:27:38-05:00","2009-03-29T16:27:40-05:00",79.89,165.289,"RIWH","Detected"
1136,"Spectrogram 1",1,"2009-03-29T16:28:29-05:00","2009-03-29T16:28:31-05:00",57.851,168.044,"RIWH","Detected"
1137,"Spectrogram 1",1,"2009-03-29T16:28:58-05:00","2009-03-29T16:29:00-05:00",104.683,250.689,"RIWH","Detected"
1138,"Spectrogram 1",1,"2009-03-29T16:29:17-05:00","2009-03-29T16:29:19-05:00",63.361,157.025,"RIWH","Detected"
1139,"Spectrogram 1",1,"2009-03-29T16:29:42-05:00","2009-03-29T16:29:44-05:00",74.38,225.895,"RIWH","Detected"
1140,"Spectrogram 1",1,"2009-03-29T16:29:52-05:00","2009-03-29T16:29:54-05:00",101.928,176.309,"RIWH","Possibly_Detected"
1141,"Spectrogram 1",1,"2009-03-29T16:29:57-05:00","2009-03-29T16:29:59-05:00",110.193,192.837,"RIWH","Detected"
1142,"Spectrogram 1",1,"2009-03-29T16:30:35-05:00","2009-03-29T16:30:38-05:00",55.096,198.347,"RIWH","Detected"
1143,"Spectrogram 1",1,"2009-03-29T16:30:42-05:00","2009-03-29T16:30:44-05:00",110.193,217.631,"RIWH","Detected"
1144,"Spectrogram 1",1,"2009-03-29T16:31:18-05:00","2009-03-29T16:31:19-05:00",85.399,159.78,"RIWH","Detected"
1145,"Spectrogram 1",1,"2009-03-29T16:33:35-05:00","2009-03-29T16:33:37-05:00",115.702,212.121,"RIWH","Detected"
1146,"Spectrogram 1",1,"2009-03-29T16:33:42-05:00","2009-03-29T16:33:44-05:00",68.871,264.463,"RIWH","Detected"
1147,"Spectrogram 1",1,"2009-03-29T16:33:54-05:00","2009-03-29T16:33:56-05:00",74.38,190.083,"RIWH","Detected"
1148,"Spectrogram 1",1,"2009-03-29T16:34:05-05:00","2009-03-29T16:34:07-05:00",115.702,349.862,"RIWH","Detected"
1149,"Spectrogram 1",1,"2009-03-29T16:34:13-05:00","2009-03-29T16:34:15-05:00",110.193,187.328,"RIWH","Detected"
1150,"Spectrogram 1",1,"2009-03-29T16:35:28-05:00","2009-03-29T16:35:31-05:00",104.683,250.689,"RIWH","Detected"
1151,"Spectrogram 1",1,"2009-03-29T16:35:05-05:00","2009-03-29T16:35:07-05:00",96.419,234.16,"RIWH","Detected"
1152,"Spectrogram 1",1,"2009-03-29T16:35:07-05:00","2009-03-29T16:35:09-05:00",49.587,209.366,"RIWH","Detected"
1153,"Spectrogram 1",1,"2009-03-29T16:35:08-05:00","2009-03-29T16:35:10-05:00",55.096,231.405,"RIWH","Detected"
1154,"Spectrogram 1",1,"2009-03-29T16:35:10-05:00","2009-03-29T16:35:12-05:00",101.928,250.689,"RIWH","Detected"
1155,"Spectrogram 1",1,"2009-03-29T16:36:12-05:00","2009-03-29T16:36:14-05:00",66.116,297.521,"RIWH","Detected"
1156,"Spectrogram 1",1,"2009-03-29T16:36:23-05:00","2009-03-29T16:36:25-05:00",68.871,159.78,"RIWH","Detected"
1157,"Spectrogram 1",1,"2009-03-29T16:37:37-05:00","2009-03-29T16:37:40-05:00",44.077,154.27,"RIWH","Detected"
1158,"Spectrogram 1",1,"2009-03-29T16:38:37-05:00","2009-03-29T16:38:39-05:00",77.135,203.857,"RIWH","Detected"
1159,"Spectrogram 1",1,"2009-03-29T16:40:15-05:00","2009-03-29T16:40:18-05:00",77.135,176.309,"RIWH","Detected"
1160,"Spectrogram 1",1,"2009-03-29T16:40:18-05:00","2009-03-29T16:40:21-05:00",74.38,165.289,"RIWH","Detected"
1161,"Spectrogram 1",1,"2009-03-29T16:40:37-05:00","2009-03-29T16:40:38-05:00",96.419,264.463,"RIWH","Detected"
1162,"Spectrogram 1",1,"2009-03-29T16:40:39-05:00","2009-03-29T16:40:41-05:00",74.38,157.025,"RIWH","Detected"
1163,"Spectrogram 1",1,"2009-03-29T16:41:39-05:00","2009-03-29T16:41:42-05:00",44.077,209.366,"RIWH","Detected"
1164,"Spectrogram 1",1,"2009-03-29T16:41:25-05:00","2009-03-29T16:41:26-05:00",79.89,146.006,"RIWH","Detected"
1165,"Spectrogram 1",1,"2009-03-29T16:41:58-05:00","2009-03-29T16:42:01-05:00",88.154,198.347,"RIWH","Possibly_Detected"
1166,"Spectrogram 1",1,"2009-03-29T16:42:57-05:00","2009-03-29T16:43:00-05:00",115.702,234.16,"RIWH","Detected"
1167,"Spectrogram 1",1,"2009-03-29T16:43:05-05:00","2009-03-29T16:43:07-05:00",99.174,245.179,"RIWH","Detected"
1168,"Spectrogram 1",1,"2009-03-29T16:43:10-05:00","2009-03-29T16:43:12-05:00",68.871,220.386,"RIWH","Detected"
1169,"Spectrogram 1",1,"2009-03-29T16:43:21-05:00","2009-03-29T16:43:23-05:00",99.174,203.857,"RIWH","Detected"
1170,"Spectrogram 1",1,"2009-03-29T16:44:57-05:00","2009-03-29T16:45:00-05:00",82.645,253.444,"RIWH","Detected"
1171,"Spectrogram 1",1,"2009-03-29T16:45:35-05:00","2009-03-29T16:45:37-05:00",99.174,316.804,"RIWH","Detected"
1172,"Spectrogram 1",1,"2009-03-29T16:45:38-05:00","2009-03-29T16:45:41-05:00",115.702,264.463,"RIWH","Detected"
1173,"Spectrogram 1",1,"2009-03-29T16:45:48-05:00","2009-03-29T16:45:50-05:00",77.135,322.314,"RIWH","Detected"
1174,"Spectrogram 1",1,"2009-03-29T16:46:01-05:00","2009-03-29T16:46:03-05:00",55.096,187.328,"RIWH","Detected"
1175,"Spectrogram 1",1,"2009-03-29T16:46:12-05:00","2009-03-29T16:46:14-05:00",90.909,190.083,"RIWH","Detected"
1176,"Spectrogram 1",1,"2009-03-29T16:46:29-05:00","2009-03-29T16:46:31-05:00",60.606,143.251,"RIWH","Detected"
1177,"Spectrogram 1",1,"2009-03-29T16:46:34-05:00","2009-03-29T16:46:36-05:00",107.438,223.14,"RIWH","Detected"
1178,"Spectrogram 1",1,"2009-03-29T16:46:44-05:00","2009-03-29T16:46:46-05:00",137.741,319.559,"RIWH","Detected"
