species,label,source_file,window_idx,window_kind,original_duration_s,native_sr,sig_start_sample,sig_len_sample,embedding_idx
Balaenoptera_physalus,Balaenoptera_physalus,6107900N.wav,3,real,75.92,22050,0,160000,475
Balaenoptera_physalus,Balaenoptera_physalus,6107900N.wav,4,real,75.92,22050,0,160000,476
Balaenoptera_physalus,Balaenoptera_physalus,6107900N.wav,5,real,75.92,22050,0,160000,477
Balaenoptera_physalus,Balaenoptera_physalus,6107900N.wav,6,real,75.92,22050,0,160000,478
Balaenoptera_physalus,Balaenoptera_physalus,6107900N.wav,7,real,75.92,22050,0,160000,479
Balaenoptera_physalus,Balaenoptera_physalus,6107900N.wav,8,real,75.92,22050,0,160000,480
Balaenoptera_physalus,Balaenoptera_physalus,6107900N.wav,9,real,75.92,22050,0,160000,481
Balaenoptera_physalus,Balaenoptera_physalus,6107900N.wav,10,real,75.92,22050,0,160000,482
Balaenoptera_physalus,Balaenoptera_physalus,6107900N.wav,11,real,75.92,22050,0,160000,483
Balaenoptera_physalus,Balaenoptera_physalus,6107900N.wav,12,real,75.92,22050,0,160000,484
Balaenoptera_physalus,Balaenoptera_physalus,6107900N.wav,13,real,75.92,22050,0,160000,485
Balaenoptera_physalus,Balaenoptera_physalus,6107900N.wav,14,real,75.92,22050,0,160000,486
Balaenoptera_physalus,Balaenoptera_physalus,78014003.wav,0,real,24.0,22050,0,160000,487
Balaenoptera_physalus,Balaenoptera_physalus,78014003.wav,1,real,24.0,22050,0,160000,488
Balaenoptera_physalus,Balaenoptera_physalus,78014003.wav,2,real,24.0,22050,0,160000,489
Balaenoptera_physalus,Balaenoptera_physalus,78014003.wav,3,real,24.0,22050,0,160000,490
Balaenoptera_physalus,Balaenoptera_physalus,78014003.wav,4,tail_extended,24.0,22050,28211,128000,491
Balaenoptera_physalus,Balaenoptera_physalus,78014004.wav,0,real,24.0,22050,0,160000,492
Balaenoptera_physalus,Balaenoptera_physalus,78014004.wav,1,real,24.0,22050,0,160000,493
Balaenoptera_physalus,Balaenoptera_physalus,78014004.wav,2,real,24.0,22050,0,160000,494
Balaenoptera_physalus,Balaenoptera_physalus,78014004.wav,3,real,24.0,22050,0,160000,495
Balaenoptera_physalus,Balaenoptera_physalus,78014004.wav,4,tail_extended,24.0,22050,22059,128000,496
Balaenoptera_physalus,Balaenoptera_physalus,78014005.wav,0,real,24.0,22050,0,160000,497
Balaenoptera_physalus,Balaenoptera_physalus,78014005.wav,1,real,24.0,22050,0,160000,498
Balaenoptera_physalus,Balaenoptera_physalus,78014005.wav,2,real,24.0,22050,0,160000,499
Balaenoptera_physalus,Balaenoptera_physalus,78014005.wav,3,real,24.0,22050,0,160000,500
Balaenoptera_physalus,Balaenoptera_physalus,78014005.wav,4,tail_extended,24.0,22050,19337,128000,501
Balaenoptera_physalus,Balaenoptera_physalus,78014006.wav,0,real,24.0,22050,0,160000,502
Balaenoptera_physalus,Balaenoptera_physalus,78014006.wav,1,real,24.0,22050,0,160000,503
Balaenoptera_physalus,Balaenoptera_physalus,78014006.wav,2,real,24.0,22050,0,160000,504
Balaenoptera_physalus,Balaenoptera_physalus,78014006.wav,3,real,24.0,22050,0,160000,505
Balaenoptera_physalus,Balaenoptera_physalus,78014006.wav,4,tail_extended,24.0,22050,25800,128000,506
Balaenoptera_physalus,Balaenoptera_physalus,78014007.wav,0,real,24.0,22050,0,160000,507
Balaenoptera_physalus,Balaenoptera_physalus,78014007.wav,1,real,24.0,22050,0,160000,508
Balaenoptera_physalus,Balaenoptera_physalus,78014007.wav,2,real,24.0,22050,0,160000,509
Balaenoptera_physalus,Balaenoptera_physalus,78014007.wav,3,real,24.0,22050,0,160000,510
Balaenoptera_physalus,Balaenoptera_physalus,78014007.wav,4,tail_extended,24.0,22050,13354,128000,511
Balaenoptera_physalus,Balaenoptera_physalus,78014008.wav,0,real,24.0,22050,0,160000,512
Balaenoptera_physalus,Balaenoptera_physalus,78014008.wav,1,real,24.0,22050,0,160000,513
Balaenoptera_physalus,Balaenoptera_physalus,78014008.wav,2,real,24.0,22050,0,160000,514
Balaenoptera_physalus,Balaenoptera_physalus,78014008.wav,3,real,24.0,22050,0,160000,515
Balaenoptera_physalus,Balaenoptera_physalus,78014008.wav,4,tail_extended,24.0,22050,19804,128000,516
Balaenoptera_physalus,Balaenoptera_physalus,78014009.wav,0,real,24.0,22050,0,160000,517
Balaenoptera_physalus,Balaenoptera_physalus,78014009.wav,1,real,24.0,22050,0,160000,518
Balaenoptera_physalus,Balaenoptera_physalus,78014009.wav,2,real,24.0,22050,0,160000,519
Balaenoptera_physalus,Balaenoptera_physalus,78014009.wav,3,real,24.0,22050,0,160000,520
Balaenoptera_physalus,Balaenoptera_physalus,78014009.wav,4,tail_extended,24.0,22050,8762,128000,521
Balaenoptera_physalus,Balaenoptera_physalus,7801400A.wav,0,real,24.0,22050,0,160000,522
Balaenoptera_physalus,Balaenoptera_physalus,7801400A.wav,1,real,24.0,22050,0,160000,523
Balaenoptera_physalus,Balaenoptera_physalus,7801400A.wav,2,real,24.0,22050,0,160000,524
Balaenoptera_physalus,Balaenoptera_physalus,7801400A.wav,3,real,24.0,22050,0,160000,525
Balaenoptera_physalus,Balaenoptera_physalus,7801400A.wav,4,tail_extended,24.0,22050,5966,128000,526
Delphinus_delphis,Delphinus_delphis,5801400J.wav,0,extended,1.08625,22050,4037,34760,527
Delphinus_delphis,Delphinus_delphis,58014014.wav,0,extended,0.60884375,22050,7958,19483,528
Delphinus_delphis,Delphinus_delphis,58014015.wav,0,extended,0.52359375,22050,107235,16755,529
Delphinus_delphis,Delphinus_delphis,58014028.wav,0,extended,1.738875,22050,68576,55644,530
Delphinus_delphis,Delphinus_delphis,5801402C.wav,0,extended,1.345625,22050,111769,43060,531
Delphinus_delphis,Delphinus_delphis,58014034.wav,0,extended,1.62371875,22050,73895,51959,532
Delphinus_delphis,Delphinus_delphis,58014036.wav,0,extended,1.76653125,22050,20130,56529,533
Delphinus_delphis,Delphinus_delphis,5801403O.wav,0,extended,1.0288125,22050,54860,32922,534
Delphinus_delphis,Delphinus_delphis,5801403R.wav,0,extended,1.9834375,22050,7899,63470,535
Delphinus_delphis,Delphinus_delphis,5801404D.wav,0,extended,0.7644375,22050,54542,24462,536
Delphinus_delphis,Delphinus_delphis,5801404R.wav,0,real,53.0381875,22050,0,160000,537
Delphinus_delphis,Delphinus_delphis,5801404R.wav,1,real,53.0381875,22050,0,160000,538
Delphinus_delphis,Delphinus_delphis,5801404R.wav,2,real,53.0381875,22050,0,160000,539
Delphinus_delphis,Delphinus_delphis,5801404R.wav,3,real,53.0381875,22050,0,160000,540
Delphinus_delphis,Delphinus_delphis,5801404R.wav,4,real,53.0381875,22050,0,160000,541
Delphinus_delphis,Delphinus_delphis,5801404R.wav,5,real,53.0381875,22050,0,160000,542
Delphinus_delphis,Delphinus_delphis,5801404R.wav,6,real,53.0381875,22050,0,160000,543
Delphinus_delphis,Delphinus_delphis,5801404R.wav,7,real,53.0381875,22050,0,160000,544
Delphinus_delphis,Delphinus_delphis,5801404R.wav,8,real,53.0381875,22050,0,160000,545
Delphinus_delphis,Delphinus_delphis,5801404R.wav,9,real,53.0381875,22050,0,160000,546
Delphinus_delphis,Delphinus_delphis,5801404R.wav,10,tail_extended,53.0381875,22050,7986,97222,547
Delphinus_delphis,Delphinus_delphis,5801404S.wav,0,real,53.04821875,22050,0,160000,548
Delphinus_delphis,Delphinus_delphis,5801404S.wav,1,real,53.04821875,22050,0,160000,549
Delphinus_delphis,Delphinus_delphis,5801404S.wav,2,real,53.04821875,22050,0,160000,550
Delphinus_delphis,Delphinus_delphis,5801404S.wav,3,real,53.04821875,22050,0,160000,551
Delphinus_delphis,Delphinus_delphis,5801404S.wav,4,real,53.04821875,22050,0,160000,552
Delphinus_delphis,Delphinus_delphis,5801404S.wav,5,real,53.04821875,22050,0,160000,553
Delphinus_delphis,Delphinus_delphis,5801404S.wav,6,real,53.04821875,22050,0,160000,554
Delphinus_delphis,Delphinus_delphis,5801404S.wav,7,real,53.04821875,22050,0,160000,555
Delphinus_delphis,Delphinus_delphis,5801404S.wav,8,real,53.04821875,22050,0,160000,556
Delphinus_delphis,Delphinus_delphis,5801404S.wav,9,real,53.04821875,22050,0,160000,557
Delphinus_delphis,Delphinus_delphis,5801404S.wav,10,tail_extended,53.04821875,22050,52165,97543,558
Delphinus_delphis,Delphinus_delphis,5801404T.wav,0,real,52.13646875,22050,0,160000,559
Delphinus_delphis,Delphinus_delphis,5801404T.wav,1,real,52.13646875,22050,0,160000,560
Delphinus_delphis,Delphinus_delphis,5801404T.wav,2,real,52.13646875,22050,0,160000,561
Delphinus_delphis,Delphinus_delphis,5801404T.wav,3,real,52.13646875,22050,0,160000,562
Delphinus_delphis,Delphinus_delphis,5801404T.wav,4,real,52.13646875,22050,0,160000,563
Delphinus_delphis,Delphinus_delphis,5801404T.wav,5,real,52.13646875,22050,0,160000,564
Delphinus_delphis,Delphinus_delphis,5801404T.wav,6,real,52.13646875,22050,0,160000,565
Delphinus_delphis,Delphinus_delphis,5801404T.wav,7,real,52.13646875,22050,0,160000,566
Delphinus_delphis,Delphinus_delphis,5801404T.wav,8,real,52.13646875,22050,0,160000,567
Delphinus_delphis,Delphinus_delphis,5801404T.wav,9,real,52.13646875,22050,0,160000,568
Delphinus_delphis,Delphinus_delphis,5801404T.wav,10,tail_extended,52.13646875,22050,88455,68367,569
Delphinus_delphis,Delphinus_delphis,5801404U.wav,0,real,52.13996875,22050,0,160000,570
Delphinus_delphis,Delphinus_delphis,5801404U.wav,1,real,52.13996875,22050,0,160000,571
Delphinus_delphis,Delphinus_delphis,5801404U.wav,2,real,52.13996875,22050,0,160000,572
Delphinus_delphis,Delphinus_delphis,5801404U.wav,3,real,52.13996875,22050,0,160000,573
Delphinus_delphis,Delphinus_delphis,5801404U.wav,4,real,52.13996875,22050,0,160000,574
Delphinus_delphis,Delphinus_delphis,5801404U.wav,5,real,52.13996875,22050,0,160000,575
Delphinus_delphis,Delphinus_delphis,5801404U.wav,6,real,52.13996875,22050,0,160000,576
Delphinus_delphis,Delphinus_delphis,5801404U.wav,7,real,52.13996875,22050,0,160000,577
Delphinus_delphis,Delphinus_delphis,5801404U.wav,8,real,52.13996875,22050,0,160000,578
Delphinus_delphis,Delphinus_delphis,5801404U.wav,9,real,52.13996875,22050,0,160000,579
Delphinus_delphis,Delphinus_delphis,5801404U.wav,10,tail_extended,52.13996875,22050,21056,68479,580
Delphinus_delphis,Delphinus_delphis,5801404V.wav,0,real,52.13996875,22050,0,160000,581
Delphinus_delphis,Delphinus_delphis,5801404V.wav,1,real,52.13996875,22050,0,160000,582
Delphinus_delphis,Delphinus_delphis,5801404V.wav,2,real,52.13996875,22050,0,160000,583
Delphinus_delphis,Delphinus_delphis,5801404V.wav,3,real,52.13996875,22050,0,160000,584
Delphinus_delphis,Delphinus_delphis,5801404V.wav,4,real,52.13996875,22050,0,160000,585
Delphinus_delphis,Delphinus_delphis,5801404V.wav,5,real,52.13996875,22050,0,160000,586
Delphinus_delphis,Delphinus_delphis,5801404V.wav,6,real,52.13996875,22050,0,160000,587
Delphinus_delphis,Delphinus_delphis,5801404V.wav,7,real,52.13996875,22050,0,160000,588
Delphinus_delphis,Delphinus_delphis,5801404V.wav,8,real,52.13996875,22050,0,160000,589
Delphinus_delphis,Delphinus_delphis,5801404V.wav,9,real,52.13996875,22050,0,160000,590
Delphinus_delphis,Delphinus_delphis,5801404V.wav,10,tail_extended,52.13996875,22050,41537,68479,591
Delphinus_delphis,Delphinus_delphis,7500302U.wav,0,extended,2.35709375,22050,40716,75427,592
Delphinus_delphis,Delphinus_delphis,7500303M.wav,0,extended,2.03840625,22050,50738,65229,593
Delphinus_delphis,Delphinus_delphis,7500303N.wav,0,extended,1.76825,22050,62683,56584,594
Delphinus_delphis,Delphinus_delphis,7500303Q.wav,0,extended,2.2716875,22050,14067,72694,595
Delphinus_delphis,Delphinus_delphis,7500303R.wav,0,extended,2.91025,22050,19900,93128,596
Delphinus_delphis,Delphinus_delphis,7500303Y.wav,0,extended,1.4735625,22050,89311,47154,597
Delphinus_delphis,Delphinus_delphis,7500303Z.wav,0,extended,1.9401875,22050,62395,62086,598
Delphinus_delphis,Delphinus_delphis,75003041.wav,0,extended,2.3085625,22050,14089,73874,599
Delphinus_delphis,Delphinus_delphis,75003042.wav,0,extended,1.74371875,22050,50829,55799,600
Delphinus_delphis,Delphinus_delphis,75003043.wav,0,extended,1.95246875,22050,96451,62479,601
Delphinus_delphis,Delphinus_delphis,75003044.wav,0,extended,3.38915625,22050,24066,108453,602
Delphinus_delphis,Delphinus_delphis,75003045.wav,0,extended,1.75596875,22050,26894,56191,603
Delphinus_delphis,Delphinus_delphis,75003047.wav,0,extended,0.98234375,22050,125738,31435,604
Delphinus_delphis,Delphinus_delphis,7500304F.wav,0,extended,2.6859375,22050,19484,85950,605
Delphinus_delphis,Delphinus_delphis,7500304G.wav,0,extended,2.29034375,22050,31965,73291,606
Delphinus_delphis,Delphinus_delphis,7500304H.wav,0,extended,2.24871875,22050,9656,71959,607
Delphinus_delphis,Delphinus_delphis,7500304I.wav,0,extended,2.1029375,22050,28249,67294,608
Delphinus_delphis,Delphinus_delphis,7500304K.wav,0,extended,2.29034375,22050,28869,73291,609
Delphinus_delphis,Delphinus_delphis,7500304L.wav,0,extended,2.97740625,22050,52307,95277,610
Delphinus_delphis,Delphinus_delphis,7500304M.wav,0,extended,2.6235,22050,49860,83952,611
Delphinus_delphis,Delphinus_delphis,7500304N.wav,0,extended,2.12375,22050,17944,67960,612
Delphinus_delphis,Delphinus_delphis,7500304O.wav,0,extended,2.7900625,22050,58526,89282,613
Delphinus_delphis,Delphinus_delphis,7500304P.wav,0,extended,0.40509375,22050,10883,12963,614
Delphinus_delphis,Delphinus_delphis,7500304Q.wav,0,extended,0.22071875,22050,86825,7063,615
Delphinus_delphis,Delphinus_delphis,75003051.wav,0,extended,3.1684375,22050,24557,101390,616
Delphinus_delphis,Delphinus_delphis,75003052.wav,0,extended,2.14925,22050,59070,68776,617
Delphinus_delphis,Delphinus_delphis,75003053.wav,0,extended,2.80284375,22050,33760,89691,618
Delphinus_delphis,Delphinus_delphis,75003056.wav,0,extended,0.986,22050,77360,31552,619
Delphinus_delphis,Delphinus_delphis,75003057.wav,0,extended,0.7865625,22050,22222,25170,620
Delphinus_delphis,Delphinus_delphis,75003058.wav,0,extended,1.37375,22050,19460,43960,621
Delphinus_delphis,Delphinus_delphis,7500305C.wav,0,extended,0.89146875,22050,42332,28527,622
Delphinus_delphis,Delphinus_delphis,7500305D.wav,0,extended,0.74228125,22050,49115,23753,623
Delphinus_delphis,Delphinus_delphis,7500305H.wav,0,extended,1.16325,22050,50930,37224,624
Delphinus_delphis,Delphinus_delphis,7500305I.wav,0,extended,1.05246875,22050,34879,33679,625
Delphinus_delphis,Delphinus_delphis,7500305M.wav,0,extended,1.15709375,22050,85586,37027,626
Delphinus_delphis,Delphinus_delphis,87003005.wav,0,extended,1.418,22050,40856,45376,627
Delphinus_delphis,Delphinus_delphis,87003006.wav,0,extended,1.418,22050,6986,45376,628
Globicephala_melas,Globicephala_melas,54024001.wav,0,extended,4.57440625,22050,5610,146381,629
Globicephala_melas,Globicephala_melas,54024002.wav,0,extended,4.32653125,22050,5717,138449,630
Globicephala_melas,Globicephala_melas,54024003.wav,0,extended,3.66553125,22050,38550,117297,631
Globicephala_melas,Globicephala_melas,54024004.wav,0,extended,3.50021875,22050,30223,112007,632
Globicephala_melas,Globicephala_melas,54024005.wav,0,extended,4.49175,22050,12577,143736,633
Globicephala_melas,Globicephala_melas,54024006.wav,0,real,52.595875,22050,0,160000,634
Globicephala_melas,Globicephala_melas,54024006.wav,1,real,52.595875,22050,0,160000,635
Globicephala_melas,Globicephala_melas,54024006.wav,2,real,52.595875,22050,0,160000,636
Globicephala_melas,Globicephala_melas,54024006.wav,3,real,52.595875,22050,0,160000,637
Globicephala_melas,Globicephala_melas,54024006.wav,4,real,52.595875,22050,0,160000,638
Globicephala_melas,Globicephala_melas,54024006.wav,5,real,52.595875,22050,0,160000,639
Globicephala_melas,Globicephala_melas,54024006.wav,6,real,52.595875,22050,0,160000,640
Globicephala_melas,Globicephala_melas,54024006.wav,7,real,52.595875,22050,0,160000,641
Globicephala_melas,Globicephala_melas,54024006.wav,8,real,52.595875,22050,0,160000,642
Globicephala_melas,Globicephala_melas,54024006.wav,9,real,52.595875,22050,0,160000,643
Globicephala_melas,Globicephala_melas,54024006.wav,10,tail_extended,52.595875,22050,33437,83068,644
Globicephala_melas,Globicephala_melas,54024007.wav,0,real,41.5669375,22050,0,160000,645
Globicephala_melas,Globicephala_melas,54024007.wav,1,real,41.5669375,22050,0,160000,646
Globicephala_melas,Globicephala_melas,54024007.wav,2,real,41.5669375,22050,0,160000,647
Globicephala_melas,Globicephala_melas,54024007.wav,3,real,41.5669375,22050,0,160000,648
Globicephala_melas,Globicephala_melas,54024007.wav,4,real,41.5669375,22050,0,160000,649
Globicephala_melas,Globicephala_melas,54024007.wav,5,real,41.5669375,22050,0,160000,650
Globicephala_melas,Globicephala_melas,54024007.wav,6,real,41.5669375,22050,0,160000,651
Globicephala_melas,Globicephala_melas,54024007.wav,7,real,41.5669375,22050,0,160000,652
Globicephala_melas,Globicephala_melas,54024007.wav,8,tail_extended,41.5669375,22050,8628,50142,653
Globicephala_melas,Globicephala_melas,54024008.wav,0,real,29.473375,22050,0,160000,654
Globicephala_melas,Globicephala_melas,54024008.wav,1,real,29.473375,22050,0,160000,655
Globicephala_melas,Globicephala_melas,54024008.wav,2,real,29.473375,22050,0,160000,656
Globicephala_melas,Globicephala_melas,54024008.wav,3,real,29.473375,22050,0,160000,657
Globicephala_melas,Globicephala_melas,54024008.wav,4,real,29.473375,22050,0,160000,658
Globicephala_melas,Globicephala_melas,54024008.wav,5,tail_extended,29.473375,22050,319,143148,659
Globicephala_melas,Globicephala_melas,54024009.wav,0,real,52.1441875,22050,0,160000,660
Globicephala_melas,Globicephala_melas,54024009.wav,1,real,52.1441875,22050,0,160000,661
Globicephala_melas,Globicephala_melas,54024009.wav,2,real,52.1441875,22050,0,160000,662
Globicephala_melas,Globicephala_melas,54024009.wav,3,real,52.1441875,22050,0,160000,663
Globicephala_melas,Globicephala_melas,54024009.wav,4,real,52.1441875,22050,0,160000,664
Globicephala_melas,Globicephala_melas,54024009.wav,5,real,52.1441875,22050,0,160000,665
Globicephala_melas,Globicephala_melas,54024009.wav,6,real,52.1441875,22050,0,160000,666
Globicephala_melas,Globicephala_melas,54024009.wav,7,real,52.1441875,22050,0,160000,667
Globicephala_melas,Globicephala_melas,54024009.wav,8,real,52.1441875,22050,0,160000,668
Globicephala_melas,Globicephala_melas,54024009.wav,9,real,52.1441875,22050,0,160000,669
Globicephala_melas,Globicephala_melas,54024009.wav,10,tail_extended,52.1441875,22050,28659,68614,670
Globicephala_melas,Globicephala_melas,5402400A.wav,0,real,20.561375,22050,0,160000,671
Globicephala_melas,Globicephala_melas,5402400A.wav,1,real,20.561375,22050,0,160000,672
Globicephala_melas,Globicephala_melas,5402400A.wav,2,real,20.561375,22050,0,160000,673
Globicephala_melas,Globicephala_melas,5402400A.wav,3,real,20.561375,22050,0,160000,674
Globicephala_melas,Globicephala_melas,5402400B.wav,0,real,69.9813125,22050,0,160000,675
Globicephala_melas,Globicephala_melas,5402400B.wav,1,real,69.9813125,22050,0,160000,676
Globicephala_melas,Globicephala_melas,5402400B.wav,2,real,69.9813125,22050,0,160000,677
Globicephala_melas,Globicephala_melas,5402400B.wav,3,real,69.9813125,22050,0,160000,678
Globicephala_melas,Globicephala_melas,5402400B.wav,4,real,69.9813125,22050,0,160000,679
Globicephala_melas,Globicephala_melas,5402400B.wav,5,real,69.9813125,22050,0,160000,680
Globicephala_melas,Globicephala_melas,5402400B.wav,6,real,69.9813125,22050,0,160000,681
Globicephala_melas,Globicephala_melas,5402400B.wav,7,real,69.9813125,22050,0,160000,682
Globicephala_melas,Globicephala_melas,5402400B.wav,8,real,69.9813125,22050,0,160000,683
Globicephala_melas,Globicephala_melas,5402400B.wav,9,real,69.9813125,22050,0,160000,684
Globicephala_melas,Globicephala_melas,5402400B.wav,10,real,69.9813125,22050,0,160000,685
Globicephala_melas,Globicephala_melas,5402400B.wav,11,real,69.9813125,22050,0,160000,686
Globicephala_melas,Globicephala_melas,5402400B.wav,12,real,69.9813125,22050,0,160000,687
Globicephala_melas,Globicephala_melas,5402400B.wav,13,tail_extended,69.9813125,22050,537,159402,688
Globicephala_melas,Globicephala_melas,5402400C.wav,0,real,42.4494375,22050,0,160000,689
Globicephala_melas,Globicephala_melas,5402400C.wav,1,real,42.4494375,22050,0,160000,690
Globicephala_melas,Globicephala_melas,5402400C.wav,2,real,42.4494375,22050,0,160000,691
Globicephala_melas,Globicephala_melas,5402400C.wav,3,real,42.4494375,22050,0,160000,692
Globicephala_melas,Globicephala_melas,5402400C.wav,4,real,42.4494375,22050,0,160000,693
Globicephala_melas,Globicephala_melas,5402400C.wav,5,real,42.4494375,22050,0,160000,694
Globicephala_melas,Globicephala_melas,5402400C.wav,6,real,42.4494375,22050,0,160000,695
Globicephala_melas,Globicephala_melas,5402400C.wav,7,real,42.4494375,22050,0,160000,696
Globicephala_melas,Globicephala_melas,5402400C.wav,8,tail_extended,42.4494375,22050,64243,78382,697
Globicephala_melas,Globicephala_melas,7500400U.wav,0,extended,0.27846875,22050,107048,8911,698
Globicephala_melas,Globicephala_melas,7500401F.wav,0,extended,2.12540625,22050,16593,68013,699
Globicephala_melas,Globicephala_melas,75004025.wav,0,extended,0.744625,22050,5372,23828,700
Globicephala_melas,Globicephala_melas,7500402E.wav,0,extended,1.95128125,22050,9142,62441,701
Globicephala_melas,Globicephala_melas,7500402F.wav,0,extended,1.95296875,22050,74142,62495,702
Globicephala_melas,Globicephala_melas,7500402I.wav,0,extended,1.6863125,22050,28339,53962,703
Globicephala_melas,Globicephala_melas,7500402O.wav,0,extended,1.5215,22050,7088,48688,704
Globicephala_melas,Globicephala_melas,75004033.wav,0,extended,1.38615625,22050,52677,44357,705
Globicephala_melas,Globicephala_melas,7500403A.wav,0,extended,0.88621875,22050,66105,28359,706
Globicephala_melas,Globicephala_melas,7500403J.wav,0,extended,2.2511875,22050,43156,72038,707
Globicephala_melas,Globicephala_melas,7500403N.wav,0,extended,1.06765625,22050,116826,34165,708
Globicephala_melas,Globicephala_melas,7500502J.wav,0,extended,2.27921875,22050,66654,72935,709
Globicephala_melas,Globicephala_melas,7500502Q.wav,0,extended,1.48,22050,76833,47360,710
Globicephala_melas,Globicephala_melas,7500502R.wav,0,extended,1.3838125,22050,35163,44282,711
Globicephala_melas,Globicephala_melas,7500502S.wav,0,extended,1.7094375,22050,1224,54702,712
Globicephala_melas,Globicephala_melas,7500502T.wav,0,extended,1.04653125,22050,20336,33489,713
Globicephala_melas,Globicephala_melas,7500502U.wav,0,extended,2.1094375,22050,37200,67502,714
Globicephala_melas,Globicephala_melas,7500502V.wav,0,extended,2.035,22050,91009,65120,715
Globicephala_melas,Globicephala_melas,7500502W.wav,0,extended,2.04984375,22050,11285,65595,716
Globicephala_melas,Globicephala_melas,7500502X.wav,0,extended,3.76640625,22050,37407,120525,717
Globicephala_melas,Globicephala_melas,7500502Z.wav,0,extended,3.49128125,22050,32878,111721,718
Globicephala_melas,Globicephala_melas,75005031.wav,0,extended,1.26821875,22050,78449,40583,719
Globicephala_melas,Globicephala_melas,75005032.wav,0,extended,4.748125,22050,1669,151940,720
Globicephala_melas,Globicephala_melas,75005039.wav,0,extended,2.9206875,22050,11842,93462,721
Globicephala_melas,Globicephala_melas,7500503L.wav,0,extended,1.8509375,22050,43955,59230,722
Globicephala_melas,Globicephala_melas,77028008.wav,0,extended,1.032875,22050,113463,33052,723
Globicephala_melas,Globicephala_melas,77028009.wav,0,extended,1.11096875,22050,60022,35551,724
Globicephala_melas,Globicephala_melas,77028010.wav,0,extended,1.2539375,22050,10996,40126,725
Globicephala_melas,Globicephala_melas,77028015.wav,0,extended,1.36409375,22050,111149,43651,726
Globicephala_melas,Globicephala_melas,77028017.wav,0,extended,1.418,22050,676,45376,727
Globicephala_melas,Globicephala_melas,77028018.wav,0,extended,1.19534375,22050,94092,38251,728
Globicephala_melas,Globicephala_melas,7702801D.wav,0,extended,1.3664375,22050,110353,43726,729
Globicephala_melas,Globicephala_melas,7702801K.wav,0,extended,0.8976875,22050,21110,28726,730
Globicephala_melas,Globicephala_melas,7702801L.wav,0,extended,0.4570625,22050,35047,14626,731
Globicephala_melas,Globicephala_melas,77034002.wav,0,extended,2.5171875,22050,78119,80550,732
Globicephala_melas,Globicephala_melas,77034006.wav,0,extended,0.8976875,22050,75173,28726,733
Globicephala_melas,Globicephala_melas,77034008.wav,0,extended,0.7383125,22050,130504,23626,734
Globicephala_melas,Globicephala_melas,77034009.wav,0,extended,1.109375,22050,37738,35500,735
Globicephala_melas,Globicephala_melas,7703400A.wav,0,extended,0.5578125,22050,59879,17850,736
Globicephala_melas,Globicephala_melas,7703400B.wav,0,extended,1.20234375,22050,14041,38475,737
Globicephala_melas,Globicephala_melas,7703400D.wav,0,extended,0.8320625,22050,9946,26626,738
Globicephala_melas,Globicephala_melas,7703400H.wav,0,extended,1.003125,22050,62285,32100,739
Globicephala_melas,Globicephala_melas,7703400J.wav,0,extended,0.63125,22050,126362,20200,740
Globicephala_melas,Globicephala_melas,7703400K.wav,0,extended,0.978125,22050,56008,31300,741
Globicephala_melas,Globicephala_melas,7703400L.wav,0,extended,0.7171875,22050,63224,22950,742
Globicephala_melas,Globicephala_melas,7703400M.wav,0,extended,0.7289375,22050,111486,23326,743
Globicephala_melas,Globicephala_melas,7703400O.wav,0,extended,0.7546875,22050,60028,24150,744
Globicephala_melas,Globicephala_melas,7703400P.wav,0,extended,0.72190625,22050,97915,23101,745
Globicephala_melas,Globicephala_melas,7703400Q.wav,0,extended,0.75003125,22050,40172,24001,746
Globicephala_melas,Globicephala_melas,7703400R.wav,0,extended,0.609375,22050,72321,19500,747
Globicephala_melas,Globicephala_melas,7703400S.wav,0,extended,1.09375,22050,118674,35000,748
Globicephala_melas,Globicephala_melas,7703400U.wav,0,real,65.59053125,22050,0,160000,749
Globicephala_melas,Globicephala_melas,7703400U.wav,1,real,65.59053125,22050,0,160000,750
Globicephala_melas,Globicephala_melas,7703400U.wav,2,real,65.59053125,22050,0,160000,751
Globicephala_melas,Globicephala_melas,7703400U.wav,3,real,65.59053125,22050,0,160000,752
Globicephala_melas,Globicephala_melas,7703400U.wav,4,real,65.59053125,22050,0,160000,753
Globicephala_melas,Globicephala_melas,7703400U.wav,5,real,65.59053125,22050,0,160000,754
Globicephala_melas,Globicephala_melas,7703400U.wav,6,real,65.59053125,22050,0,160000,755
Globicephala_melas,Globicephala_melas,7703400U.wav,7,real,65.59053125,22050,0,160000,756
Globicephala_melas,Globicephala_melas,7703400U.wav,8,real,65.59053125,22050,0,160000,757
Globicephala_melas,Globicephala_melas,7703400U.wav,9,real,65.59053125,22050,0,160000,758
Globicephala_melas,Globicephala_melas,7703400U.wav,10,real,65.59053125,22050,0,160000,759
Globicephala_melas,Globicephala_melas,7703400U.wav,11,real,65.59053125,22050,0,160000,760
Globicephala_melas,Globicephala_melas,7703400U.wav,12,real,65.59053125,22050,0,160000,761
Globicephala_melas,Globicephala_melas,7703400V.wav,0,real,54.41034375,22050,0,160000,762
Globicephala_melas,Globicephala_melas,7703400V.wav,1,real,54.41034375,22050,0,160000,763
Globicephala_melas,Globicephala_melas,7703400V.wav,2,real,54.41034375,22050,0,160000,764
Globicephala_melas,Globicephala_melas,7703400V.wav,3,real,54.41034375,22050,0,160000,765
