wav_path,offset_s,label,subdataset,split,n_whistle,n_bout,n_noise,embedding_idx
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5035.0,background,IMMS,train,0,0,0,1333
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5040.0,bout+whistle,IMMS,train,1,2,0,1334
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5045.0,bout+whistle,IMMS,train,2,2,0,1335
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5050.0,whistle,IMMS,train,5,0,0,1336
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5055.0,whistle,IMMS,train,2,0,0,1337
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5060.0,whistle,IMMS,train,1,0,0,1338
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5065.0,whistle,IMMS,train,4,0,0,1339
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5070.0,whistle,IMMS,train,1,0,0,1340
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5075.0,background,IMMS,train,0,0,0,1341
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5080.0,background,IMMS,train,0,0,0,1342
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5085.0,background,IMMS,train,0,0,0,1343
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5090.0,background,IMMS,train,0,0,0,1344
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5095.0,whistle,IMMS,train,1,0,0,1345
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5100.0,background,IMMS,train,0,0,0,1346
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5105.0,whistle,IMMS,train,2,0,0,1347
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5110.0,whistle,IMMS,train,1,0,0,1348
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5115.0,whistle,IMMS,train,1,0,0,1349
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5120.0,whistle,IMMS,train,2,0,0,1350
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5125.0,bout,IMMS,train,0,1,0,1351
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5130.0,whistle,IMMS,train,1,0,0,1352
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5135.0,background,IMMS,train,0,0,0,1353
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5140.0,background,IMMS,train,0,0,0,1354
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5145.0,background,IMMS,train,0,0,0,1355
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5150.0,background,IMMS,train,0,0,0,1356
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5155.0,background,IMMS,train,0,0,0,1357
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5160.0,background,IMMS,train,0,0,0,1358
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5165.0,background,IMMS,train,0,0,0,1359
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5170.0,background,IMMS,train,0,0,0,1360
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5175.0,background,IMMS,train,0,0,0,1361
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5180.0,background,IMMS,train,0,0,0,1362
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5185.0,background,IMMS,train,0,0,0,1363
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5190.0,background,IMMS,train,0,0,0,1364
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5195.0,background,IMMS,train,0,0,0,1365
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5200.0,background,IMMS,train,0,0,0,1366
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5205.0,background,IMMS,train,0,0,0,1367
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5210.0,background,IMMS,train,0,0,0,1368
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5215.0,background,IMMS,train,0,0,0,1369
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5220.0,background,IMMS,train,0,0,0,1370
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5225.0,background,IMMS,train,0,0,0,1371
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5230.0,background,IMMS,train,0,0,0,1372
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5235.0,background,IMMS,train,0,0,0,1373
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5240.0,background,IMMS,train,0,0,0,1374
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5245.0,background,IMMS,train,0,0,0,1375
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5250.0,background,IMMS,train,0,0,0,1376
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5255.0,background,IMMS,train,0,0,0,1377
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5260.0,background,IMMS,train,0,0,0,1378
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5265.0,background,IMMS,train,0,0,0,1379
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5270.0,background,IMMS,train,0,0,0,1380
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5275.0,background,IMMS,train,0,0,0,1381
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5280.0,background,IMMS,train,0,0,0,1382
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5285.0,background,IMMS,train,0,0,0,1383
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5290.0,background,IMMS,train,0,0,0,1384
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5295.0,background,IMMS,train,0,0,0,1385
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5300.0,background,IMMS,train,0,0,0,1386
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5305.0,background,IMMS,train,0,0,0,1387
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5310.0,background,IMMS,train,0,0,0,1388
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5315.0,background,IMMS,train,0,0,0,1389
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5320.0,background,IMMS,train,0,0,0,1390
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5325.0,background,IMMS,train,0,0,0,1391
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5330.0,background,IMMS,train,0,0,0,1392
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5335.0,background,IMMS,train,0,0,0,1393
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5340.0,background,IMMS,train,0,0,0,1394
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5345.0,background,IMMS,train,0,0,0,1395
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5350.0,background,IMMS,train,0,0,0,1396
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5355.0,background,IMMS,train,0,0,0,1397
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5360.0,background,IMMS,train,0,0,0,1398
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5365.0,background,IMMS,train,0,0,0,1399
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5370.0,background,IMMS,train,0,0,0,1400
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_01.wav,5375.0,background,IMMS,train,0,0,0,1401
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,0.0,background,IMMS,train,0,0,0,1402
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,5.0,background,IMMS,train,0,0,0,1403
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,10.0,background,IMMS,train,0,0,0,1404
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,15.0,background,IMMS,train,0,0,0,1405
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,20.0,background,IMMS,train,0,0,0,1406
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,25.0,background,IMMS,train,0,0,0,1407
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,30.0,background,IMMS,train,0,0,0,1408
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,35.0,background,IMMS,train,0,0,0,1409
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,40.0,background,IMMS,train,0,0,0,1410
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,45.0,background,IMMS,train,0,0,0,1411
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,50.0,background,IMMS,train,0,0,0,1412
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,55.0,background,IMMS,train,0,0,0,1413
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,60.0,background,IMMS,train,0,0,0,1414
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,65.0,background,IMMS,train,0,0,0,1415
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,70.0,background,IMMS,train,0,0,0,1416
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,75.0,background,IMMS,train,0,0,0,1417
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,80.0,background,IMMS,train,0,0,0,1418
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,85.0,background,IMMS,train,0,0,0,1419
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,90.0,background,IMMS,train,0,0,0,1420
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,95.0,background,IMMS,train,0,0,0,1421
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,100.0,background,IMMS,train,0,0,0,1422
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,105.0,background,IMMS,train,0,0,0,1423
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,110.0,background,IMMS,train,0,0,0,1424
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,115.0,background,IMMS,train,0,0,0,1425
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,120.0,background,IMMS,train,0,0,0,1426
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,125.0,background,IMMS,train,0,0,0,1427
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,130.0,background,IMMS,train,0,0,0,1428
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,135.0,background,IMMS,train,0,0,0,1429
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,140.0,background,IMMS,train,0,0,0,1430
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,145.0,background,IMMS,train,0,0,0,1431
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,150.0,background,IMMS,train,0,0,0,1432
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,155.0,background,IMMS,train,0,0,0,1433
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,160.0,background,IMMS,train,0,0,0,1434
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,165.0,background,IMMS,train,0,0,0,1435
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,170.0,background,IMMS,train,0,0,0,1436
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,175.0,background,IMMS,train,0,0,0,1437
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,180.0,background,IMMS,train,0,0,0,1438
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,185.0,background,IMMS,train,0,0,0,1439
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,190.0,background,IMMS,train,0,0,0,1440
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,195.0,background,IMMS,train,0,0,0,1441
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,200.0,background,IMMS,train,0,0,0,1442
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,205.0,background,IMMS,train,0,0,0,1443
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,210.0,background,IMMS,train,0,0,0,1444
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,215.0,background,IMMS,train,0,0,0,1445
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,220.0,background,IMMS,train,0,0,0,1446
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,225.0,background,IMMS,train,0,0,0,1447
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,230.0,background,IMMS,train,0,0,0,1448
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,235.0,background,IMMS,train,0,0,0,1449
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,240.0,background,IMMS,train,0,0,0,1450
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,245.0,background,IMMS,train,0,0,0,1451
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,250.0,background,IMMS,train,0,0,0,1452
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,255.0,background,IMMS,train,0,0,0,1453
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,260.0,background,IMMS,train,0,0,0,1454
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,265.0,background,IMMS,train,0,0,0,1455
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,270.0,background,IMMS,train,0,0,0,1456
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,275.0,background,IMMS,train,0,0,0,1457
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,280.0,background,IMMS,train,0,0,0,1458
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,285.0,background,IMMS,train,0,0,0,1459
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,290.0,background,IMMS,train,0,0,0,1460
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,295.0,background,IMMS,train,0,0,0,1461
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,300.0,background,IMMS,train,0,0,0,1462
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,305.0,background,IMMS,train,0,0,0,1463
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,310.0,background,IMMS,train,0,0,0,1464
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,315.0,background,IMMS,train,0,0,0,1465
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,320.0,background,IMMS,train,0,0,0,1466
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,325.0,background,IMMS,train,0,0,0,1467
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,330.0,background,IMMS,train,0,0,0,1468
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,335.0,background,IMMS,train,0,0,0,1469
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,340.0,background,IMMS,train,0,0,0,1470
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,345.0,background,IMMS,train,0,0,0,1471
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,350.0,background,IMMS,train,0,0,0,1472
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,355.0,background,IMMS,train,0,0,0,1473
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,360.0,background,IMMS,train,0,0,0,1474
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,365.0,background,IMMS,train,0,0,0,1475
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,370.0,background,IMMS,train,0,0,0,1476
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,375.0,background,IMMS,train,0,0,0,1477
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,380.0,background,IMMS,train,0,0,0,1478
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,385.0,background,IMMS,train,0,0,0,1479
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,390.0,background,IMMS,train,0,0,0,1480
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,395.0,background,IMMS,train,0,0,0,1481
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,400.0,background,IMMS,train,0,0,0,1482
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,405.0,background,IMMS,train,0,0,0,1483
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,410.0,background,IMMS,train,0,0,0,1484
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,415.0,background,IMMS,train,0,0,0,1485
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,420.0,background,IMMS,train,0,0,0,1486
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,425.0,background,IMMS,train,0,0,0,1487
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,430.0,background,IMMS,train,0,0,0,1488
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,435.0,background,IMMS,train,0,0,0,1489
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,440.0,background,IMMS,train,0,0,0,1490
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,445.0,background,IMMS,train,0,0,0,1491
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,450.0,background,IMMS,train,0,0,0,1492
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,455.0,background,IMMS,train,0,0,0,1493
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,460.0,background,IMMS,train,0,0,0,1494
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,465.0,background,IMMS,train,0,0,0,1495
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,470.0,background,IMMS,train,0,0,0,1496
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,475.0,background,IMMS,train,0,0,0,1497
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,480.0,background,IMMS,train,0,0,0,1498
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,485.0,background,IMMS,train,0,0,0,1499
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,490.0,background,IMMS,train,0,0,0,1500
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,495.0,background,IMMS,train,0,0,0,1501
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,500.0,background,IMMS,train,0,0,0,1502
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,505.0,background,IMMS,train,0,0,0,1503
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,510.0,background,IMMS,train,0,0,0,1504
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,515.0,background,IMMS,train,0,0,0,1505
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,520.0,background,IMMS,train,0,0,0,1506
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,525.0,background,IMMS,train,0,0,0,1507
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,530.0,background,IMMS,train,0,0,0,1508
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,535.0,background,IMMS,train,0,0,0,1509
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,540.0,background,IMMS,train,0,0,0,1510
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,545.0,background,IMMS,train,0,0,0,1511
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,550.0,background,IMMS,train,0,0,0,1512
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,555.0,background,IMMS,train,0,0,0,1513
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,560.0,background,IMMS,train,0,0,0,1514
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,565.0,background,IMMS,train,0,0,0,1515
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,570.0,background,IMMS,train,0,0,0,1516
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,575.0,background,IMMS,train,0,0,0,1517
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,580.0,background,IMMS,train,0,0,0,1518
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,585.0,background,IMMS,train,0,0,0,1519
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,590.0,background,IMMS,train,0,0,0,1520
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_TrainingData_02.wav,595.0,background,IMMS,train,0,0,0,1521
