Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Begin File	Begin Date Time	File Offset (s)	Annotation
185	Spectrogram 1	1	3367.523053000	3367.812634000	2681.818	6409.091	0.2896	3727.273	-50.42	IMMS_TrainingData_02.wav	3367.5231	3367.5231	Whistle
186	Spectrogram 1	1	3368.090150000	3368.818125000	3000.000	5500.000	0.7280	2500.000	-47.83	IMMS_TrainingData_02.wav	3368.0901	3368.0901	Whistle
187	Spectrogram 1	1	3373.592202258	3373.644483000	4409.091	7045.455	0.0523	2636.364	-56.13	IMMS_TrainingData_02.wav	3373.5922	3373.5922	Whistle
188	Spectrogram 1	1	3377.960052000	3379.307410000	4636.364	18681.818	1.3474	14045.454	-36.29	IMMS_TrainingData_02.wav	3377.9601	3377.9601	Whistle
189	Spectrogram 1	1	3380.976527000	3382.245456802	4818.182	17727.273	1.2689	12909.091	-57.47	IMMS_TrainingData_02.wav	3380.9765	3380.9765	Bout
192	Spectrogram 1	1	3384.137791000	3384.930118000	1818.182	11636.364	0.7923	9818.182	-53.89	IMMS_TrainingData_02.wav	3384.1378	3384.1378	Whistle
193	Spectrogram 1	1	3399.370984817	3400.875199486	2909.091	21590.909	1.5042	18681.818	-50.03	IMMS_TrainingData_02.wav	3399.3710	3399.3710	Bout
196	Spectrogram 1	1	3401.573010000	3401.866614000	4181.818	13500.000	0.2936	9318.182	-54.77	IMMS_TrainingData_02.wav	3401.5730	3401.5730	Whistle
197	Spectrogram 1	1	3401.930965000	3402.021459461	5454.545	20000.000	0.0905	14545.455	-62.16	IMMS_TrainingData_02.wav	3401.9310	3401.9310	Whistle
198	Spectrogram 1	1	3402.128042000	3403.682530740	1954.545	18590.909	1.5545	16636.364	-49.60	IMMS_TrainingData_02.wav	3402.1280	3402.1280	Bout
201	Spectrogram 1	1	3415.947515000	3416.233075000	9181.818	16681.818	0.2856	7500.000	-64.81	IMMS_TrainingData_02.wav	3415.9475	3415.9475	Whistle
202	Spectrogram 1	1	3417.548257000	3417.857948000	8545.455	11590.909	0.3097	3045.454	-56.63	IMMS_TrainingData_02.wav	3417.5483	3417.5483	Whistle
203	Spectrogram 1	1	3483.564793000	3483.894594000	8136.364	15181.818	0.3298	7045.454	-66.21	IMMS_TrainingData_02.wav	3483.5648	3483.5648	Whistle
204	Spectrogram 1	1	3486.167004000	3486.412344000	7727.273	10954.545	0.2453	3227.272	-69.30	IMMS_TrainingData_02.wav	3486.1670	3486.1670	Whistle
206	Spectrogram 1	1	3487.387672966	3488.087494764	4772.727	22590.909	0.6998	17818.182	-68.31	IMMS_TrainingData_02.wav	3487.3877	3487.3877	Bout
208	Spectrogram 1	1	3488.143802265	3488.419305000	3045.455	11727.273	0.2755	8681.818	-45.03	IMMS_TrainingData_02.wav	3488.1438	3488.1438	Whistle
209	Spectrogram 1	1	3488.833567000	3489.111083000	6545.455	11727.273	0.2775	5181.818	-61.31	IMMS_TrainingData_02.wav	3488.8336	3488.8336	Whistle
210	Spectrogram 1	1	3489.420774000	3489.605784000	6181.818	11090.909	0.1850	4909.091	-67.33	IMMS_TrainingData_02.wav	3489.4208	3489.4208	Whistle
211	Spectrogram 1	1	3490.016025000	3490.313650000	7500.000	13681.818	0.2976	6181.818	-68.69	IMMS_TrainingData_02.wav	3490.0160	3490.0160	Whistle
212	Spectrogram 1	1	3490.579099554	3490.776176000	8318.182	13272.727	0.1971	4954.545	-67.74	IMMS_TrainingData_02.wav	3490.5791	3490.5791	Whistle
213	Spectrogram 1	1	3491.307075000	3491.496108000	9863.636	12454.545	0.1890	2590.909	-60.20	IMMS_TrainingData_02.wav	3491.3071	3491.3071	Whistle
214	Spectrogram 1	1	3491.745471000	3492.216040000	3909.091	21409.091	0.4706	17500.000	-47.63	IMMS_TrainingData_02.wav	3491.7455	3491.7455	Bout
215	Spectrogram 1	1	3494.717702000	3494.999240000	4227.273	12090.909	0.2815	7863.636	-54.24	IMMS_TrainingData_02.wav	3494.7177	3494.7177	Whistle
216	Spectrogram 1	1	3497.279695000	3497.878966223	6363.636	21090.909	0.5993	14727.273	-60.67	IMMS_TrainingData_02.wav	3497.2797	3497.2797	Bout
218	Spectrogram 1	1	3498.816085000	3498.932722000	9318.182	12136.364	0.1166	2818.182	-55.41	IMMS_TrainingData_02.wav	3498.8161	3498.8161	Whistle
219	Spectrogram 1	1	3500.638033770	3500.851197881	9500.000	10909.091	0.2132	1409.091	-65.85	IMMS_TrainingData_02.wav	3500.6380	3500.6380	Whistle
220	Spectrogram 1	1	3501.048276000	3501.466559508	7045.455	16863.636	0.4183	9818.181	-59.97	IMMS_TrainingData_02.wav	3501.0483	3501.0483	Bout
222	Spectrogram 1	1	3501.659615000	3501.868757000	6500.000	15500.000	0.2091	9000.000	-62.22	IMMS_TrainingData_02.wav	3501.6596	3501.6596	Whistle
223	Spectrogram 1	1	3502.552491000	3502.649018000	5545.455	14954.545	0.0965	9409.090	-57.64	IMMS_TrainingData_02.wav	3502.5525	3502.5525	Whistle
224	Spectrogram 1	1	3504.374439737	3504.559451000	7227.273	10772.727	0.1850	3545.454	-53.02	IMMS_TrainingData_02.wav	3504.3744	3504.3744	Whistle
225	Spectrogram 1	1	3506.461841000	3506.984697000	4954.545	16636.364	0.5229	11681.819	-62.02	IMMS_TrainingData_02.wav	3506.4618	3506.4618	Bout
226	Spectrogram 1	1	3508.657834000	3508.730229000	8500.000	10727.273	0.0724	2227.273	-56.77	IMMS_TrainingData_02.wav	3508.6578	3508.6578	Whistle
227	Spectrogram 1	1	3508.862953037	3509.269173000	7681.818	10727.273	0.4062	3045.455	-54.66	IMMS_TrainingData_02.wav	3508.8630	3508.8630	Whistle
228	Spectrogram 1	1	3509.345591000	3510.029325000	3863.636	10545.455	0.6837	6681.818	-50.85	IMMS_TrainingData_02.wav	3509.3456	3509.3456	Whistle
230	Spectrogram 1	1	3544.992270000	3545.241631000	5727.273	13454.545	0.2494	7727.272	-68.72	IMMS_TrainingData_02.wav	3544.9923	3544.9923	Whistle
231	Spectrogram 1	1	3546.488440000	3547.373273000	4681.818	11590.909	0.8848	6909.091	-68.81	IMMS_TrainingData_02.wav	3546.4884	3546.4884	Whistle
232	Spectrogram 1	1	3560.846853000	3560.963490000	3363.636	9863.636	0.1166	6500.000	-57.37	IMMS_TrainingData_02.wav	3560.8469	3560.8469	Whistle
233	Spectrogram 1	1	3564.635544614	3564.728050000	9772.727	17363.636	0.0925	7590.909	-60.95	IMMS_TrainingData_02.wav	3564.6355	3564.6355	Whistle
234	Spectrogram 1	1	3564.281613008	3564.378140152	6863.636	16636.364	0.0965	9772.727	-62.17	IMMS_TrainingData_02.wav	3564.2816	3564.2816	Whistle
235	Spectrogram 1	1	3565.464069000	3567.217646000	4909.091	19500.000	1.7536	14590.909	-48.70	IMMS_TrainingData_02.wav	3565.4641	3565.4641	Whistle
236	Spectrogram 1	1	3568.050193000	3568.130633000	6318.182	9500.000	0.0804	3181.818	-58.95	IMMS_TrainingData_02.wav	3568.0502	3568.0502	Whistle
237	Spectrogram 1	1	3601.118791206	3602.269074000	5590.909	22363.636	1.1503	16772.727	-48.42	IMMS_TrainingData_02.wav	3601.1188	3601.1188	Whistle
238	Spectrogram 1	1	3626.988073000	3627.293742000	4909.091	19000.000	0.3057	14090.909	-49.33	IMMS_TrainingData_02.wav	3626.9881	3626.9881	Whistle
239	Spectrogram 1	1	3628.665231556	3629.196130851	4454.545	10045.455	0.5309	5590.909	-46.96	IMMS_TrainingData_02.wav	3628.6652	3628.6652	Whistle
240	Spectrogram 1	1	3630.390656000	3630.579688000	4954.545	8363.636	0.1890	3409.091	-38.87	IMMS_TrainingData_02.wav	3630.3907	3630.3907	Whistle
241	Spectrogram 1	1	3648.980179928	3649.092794930	7227.273	15590.909	0.1126	8363.636	-54.44	IMMS_TrainingData_02.wav	3648.9802	3648.9802	Whistle
242	Spectrogram 1	1	3654.944754000	3655.021171000	7409.091	12590.909	0.0764	5181.818	-50.64	IMMS_TrainingData_02.wav	3654.9448	3654.9448	Whistle
243	Spectrogram 1	1	3655.210203000	3655.326840000	8590.909	14000.000	0.1166	5409.091	-52.33	IMMS_TrainingData_02.wav	3655.2102	3655.2102	Whistle
244	Spectrogram 1	1	3656.646046000	3656.726485000	6772.727	9590.909	0.0804	2818.182	-47.55	IMMS_TrainingData_02.wav	3656.6460	3656.6460	Whistle
245	Spectrogram 1	1	3656.887364000	3656.987913000	6545.455	9772.727	0.1005	3227.272	-54.02	IMMS_TrainingData_02.wav	3656.8874	3656.8874	Whistle
247	Spectrogram 1	1	3657.997426000	3658.476040000	7181.818	11590.909	0.4786	4409.091	-61.46	IMMS_TrainingData_02.wav	3657.9974	3657.9974	Whistle
248	Spectrogram 1	1	3682.117169000	3682.205653000	5909.091	13954.545	0.0885	8045.454	-55.73	IMMS_TrainingData_02.wav	3682.1172	3682.1172	Whistle
249	Spectrogram 1	1	3682.418817000	3682.640025000	8909.091	14818.182	0.2212	5909.091	-59.43	IMMS_TrainingData_02.wav	3682.4188	3682.4188	Whistle
250	Spectrogram 1	1	3682.873299000	3683.078419000	8863.636	15545.455	0.2051	6681.819	-58.40	IMMS_TrainingData_02.wav	3682.8733	3682.8733	Whistle
251	Spectrogram 1	1	3683.102551000	3683.540945000	5000.000	21409.091	0.4384	16409.091	-53.13	IMMS_TrainingData_02.wav	3683.1026	3683.1026	Whistle
252	Spectrogram 1	1	3683.669648000	3683.991405000	3863.636	19045.455	0.3218	15181.819	-55.12	IMMS_TrainingData_02.wav	3683.6696	3683.6696	Whistle
253	Spectrogram 1	1	3687.691613000	3688.017392000	2000.000	17545.455	0.3258	15545.455	-35.27	IMMS_TrainingData_02.wav	3687.6916	3687.6916	Whistle
254	Spectrogram 1	1	4074.407602000	4075.320570165	6818.182	21681.818	0.9130	14863.636	-51.43	IMMS_TrainingData_02.wav	4074.4076	4074.4076	Bout
256	Spectrogram 1	1	4076.840890000	4077.009813000	3409.091	20954.545	0.1689	17545.454	-43.68	IMMS_TrainingData_02.wav	4076.8409	4076.8409	Whistle
257	Spectrogram 1	1	4077.017857000	4077.178735000	5727.273	21363.636	0.1609	15636.363	-46.24	IMMS_TrainingData_02.wav	4077.0179	4077.0179	Whistle
258	Spectrogram 1	1	4077.440163000	4077.592997000	5954.545	11045.455	0.1528	5090.910	-42.78	IMMS_TrainingData_02.wav	4077.4402	4077.4402	Whistle
259	Spectrogram 1	1	4078.119875000	4078.260644000	6954.545	10954.545	0.1408	4000.000	-48.01	IMMS_TrainingData_02.wav	4078.1199	4078.1199	Whistle
260	Spectrogram 1	1	4078.389346000	4078.542181000	5909.091	11363.636	0.1528	5454.545	-40.80	IMMS_TrainingData_02.wav	4078.3893	4078.3893	Whistle
261	Spectrogram 1	1	4078.590446000	4078.719149000	7272.727	11136.364	0.1287	3863.637	-46.62	IMMS_TrainingData_02.wav	4078.5904	4078.5904	Whistle
263	Spectrogram 1	1	4079.073063989	4079.764841858	5090.909	12727.273	0.6918	7636.364	-38.62	IMMS_TrainingData_02.wav	4079.0731	4079.0731	Bout
264	Spectrogram 1	1	4079.744749000	4080.022265000	5000.000	18090.909	0.2775	13090.909	-34.35	IMMS_TrainingData_02.wav	4079.7447	4079.7447	Whistle
265	Spectrogram 1	1	4080.134880000	4080.758285000	4318.182	22727.273	0.6234	18409.091	-36.86	IMMS_TrainingData_02.wav	4080.1349	4080.1349	Whistle
266	Spectrogram 1	1	4080.838724000	4081.136349000	4727.273	16227.273	0.2976	11500.000	-40.73	IMMS_TrainingData_02.wav	4080.8387	4080.8387	Whistle
267	Spectrogram 1	1	4081.204723000	4082.483707240	5227.273	21545.455	1.2790	16318.182	-33.70	IMMS_TrainingData_02.wav	4081.2047	4081.2047	Bout
269	Spectrogram 1	1	4082.535992776	4082.942211000	4636.364	22045.455	0.4062	17409.091	-37.64	IMMS_TrainingData_02.wav	4082.5360	4082.5360	Whistle
270	Spectrogram 1	1	4083.183530000	4084.040209000	4636.364	17318.182	0.8567	12681.818	-37.00	IMMS_TrainingData_02.wav	4083.1835	4083.1835	Whistle
271	Spectrogram 1	1	4084.060317348	4084.277503424	4954.545	10181.818	0.2172	5227.273	-41.48	IMMS_TrainingData_02.wav	4084.0603	4084.0603	Whistle
272	Spectrogram 1	1	4084.374032000	4084.651547000	5136.364	12818.182	0.2775	7681.818	-40.17	IMMS_TrainingData_02.wav	4084.3740	4084.3740	Whistle
273	Spectrogram 1	1	4084.740030000	4085.033634000	3181.818	16590.909	0.2936	13409.091	-39.39	IMMS_TrainingData_02.wav	4084.7400	4084.7400	Whistle
274	Spectrogram 1	1	4085.226687011	4085.403653443	8090.909	10590.909	0.1770	2500.000	-41.85	IMMS_TrainingData_02.wav	4085.2267	4085.2267	Whistle
275	Spectrogram 1	1	4086.208046314	4086.465453000	4000.000	17045.455	0.2574	13045.455	-34.59	IMMS_TrainingData_02.wav	4086.2080	4086.2080	Whistle
276	Spectrogram 1	1	4086.505671676	4086.911890076	4454.545	22272.727	0.4062	17818.182	-33.56	IMMS_TrainingData_02.wav	4086.5057	4086.5057	Whistle
277	Spectrogram 1	1	4087.161253000	4087.446812000	4727.273	22590.909	0.2856	17863.636	-36.52	IMMS_TrainingData_02.wav	4087.1613	4087.1613	Whistle
278	Spectrogram 1	1	4087.555406000	4087.836944000	3454.545	17727.273	0.2815	14272.728	-36.02	IMMS_TrainingData_02.wav	4087.5554	4087.5554	Whistle
279	Spectrogram 1	1	4087.917383000	4088.235118000	4863.636	22500.000	0.3177	17636.364	-32.02	IMMS_TrainingData_02.wav	4087.9174	4087.9174	Whistle
280	Spectrogram 1	1	4088.753952000	4088.975160000	5454.545	18227.273	0.2212	12772.728	-41.74	IMMS_TrainingData_02.wav	4088.7540	4088.7540	Whistle
282	Spectrogram 1	1	4089.144081373	4090.302408000	6136.364	12045.455	1.1583	5909.091	-46.50	IMMS_TrainingData_02.wav	4089.1441	4089.1441	Bout
284	Spectrogram 1	1	4090.648297000	4090.901681000	5045.455	16181.818	0.2534	11136.364	-44.05	IMMS_TrainingData_02.wav	4090.6483	4090.6483	Whistle
285	Spectrogram 1	1	4091.008262933	4091.323991000	4409.091	22909.091	0.3157	18500.000	-34.52	IMMS_TrainingData_02.wav	4091.0083	4091.0083	Whistle
286	Spectrogram 1	1	4091.434591154	4091.758363000	4363.636	22681.818	0.3238	18318.182	-33.49	IMMS_TrainingData_02.wav	4091.4346	4091.4346	Whistle
287	Spectrogram 1	1	4091.923264000	4092.228933000	3000.000	22681.818	0.3057	19681.818	-33.94	IMMS_TrainingData_02.wav	4091.9233	4091.9233	Whistle
288	Spectrogram 1	1	4092.446119000	4092.759832000	3500.000	21545.455	0.3137	18045.455	-34.32	IMMS_TrainingData_02.wav	4092.4461	4092.4461	Whistle
289	Spectrogram 1	1	4093.433506563	4095.701894459	3000.000	11454.545	2.2684	8454.545	-45.85	IMMS_TrainingData_02.wav	4093.4335	4093.4335	Bout
292	Spectrogram 1	1	4097.103555000	4097.244324000	5727.273	11000.000	0.1408	5272.727	-41.39	IMMS_TrainingData_02.wav	4097.1036	4097.1036	Whistle
293	Spectrogram 1	1	4097.634454000	4097.787289000	5954.545	10181.818	0.1528	4227.273	-44.83	IMMS_TrainingData_02.wav	4097.6345	4097.6345	Whistle
294	Spectrogram 1	1	4098.141222000	4098.281991000	5909.091	11272.727	0.1408	5363.636	-49.57	IMMS_TrainingData_02.wav	4098.1412	4098.1412	Whistle
295	Spectrogram 1	1	4098.599726000	4098.744517000	7954.545	11181.818	0.1448	3227.273	-52.62	IMMS_TrainingData_02.wav	4098.5997	4098.5997	Whistle
296	Spectrogram 1	1	4098.784736000	4099.066274000	3090.909	15818.182	0.2815	12727.273	-37.88	IMMS_TrainingData_02.wav	4098.7847	4098.7847	Whistle
297	Spectrogram 1	1	4099.227152000	4099.448360000	4318.182	15363.636	0.2212	11045.454	-38.26	IMMS_TrainingData_02.wav	4099.2272	4099.2272	Whistle
298	Spectrogram 1	1	4099.122581000	4099.215086000	4363.636	7727.273	0.0925	3363.637	-50.24	IMMS_TrainingData_02.wav	4099.1226	4099.1226	Whistle
299	Spectrogram 1	1	4099.456404000	4099.669568000	9818.182	11590.909	0.2132	1772.727	-65.78	IMMS_TrainingData_02.wav	4099.4564	4099.4564	Whistle
300	Spectrogram 1	1	4099.661525000	4101.095349739	3727.273	10818.182	1.4338	7090.909	-49.00	IMMS_TrainingData_02.wav	4099.6615	4099.6615	Bout
302	Spectrogram 1	1	4117.044460000	4118.271159000	3954.545	19909.091	1.2267	15954.546	-47.04	IMMS_TrainingData_02.wav	4117.0445	4117.0445	Whistle
303	Spectrogram 1	1	4118.335511000	4118.609004000	4409.091	22000.000	0.2735	17590.909	-45.33	IMMS_TrainingData_02.wav	4118.3355	4118.3355	Whistle
304	Spectrogram 1	1	4122.763694000	4122.984902000	5727.273	12863.636	0.2212	7136.363	-43.17	IMMS_TrainingData_02.wav	4122.7637	4122.7637	Whistle
305	Spectrogram 1	1	4123.000990000	4123.202089000	5636.364	14272.727	0.2011	8636.363	-42.92	IMMS_TrainingData_02.wav	4123.0010	4123.0010	Whistle
306	Spectrogram 1	1	4123.238286000	4124.094965000	3000.000	21818.182	0.8567	18818.182	-40.53	IMMS_TrainingData_02.wav	4123.2383	4123.2383	Whistle
307	Spectrogram 1	1	4124.163338000	4124.477051000	4909.091	22318.182	0.3137	17409.091	-36.62	IMMS_TrainingData_02.wav	4124.1633	4124.1633	Whistle
308	Spectrogram 1	1	4125.526784000	4125.631355000	8090.909	12136.364	0.1046	4045.455	-39.19	IMMS_TrainingData_02.wav	4125.5268	4125.5268	Whistle
309	Spectrogram 1	1	4126.230629000	4126.528254000	4500.000	20909.091	0.2976	16409.091	-31.18	IMMS_TrainingData_02.wav	4126.2306	4126.2306	Whistle
310	Spectrogram 1	1	4143.706060000	4144.051949000	4909.091	22772.727	0.3459	17863.636	-39.73	IMMS_TrainingData_02.wav	4143.7061	4143.7061	Whistle
311	Spectrogram 1	1	4146.239896000	4146.593829000	4500.000	23045.455	0.3539	18545.455	-32.80	IMMS_TrainingData_02.wav	4146.2399	4146.2399	Whistle
312	Spectrogram 1	1	4166.393965000	4166.711700000	6272.727	19181.818	0.3177	12909.091	-45.67	IMMS_TrainingData_02.wav	4166.3940	4166.3940	Whistle
313	Spectrogram 1	1	4166.808227000	4167.101830000	5545.455	22000.000	0.2936	16454.545	-43.35	IMMS_TrainingData_02.wav	4166.8082	4166.8082	Whistle
314	Spectrogram 1	1	4167.142050000	4167.624686000	4954.545	22363.636	0.4826	17409.091	-46.43	IMMS_TrainingData_02.wav	4167.1421	4167.1421	Bout
315	Spectrogram 1	1	4210.434482000	4210.619492000	2363.636	16045.455	0.1850	13681.819	-44.67	IMMS_TrainingData_02.wav	4210.4345	4210.4345	Whistle
316	Spectrogram 1	1	4211.339424000	4211.592807000	4000.000	15272.727	0.2534	11272.727	-47.82	IMMS_TrainingData_02.wav	4211.3394	4211.3394	Whistle
317	Spectrogram 1	1	4211.629005000	4211.745642000	4318.182	10000.000	0.1166	5681.818	-41.10	IMMS_TrainingData_02.wav	4211.6290	4211.6290	Whistle
318	Spectrogram 1	1	4211.773796000	4211.890433000	4227.273	10727.273	0.1166	6500.000	-40.65	IMMS_TrainingData_02.wav	4211.7738	4211.7738	Whistle
319	Spectrogram 1	1	4211.950762000	4212.091531000	7409.091	12363.636	0.1408	4954.545	-47.92	IMMS_TrainingData_02.wav	4211.9508	4211.9508	Whistle
320	Spectrogram 1	1	4212.151860000	4212.236322000	3681.818	14136.364	0.0845	10454.546	-40.69	IMMS_TrainingData_02.wav	4212.1519	4212.1519	Whistle
321	Spectrogram 1	1	4212.324805000	4212.614386000	3772.727	10636.364	0.2896	6863.637	-43.04	IMMS_TrainingData_02.wav	4212.3248	4212.3248	Whistle
322	Spectrogram 1	1	4250.875343000	4251.138788700	1909.091	5636.364	0.2634	3727.273	-38.88	IMMS_TrainingData_02.wav	4250.8753	4250.8753	Whistle
323	Spectrogram 1	1	4282.037527000	4282.672997000	3545.455	22545.455	0.6355	19000.000	-54.93	IMMS_TrainingData_02.wav	4282.0375	4282.0375	Whistle
324	Spectrogram 1	1	4309.990186000	4310.340097000	7681.818	22272.727	0.3499	14590.909	-49.64	IMMS_TrainingData_02.wav	4309.9902	4309.9902	Whistle
325	Spectrogram 1	1	4310.903172000	4313.077043518	4136.364	23545.455	2.1739	19409.091	-32.58	IMMS_TrainingData_02.wav	4310.9032	4310.9032	Whistle
326	Spectrogram 1	1	4313.137372984	4313.268087000	5727.273	13681.818	0.1307	7954.545	-51.41	IMMS_TrainingData_02.wav	4313.1374	4313.1374	Whistle
327	Spectrogram 1	1	4314.398260000	4315.858233000	4636.364	22863.636	1.4600	18227.272	-44.52	IMMS_TrainingData_02.wav	4314.3983	4314.3983	Whistle
328	Spectrogram 1	1	4316.646538000	4316.783285000	2727.273	14454.545	0.1367	11727.272	-33.74	IMMS_TrainingData_02.wav	4316.6465	4316.6465	Whistle
329	Spectrogram 1	1	4317.700294000	4318.082380000	2500.000	4000.000	0.3821	1500.000	-35.17	IMMS_TrainingData_02.wav	4317.7003	4317.7003	Whistle
330	Spectrogram 1	1	4320.250219000	4320.403054000	3954.545	8136.364	0.1528	4181.819	-48.66	IMMS_TrainingData_02.wav	4320.2502	4320.2502	Whistle
331	Spectrogram 1	1	4319.023520000	4319.103959000	4045.455	10272.727	0.0804	6227.272	-41.20	IMMS_TrainingData_02.wav	4319.0235	4319.0235	Whistle
333	Spectrogram 1	1	4323.059562364	4326.049893000	5909.091	22818.182	2.9903	16909.091	-51.18	IMMS_TrainingData_02.wav	4323.0596	4323.0596	Whistle
334	Spectrogram 1	1	4326.844231278	4327.469644000	4272.727	22272.727	0.6254	18000.000	-47.34	IMMS_TrainingData_02.wav	4326.8442	4326.8442	Whistle
335	Spectrogram 1	1	4328.451003000	4329.355944937	3454.545	17227.273	0.9049	13772.728	-43.16	IMMS_TrainingData_02.wav	4328.4510	4328.4510	Whistle
339	Spectrogram 1	1	4374.430110000	4374.794097967	2590.909	4818.182	0.3640	2227.273	-41.91	IMMS_TrainingData_02.wav	4374.4301	4374.4301	Whistle
340	Spectrogram 1	1	4385.615197000	4385.719768000	6227.273	9363.636	0.1046	3136.363	-54.04	IMMS_TrainingData_02.wav	4385.6152	4385.6152	Whistle
341	Spectrogram 1	1	4385.784119000	4385.872602000	6409.091	10181.818	0.0885	3772.727	-52.25	IMMS_TrainingData_02.wav	4385.7841	4385.7841	Whistle
342	Spectrogram 1	1	4386.105876000	4386.491985000	6136.364	8545.455	0.3861	2409.091	-54.26	IMMS_TrainingData_02.wav	4386.1059	4386.1059	Whistle
343	Spectrogram 1	1	4387.766947000	4387.980112000	6727.273	16227.273	0.2132	9500.000	-54.33	IMMS_TrainingData_02.wav	4387.7669	4387.7669	Whistle
344	Spectrogram 1	1	4391.748693000	4392.002077000	11090.909	16863.636	0.2534	5772.727	-58.25	IMMS_TrainingData_02.wav	4391.7487	4391.7487	Whistle
345	Spectrogram 1	1	4392.239373000	4392.657657000	8272.727	21727.273	0.4183	13454.546	-63.50	IMMS_TrainingData_02.wav	4392.2394	4392.2394	Whistle
347	Spectrogram 1	1	4392.868807813	4394.970240000	3772.727	22863.636	2.1014	19090.909	-52.40	IMMS_TrainingData_02.wav	4392.8688	4392.8688	Bout
349	Spectrogram 1	1	4406.545457000	4406.770687000	2863.636	9136.364	0.2252	6272.728	-47.09	IMMS_TrainingData_02.wav	4406.5455	4406.5455	Whistle
350	Spectrogram 1	1	4525.527244000	4525.732364000	9500.000	17045.455	0.2051	7545.455	-69.87	IMMS_TrainingData_02.wav	4525.5272	4525.5272	Whistle
351	Spectrogram 1	1	4525.816826000	4526.749921000	15500.000	21045.455	0.9331	5545.455	-68.53	IMMS_TrainingData_02.wav	4525.8168	4525.8168	Whistle
352	Spectrogram 1	1	4527.598556000	4528.527629000	8409.091	18363.636	0.9291	9954.545	-63.33	IMMS_TrainingData_02.wav	4527.5986	4527.5986	Whistle
353	Spectrogram 1	1	4539.081264000	4539.467372000	12954.545	19636.364	0.3861	6681.819	-69.46	IMMS_TrainingData_02.wav	4539.0813	4539.0813	Whistle
354	Spectrogram 1	1	4546.731042000	4547.173458000	10363.636	18136.364	0.4424	7772.728	-63.75	IMMS_TrainingData_02.wav	4546.7310	4546.7310	Whistle
355	Spectrogram 1	1	4549.602725000	4549.976767000	11772.727	20227.273	0.3740	8454.546	-58.56	IMMS_TrainingData_02.wav	4549.6027	4549.6027	Whistle
356	Spectrogram 1	1	4551.303974000	4551.714215000	10318.182	21363.636	0.4102	11045.454	-62.59	IMMS_TrainingData_02.wav	4551.3040	4551.3040	Whistle
357	Spectrogram 1	1	4556.411870000	4557.300724000	7909.091	22590.909	0.8889	14681.818	-61.97	IMMS_TrainingData_02.wav	4556.4119	4556.4119	Whistle
358	Spectrogram 1	1	4563.056158000	4563.667496000	7500.000	18681.818	0.6113	11181.818	-57.48	IMMS_TrainingData_02.wav	4563.0562	4563.0562	Whistle
360	Spectrogram 1	1	4563.742002215	4566.468894047	3909.091	21909.091	2.7269	18000.000	-54.52	IMMS_TrainingData_02.wav	4563.7420	4563.7420	Bout
361	Spectrogram 1	1	4569.225849000	4569.579781000	7909.091	22500.000	0.3539	14590.909	-59.72	IMMS_TrainingData_02.wav	4569.2258	4569.2258	Whistle
362	Spectrogram 1	1	4574.900841000	4575.262818000	2636.364	10318.182	0.3620	7681.818	-47.22	IMMS_TrainingData_02.wav	4574.9008	4574.9008	Whistle
363	Spectrogram 1	1	4576.268310000	4576.582024000	6500.000	10818.182	0.3137	4318.182	-62.73	IMMS_TrainingData_02.wav	4576.2683	4576.2683	Whistle
366	Spectrogram 1	1	4580.316520563	4580.644209000	4772.727	10909.091	0.3277	6136.364	-58.12	IMMS_TrainingData_02.wav	4580.3165	4580.3165	Whistle
372	Spectrogram 1	1	3150.795431619	3150.867826977	3681.818	6590.909	0.0724	2909.091	-49.91	IMMS_TrainingData_02.wav	3150.7954	3150.7954	Whistle
374	Spectrogram 1	1	4206.684005881	4206.752379275	5590.909	13590.909	0.0684	8000.000	-50.23	IMMS_TrainingData_02.wav	4206.6840	4206.6840	Whistle
375	Spectrogram 1	1	4206.848906419	4206.909235884	5409.091	10772.727	0.0603	5363.636	-48.65	IMMS_TrainingData_02.wav	4206.8489	4206.8489	Whistle
376	Spectrogram 1	1	4626.814462355	4626.927077357	4227.273	6818.182	0.1126	2590.909	-55.42	IMMS_TrainingData_02.wav	4626.8145	4626.8145	Whistle
