Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
255	Spectrogram 1	1	963.362722200	964.946772800	6996.700	22162.900	1.5841	15166.200	-48.65	Whistle
256	Spectrogram 1	1	967.085010100	967.265120800	7544.000	14267.100	0.1801	6723.100	-47.52	Whistle
257	Spectrogram 1	1	967.283593700	967.685379100	3596.100	15009.800	0.4018	11413.700	-48.24	Whistle
258	Spectrogram 1	1	969.255574900	969.740488400	5237.800	18449.500	0.4849	13211.700	-44.49	Whistle
259	Spectrogram 1	1	970.077618700	971.033590900	3791.500	20833.900	0.9560	17042.400	-34.54	Whistle
260	Spectrogram 1	1	972.215856100	972.885498500	3361.600	11296.400	0.6696	7934.800	-40.63	Whistle
261	Spectrogram 1	1	972.987099300	974.201692000	2814.300	17589.600	1.2146	14775.300	-42.26	Whistle
262	Spectrogram 1	1	974.474167200	974.834388600	6175.900	10749.200	0.3602	4573.300	-40.63	Whistle
263	Spectrogram 1	1	975.522503800	976.926443700	4416.900	22397.400	1.4039	17980.500	-39.14	Whistle
264	Spectrogram 1	1	980.191527500	980.819605800	5745.900	10592.800	0.6281	4846.900	-65.27	Whistle
265	Spectrogram 1	1	980.898115600	981.286046400	6488.600	10866.400	0.3879	4377.800	-59.77	Whistle
266	Spectrogram 1	1	981.604703800	981.803287400	5472.300	11140.100	0.1986	5667.800	-56.19	Whistle
267	Spectrogram 1	1	985.202299700	985.396265100	4104.200	13866.700	0.1940	9762.500	-55.53	Whistle
268	Spectrogram 1	1	985.608703300	986.088998600	3791.500	19117.900	0.4803	15326.400	-54.45	Whistle
269	Spectrogram 1	1	986.618790600	987.626867000	2931.600	15261.500	1.0081	12329.900	-50.63	Whistle
270	Spectrogram 1	1	988.273418100	989.118553000	3166.100	16328.200	0.8451	13162.100	-51.51	Whistle
271	Spectrogram 1	1	989.524956600	989.963687800	4495.100	9889.300	0.4387	5394.200	-45.42	Whistle
272	Spectrogram 1	1	995.418925300	995.879631700	2830.800	16943.600	0.4607	14112.800	-45.42	Whistle
273	Spectrogram 1	1	995.916577500	996.369163400	2618.900	17271.800	0.4526	14652.900	-50.47	Whistle
274	Spectrogram 1	1	1001.342990000	1001.911031000	6801.300	12586.300	0.5680	5785.000	-61.59	Whistle
275	Spectrogram 1	1	1002.137324000	1002.460600000	4690.600	10710.100	0.3233	6019.500	-54.22	Whistle
276	Spectrogram 1	1	1002.463882000	1002.913186000	3610.300	18748.700	0.4493	15138.400	-46.46	Whistle
277	Spectrogram 1	1	1003.351917000	1003.822976000	2384.400	16984.600	0.4711	14600.200	-43.03	Whistle
278	Spectrogram 1	1	1004.922113000	1005.771866000	2736.200	18461.500	0.8498	15725.300	-42.39	Whistle
279	Spectrogram 1	1	1006.007395000	1006.399944000	2501.600	18010.300	0.3925	15508.700	-44.21	Whistle
280	Spectrogram 1	1	1007.065164000	1007.392862000	3076.900	16409.091	0.3277	13332.191	-38.76	Whistle
281	Spectrogram 1	1	1020.020514000	1021.256768000	8861.500	13211.700	1.2363	4350.200	-55.83	Whistle
282	Spectrogram 1	1	1028.401159000	1028.923019000	6136.800	10944.600	0.5219	4807.800	-46.33	Whistle
283	Spectrogram 1	1	1029.223203000	1029.398696000	6488.600	9537.500	0.1755	3048.900	-47.79	Whistle
284	Spectrogram 1	1	1030.132993000	1030.442414000	6801.300	12351.800	0.3094	5550.500	-47.84	Whistle
285	Spectrogram 1	1	1038.358049000	1038.510450000	4925.100	9068.400	0.1524	4143.300	-54.27	Whistle
286	Spectrogram 1	1	1039.480277000	1040.560941000	5316.000	21743.600	1.0807	16427.600	-49.72	Whistle
287	Spectrogram 1	1	1042.954191000	1044.495667000	2736.200	20923.100	1.5415	18186.900	-46.71	Whistle
288	Spectrogram 1	1	1048.236428000	1048.481194000	5706.800	13250.800	0.2448	7544.000	-47.86	Whistle
289	Spectrogram 1	1	1054.544921000	1054.752741000	9068.400	11687.300	0.2078	2618.900	-46.19	Whistle
290	Spectrogram 1	1	1056.396829000	1056.646213000	7817.600	10983.700	0.2494	3166.100	-52.82	Whistle
291	Spectrogram 1	1	1059.791223000	1060.137589000	4026.100	22202.000	0.3464	18175.900	-46.83	Whistle
292	Spectrogram 1	1	1061.075089000	1061.250581000	9068.400	11648.200	0.1755	2579.800	-36.85	Whistle
293	Spectrogram 1	1	1067.891586000	1068.108643000	6762.200	11726.400	0.2171	4964.200	-46.53	Whistle
294	Spectrogram 1	1	1068.741339000	1068.953778000	6996.700	11335.500	0.2124	4338.800	-41.19	Whistle
295	Spectrogram 1	1	1069.415600000	1069.623420000	6684.000	11491.900	0.2078	4807.900	-39.99	Whistle
296	Spectrogram 1	1	1069.844274000	1070.029824000	4923.100	12312.700	0.1855	7389.600	-45.34	Whistle
297	Spectrogram 1	1	1071.667322000	1071.821694000	8328.200	10866.400	0.1544	2538.200	-54.74	Whistle
298	Spectrogram 1	1	1072.292753000	1072.459009000	7856.700	10866.400	0.1663	3009.700	-54.65	Whistle
299	Spectrogram 1	1	1072.809994000	1072.971632000	7817.600	10358.300	0.1616	2540.700	-50.55	Whistle
300	Spectrogram 1	1	1083.759626000	1083.967620000	7712.800	10944.600	0.2080	3231.800	-51.82	Whistle
301	Spectrogram 1	1	1084.244482000	1084.452534000	6523.100	10631.900	0.2081	4108.800	-50.33	Whistle
302	Spectrogram 1	1	1088.516570000	1088.692063000	4690.600	9576.500	0.1755	4885.900	-55.31	Whistle
303	Spectrogram 1	1	1088.886028000	1089.052284000	3635.200	10397.400	0.1663	6762.200	-50.28	Whistle
304	Spectrogram 1	1	1089.477161000	1089.684981000	4573.300	11726.400	0.2078	7153.100	-54.24	Whistle
305	Spectrogram 1	1	1089.781963000	1090.003638000	4377.900	12000.000	0.2217	7622.100	-52.02	Whistle
306	Spectrogram 1	1	1090.382332000	1090.604007000	2110.700	11687.300	0.2217	9576.600	-50.98	Whistle
307	Spectrogram 1	1	1090.779500000	1091.005792000	4104.200	12703.600	0.2263	8599.400	-49.49	Whistle
308	Spectrogram 1	1	1091.523033000	1091.675435000	4338.800	13563.500	0.1524	9224.700	-50.92	Whistle
309	Spectrogram 1	1	1091.841691000	1092.049511000	4886.000	13485.300	0.2078	8599.300	-52.77	Whistle
310	Spectrogram 1	1	1093.767490000	1093.910655000	3987.000	12469.100	0.1432	8482.100	-54.96	Whistle
311	Spectrogram 1	1	1094.058438000	1094.280113000	4534.200	12586.300	0.2217	8052.100	-52.13	Whistle
312	Spectrogram 1	1	1094.483315000	1094.709607000	4768.700	10788.300	0.2263	6019.600	-50.08	Whistle
313	Spectrogram 1	1	1095.125248000	1095.370013000	4416.900	12000.000	0.2448	7583.100	-46.09	Whistle
314	Spectrogram 1	1	1095.545506000	1095.744090000	4495.100	13954.400	0.1986	9459.300	-43.64	Whistle
315	Spectrogram 1	1	1096.011946000	1096.335222000	5316.000	13915.300	0.3233	8599.300	-46.39	Whistle
316	Spectrogram 1	1	1097.605233000	1097.840762000	5785.000	17863.200	0.2355	12078.200	-45.51	Whistle
317	Spectrogram 1	1	1097.919272000	1098.150183000	4729.600	16846.900	0.2309	12117.300	-40.68	Whistle
318	Spectrogram 1	1	1098.288730000	1098.491931000	4768.700	12586.300	0.2032	7817.600	-48.47	Whistle
319	Spectrogram 1	1	1098.805971000	1099.009172000	4964.200	11413.700	0.2032	6449.500	-63.39	Whistle
320	Spectrogram 1	1	1099.175428000	1099.364776000	4651.500	11218.200	0.1893	6566.700	-60.04	Whistle
321	Spectrogram 1	1	1101.664651000	1102.117237000	5355.000	10475.600	0.4526	5120.600	-62.71	Whistle
322	Spectrogram 1	1	1102.334293000	1102.648332000	7387.600	10553.700	0.3140	3166.100	-56.85	Whistle
323	Spectrogram 1	1	1111.633965000	1111.907870000	4923.100	9537.500	0.2739	4614.400	-60.53	Whistle
324	Spectrogram 1	1	1112.101835000	1113.367228000	7661.200	11726.400	1.2654	4065.200	-65.93	Whistle
325	Spectrogram 1	1	1117.272834000	1118.242546000	4104.200	15548.700	0.9697	11444.500	-52.98	Whistle
326	Spectrogram 1	1	1119.697111000	1120.391546000	5128.200	9302.900	0.6944	4174.700	-54.99	Whistle
327	Spectrogram 1	1	1120.943188000	1121.675412000	4964.100	16492.300	0.7322	11528.200	-58.54	Whistle
328	Spectrogram 1	1	1122.077197000	1122.483601000	6097.700	9615.600	0.4064	3517.900	-55.72	Whistle
329	Spectrogram 1	1	1122.585202000	1122.917714000	3557.000	15302.600	0.3325	11745.600	-55.95	Whistle
330	Spectrogram 1	1	1125.494682000	1126.007305000	2775.200	10502.600	0.5126	7727.400	-48.52	Whistle
331	Spectrogram 1	1	1139.654154000	1140.018994000	8091.200	11257.300	0.3648	3166.100	-52.72	Whistle
332	Spectrogram 1	1	1140.628599000	1140.882601000	5589.600	9772.000	0.2540	4182.400	-55.27	Whistle
333	Spectrogram 1	1	1141.395224000	1141.792391000	5316.000	10397.400	0.3972	5081.400	-51.30	Whistle
334	Spectrogram 1	1	1144.290850000	1144.498670000	6332.200	9263.800	0.2078	2931.600	-57.70	Whistle
335	Spectrogram 1	1	1144.752672000	1145.006675000	6175.900	9811.100	0.2540	3635.200	-50.52	Whistle
336	Spectrogram 1	1	1145.140603000	1145.343805000	6762.200	9889.300	0.2032	3127.100	-57.70	Whistle
337	Spectrogram 1	1	1159.729569000	1160.851798000	4534.200	15791.500	1.1222	11257.300	-63.12	Whistle
338	Spectrogram 1	1	1162.480758000	1163.780172000	5210.300	22071.800	1.2994	16861.500	-51.01	Whistle
339	Spectrogram 1	1	1165.549894000	1166.813924000	5472.300	16451.300	1.2640	10979.000	-51.51	Whistle
340	Spectrogram 1	1	1168.102408000	1169.589476000	5472.300	14317.900	1.4871	8845.600	-49.28	Whistle
341	Spectrogram 1	1	1170.907546000	1172.217245000	5702.600	19487.200	1.3097	13784.600	-48.77	Whistle
342	Spectrogram 1	1	1173.958315000	1175.329927000	5980.500	21989.700	1.3716	16009.200	-42.76	Whistle
343	Spectrogram 1	1	1176.789129000	1178.142424000	6071.800	22646.200	1.3533	16574.400	-44.92	Whistle
344	Spectrogram 1	1	1179.761295000	1180.837675000	5579.500	22564.100	1.0764	16984.600	-43.23	Whistle
345	Spectrogram 1	1	1187.373531000	1188.726278000	5948.700	22605.100	1.3527	16656.400	-47.40	Whistle
346	Spectrogram 1	1	1193.351799000	1195.285269000	2345.300	12307.700	1.9335	9962.400	-58.03	Whistle
347	Spectrogram 1	1	1202.055583000	1202.337294000	3869.700	16409.091	0.2817	12539.391	-50.04	Whistle
348	Spectrogram 1	1	1204.115310000	1204.821898000	2540.700	11692.300	0.7066	9151.600	-52.93	Whistle
349	Spectrogram 1	1	1204.826516000	1205.195974000	5785.000	9641.000	0.3695	3856.000	-46.95	Whistle
350	Spectrogram 1	1	1205.260629000	1205.759398000	5120.500	6996.700	0.4988	1876.200	-46.45	Whistle
351	Spectrogram 1	1	1216.058035000	1218.196273000	5745.900	19856.400	2.1382	14110.500	-49.91	Whistle
352	Spectrogram 1	1	1223.299409000	1224.056798000	5316.000	20061.500	0.7574	14745.500	-57.07	Whistle
353	Spectrogram 1	1	1233.580261000	1236.156543000	5948.700	21185.700	2.5763	15237.000	-53.94	Whistle
354	Spectrogram 1	1	1238.310272933	1239.172242000	6215.000	16909.091	0.8620	10694.091	-56.82	Whistle
355	Spectrogram 1	1	1243.410122436	1243.855121000	3361.600	16863.636	0.4450	13502.036	-57.90	Whistle
356	Spectrogram 1	1	1244.351262095	1244.547854000	2228.000	12727.273	0.1966	10499.273	-57.01	Whistle
357	Spectrogram 1	1	1245.866499000	1246.676855000	4184.600	17271.800	0.8104	13087.200	-53.97	Whistle
359	Spectrogram 1	1	1247.773954971	1248.339264000	2133.300	17727.273	0.5653	15593.973	-44.17	Whistle
360	Spectrogram 1	1	1248.884366000	1249.918848000	4768.700	17559.000	1.0345	12790.300	-47.79	Whistle
361	Spectrogram 1	1	1251.384157000	1251.821556000	4266.700	16943.600	0.4374	12676.900	-44.51	Whistle
362	Spectrogram 1	1	1253.747355000	1254.142985000	5169.200	18502.600	0.3956	13333.400	-49.43	Whistle
363	Spectrogram 1	1	1255.396061000	1255.880974000	6058.600	16000.000	0.4849	9941.400	-43.73	Whistle
364	Spectrogram 1	1	1257.155604000	1257.460406000	7387.600	22090.909	0.3048	14703.309	-51.99	Whistle
365	Spectrogram 1	1	1262.697470000	1264.082937000	4573.300	10397.400	1.3855	5824.100	-50.60	Whistle
366	Spectrogram 1	1	1264.489340000	1264.937308000	2697.100	14727.273	0.4480	12030.173	-52.69	Whistle
367	Spectrogram 1	1	1272.912979000	1274.016735000	6879.500	13954.400	1.1038	7074.900	-65.44	Whistle
368	Spectrogram 1	1	1284.897269000	1285.469928000	4182.400	16377.900	0.5727	12195.500	-55.33	Whistle
369	Spectrogram 1	1	1288.282426000	1288.651884000	6058.600	10827.400	0.3695	4768.800	-51.29	Whistle
370	Spectrogram 1	1	1290.573065000	1290.947141000	5276.900	18318.182	0.3741	13041.282	-54.64	Whistle
371	Spectrogram 1	1	1294.036893000	1294.609023000	6523.100	9928.300	0.5721	3405.200	-46.17	Whistle
372	Spectrogram 1	1	1295.889043000	1296.239625000	5550.500	18953.800	0.3506	13403.300	-46.10	Whistle
373	Spectrogram 1	1	1297.426036000	1297.652801000	6019.500	17312.800	0.2268	11293.300	-52.34	Whistle
374	Spectrogram 1	1	1298.368626000	1299.209142000	1928.200	17271.800	0.8405	15343.600	-48.26	Whistle
375	Spectrogram 1	1	1302.109386000	1303.231614000	1993.500	21948.700	1.1222	19955.200	-49.25	Whistle
376	Spectrogram 1	1	1305.439125000	1305.688509000	3752.400	19636.364	0.2494	15883.964	-47.03	Whistle
377	Spectrogram 1	1	1312.592752000	1312.846755000	3791.500	20677.500	0.2540	16886.000	-51.14	Whistle
378	Spectrogram 1	1	1313.702634000	1313.867382000	2543.600	19774.400	0.1647	17230.800	-50.47	Whistle
379	Spectrogram 1	1	1313.918182000	1314.296877000	3323.100	18215.400	0.3787	14892.300	-44.74	Whistle
380	Spectrogram 1	1	1316.219036000	1316.430496000	2871.800	19200.000	0.2115	16328.200	-49.66	Whistle
381	Spectrogram 1	1	1316.563284000	1316.926926000	3815.400	21415.400	0.3636	17600.000	-46.47	Whistle
382	Spectrogram 1	1	1316.970563000	1317.344904000	3869.700	22359.000	0.3743	18489.300	-44.92	Whistle
383	Spectrogram 1	1	1317.340286000	1317.780272000	4651.500	22359.000	0.4400	17707.500	-43.18	Whistle
384	Spectrogram 1	1	1317.825199000	1318.211794000	4307.700	21251.300	0.3866	16943.600	-44.42	Whistle
385	Spectrogram 1	1	1319.094232000	1319.360902000	3569.200	17887.200	0.2667	14318.000	-41.11	Whistle
386	Spectrogram 1	1	1320.878501000	1321.505923000	4061.500	22194.900	0.6274	18133.400	-44.12	Whistle
387	Spectrogram 1	1	1321.505922000	1322.979136000	2892.500	14618.900	1.4732	11726.400	-48.13	Whistle
390	Spectrogram 1	1	1328.233765000	1328.964352000	5743.600	18748.700	0.7306	13005.100	-51.21	Whistle
391	Spectrogram 1	1	1340.449873000	1341.645993000	5863.200	21681.818	1.1961	15818.618	-55.42	Whistle
392	Spectrogram 1	1	1378.485558000	1378.656433000	6097.700	14775.200	0.1709	8677.500	-50.18	Whistle
393	Spectrogram 1	1	1409.233776000	1409.893180000	4184.600	21948.700	0.6594	17764.100	-53.83	Whistle
394	Spectrogram 1	1	1410.097295000	1410.369770000	4651.500	16338.800	0.2725	11687.300	-51.42	Whistle
395	Spectrogram 1	1	1415.472906000	1415.777709000	5003.300	22500.000	0.3048	17496.700	-46.06	Whistle
396	Spectrogram 1	1	1415.925492000	1416.299568000	4573.300	22863.636	0.3741	18290.336	-45.25	Whistle
397	Spectrogram 1	1	1416.461206000	1416.858374000	3048.900	21576.500	0.3972	18527.600	-47.74	Whistle
398	Spectrogram 1	1	1416.927647000	1417.329432000	3869.700	22818.182	0.4018	18948.482	-41.40	Whistle
399	Spectrogram 1	1	1421.144085000	1421.462742000	4612.400	16338.800	0.3187	11726.400	-49.53	Whistle
400	Spectrogram 1	1	1422.372532000	1422.732753000	4651.500	13798.000	0.3602	9146.500	-44.62	Whistle
401	Spectrogram 1	1	1423.051411000	1423.305413000	4768.700	14032.600	0.2540	9263.900	-41.67	Whistle
402	Spectrogram 1	1	1423.476287000	1423.813418000	5081.400	19569.200	0.3371	14487.800	-46.65	Whistle
403	Spectrogram 1	1	1424.667789000	1424.958737000	4612.400	16104.200	0.2909	11491.800	-43.22	Whistle
404	Spectrogram 1	1	1425.226594000	1425.517542000	2338.500	22409.091	0.2909	20070.591	-47.41	Whistle
405	Spectrogram 1	1	1426.669194000	1426.981519000	3815.400	22071.800	0.3123	18256.400	-45.17	Whistle
406	Spectrogram 1	1	1427.078501000	1427.415632000	5355.000	21654.700	0.3371	16299.700	-45.56	Whistle
407	Spectrogram 1	1	1427.475669000	1427.835890000	3400.700	18410.400	0.3602	15009.700	-43.53	Whistle
408	Spectrogram 1	1	1431.918399000	1432.264765000	3635.200	16082.100	0.3464	12446.900	-51.20	Whistle
409	Spectrogram 1	1	1435.756142000	1436.204110000	6019.500	22045.600	0.4480	16026.100	-64.48	Whistle
410	Spectrogram 1	1	1436.213346000	1436.508912000	5472.300	17276.900	0.2956	11804.600	-52.84	Whistle
411	Spectrogram 1	1	1436.578186000	1436.975353000	4651.500	18338.500	0.3972	13687.000	-52.45	Whistle
412	Spectrogram 1	1	1439.396661000	1439.619695000	5415.400	11651.300	0.2230	6235.900	-48.83	Whistle
413	Spectrogram 1	1	1440.540921000	1440.947025000	5355.000	18338.500	0.4061	12983.500	-45.78	Whistle
414	Spectrogram 1	1	1441.962173304	1442.221654000	4318.182	20045.455	0.2595	15727.273	-44.00	Whistle
415	Spectrogram 1	1	1442.967664392	1443.782614000	3409.091	17545.455	0.8149	14136.364	-52.62	Whistle
416	Spectrogram 1	1	1445.750863726	1446.020335337	4272.727	15818.182	0.2695	11545.455	-40.31	Whistle
417	Spectrogram 1	1	1451.356499000	1451.659131783	4954.545	21772.000	0.3026	16817.455	-36.26	Whistle
418	Spectrogram 1	1	1455.009428090	1455.175770000	7818.182	10358.300	0.1663	2540.118	-48.98	Whistle
419	Spectrogram 1	1	1455.766902000	1455.928540000	8130.300	11140.100	0.1616	3009.800	-47.64	Whistle
420	Spectrogram 1	1	1459.262897000	1459.466099000	7309.400	10944.600	0.2032	3635.200	-45.62	Whistle
421	Spectrogram 1	1	1460.191160000	1460.454399000	8755.700	11022.800	0.2632	2267.100	-46.01	Whistle
422	Spectrogram 1	1	1461.110187000	1461.382662000	9146.600	11061.900	0.2725	1915.300	-46.27	Whistle
423	Spectrogram 1	1	1461.682846000	1461.909139000	8325.700	10358.300	0.2263	2032.600	-47.85	Whistle
424	Spectrogram 1	1	1464.682255994	1464.939661713	6727.273	11227.273	0.2574	4500.000	-46.20	Whistle
425	Spectrogram 1	1	1466.158316912	1466.323217451	8181.818	11863.636	0.1649	3681.818	-49.56	Whistle
426	Spectrogram 1	1	1466.870204603	1467.031083177	7818.182	11181.818	0.1609	3363.636	-46.81	Whistle
427	Spectrogram 1	1	1475.353575000	1476.514877546	5620.500	18681.818	1.1613	13061.318	-60.54	Whistle
428	Spectrogram 1	1	1477.399908096	1478.650739011	6818.182	11409.091	1.2508	4590.909	-49.92	Whistle
429	Spectrogram 1	1	1483.782247676	1484.071829110	4863.636	10181.818	0.2896	5318.182	-54.96	Whistle
430	Spectrogram 1	1	1484.236729648	1484.526311082	6454.545	11101.000	0.2896	4646.455	-51.56	Whistle
431	Spectrogram 1	1	1484.824763000	1484.991019000	8443.000	11296.400	0.1663	2853.400	-48.67	Whistle
432	Spectrogram 1	1	1486.315646247	1486.693710896	4000.000	10681.818	0.3781	6681.818	-45.48	Whistle
433	Spectrogram 1	1	1487.345269121	1487.622784662	3954.545	17181.818	0.2775	13227.273	-47.85	Whistle
434	Spectrogram 1	1	1493.261580463	1493.700987000	4612.400	17318.182	0.4394	12705.782	-49.31	Whistle
435	Spectrogram 1	1	1495.176035495	1496.390668730	5545.455	10863.636	1.2146	5318.182	-45.89	Whistle
436	Spectrogram 1	1	1497.021489000	1497.169272000	8638.400	10123.800	0.1478	1485.400	-49.37	Whistle
437	Spectrogram 1	1	1497.838575898	1497.991316000	7772.727	10944.600	0.1527	3171.873	-54.24	Whistle
438	Spectrogram 1	1	1499.441438000	1499.635404000	8325.700	11022.800	0.1940	2697.100	-50.48	Whistle
439	Spectrogram 1	1	1504.173172177	1504.462753610	8136.364	17045.455	0.2896	8909.091	-56.52	Whistle
442	Spectrogram 1	1	1510.435371887	1510.696799570	3227.273	9409.091	0.2614	6181.818	-46.40	Whistle
443	Spectrogram 1	1	1512.270862000	1512.552573000	3987.000	8951.100	0.2817	4964.100	-46.75	Whistle
445	Spectrogram 1	1	1516.456254947	1517.835788720	1818.182	17454.545	1.3795	15636.364	-48.60	Bout
446	Spectrogram 1	1	1519.263586066	1519.794485361	5636.364	11590.909	0.5309	5954.545	-57.55	Whistle
447	Spectrogram 1	1	1519.854814826	1520.063956973	3909.091	6181.818	0.2091	2272.727	-41.92	Whistle
448	Spectrogram 1	1	1536.373027272	1538.142691588	4090.909	22545.455	1.7697	18454.545	-44.70	Whistle
449	Spectrogram 1	1	1547.235428000	1547.461721000	7387.600	10241.000	0.2263	2853.400	-58.94	Whistle
450	Spectrogram 1	1	1547.859761099	1548.261957535	7272.727	11045.455	0.4022	3772.727	-50.24	Whistle
451	Spectrogram 1	1	1548.772747008	1548.973845226	6454.545	11363.636	0.2011	4909.091	-55.38	Whistle
452	Spectrogram 1	1	1551.938034165	1552.625790070	4045.455	16727.273	0.6878	12681.818	-45.44	Whistle
453	Spectrogram 1	1	1555.895648300	1556.124900269	5409.091	22454.545	0.2293	17045.455	-47.81	Whistle
454	Spectrogram 1	1	1556.406937000	1556.730495000	7056.400	10749.200	0.3236	3692.800	-56.33	Whistle
455	Spectrogram 1	1	1561.325627000	1561.501119000	6332.200	10671.000	0.1755	4338.800	-46.75	Whistle
456	Spectrogram 1	1	1562.637202000	1562.798840000	4807.800	15439.700	0.1616	10631.900	-52.54	Whistle
457	Spectrogram 1	1	1579.563655000	1579.869114000	7548.700	13907.700	0.3055	6359.000	-47.30	Whistle
458	Spectrogram 1	1	1580.241867000	1580.426596000	7465.800	12664.500	0.1847	5198.700	-47.05	Whistle
459	Spectrogram 1	1	1581.998204223	1583.109784000	3045.455	22084.700	1.1116	19039.245	-38.41	Whistle
460	Spectrogram 1	1	1584.389032000	1584.758490000	9263.800	11296.400	0.3695	2032.600	-55.39	Whistle
461	Spectrogram 1	1	1585.386568000	1586.494942000	8013.000	10045.600	1.1084	2032.600	-61.25	Whistle
462	Spectrogram 1	1	1592.072938000	1592.341612000	3610.300	11530.900	0.2687	7920.600	-50.48	Whistle
465	Spectrogram 1	1	1594.796097220	1595.041437046	4681.818	10545.455	0.2453	5863.636	-46.59	Whistle
466	Spectrogram 1	1	1596.322520000	1597.107618000	3674.300	19035.800	0.7851	15361.500	-44.52	Whistle
467	Spectrogram 1	1	1598.069977415	1598.230855989	3863.636	15009.800	0.1609	11146.164	-45.99	Whistle
468	Spectrogram 1	1	1598.785887070	1599.529950476	3322.500	13590.909	0.7441	10268.409	-45.17	Whistle
469	Spectrogram 1	1	1601.582677000	1602.546424952	2772.727	22436.500	0.9637	19663.773	-42.04	Bout
470	Spectrogram 1	1	1603.077324247	1603.334729965	4636.364	22363.636	0.2574	17727.273	-37.24	Whistle
471	Spectrogram 1	1	1605.096167000	1605.345713353	3409.091	17394.900	0.2495	13985.809	-32.50	Whistle
472	Spectrogram 1	1	1606.904680000	1607.244079000	6097.700	16451.300	0.3394	10353.600	-56.02	Whistle
473	Spectrogram 1	1	1609.126361057	1609.415942490	5590.909	17431.600	0.2896	11840.691	-54.04	Whistle
474	Spectrogram 1	1	1609.663510000	1609.950897000	6058.600	14021.100	0.2874	7962.500	-49.98	Whistle
475	Spectrogram 1	1	1610.575039000	1610.897633000	4846.900	16968.400	0.3226	12121.500	-48.65	Whistle
476	Spectrogram 1	1	1612.611434000	1612.868407000	6254.100	15284.200	0.2570	9030.100	-51.57	Whistle
477	Spectrogram 1	1	1613.228764698	1613.433884880	8363.636	11272.727	0.2051	2909.091	-44.87	Whistle
478	Spectrogram 1	1	1614.027213000	1614.315118000	6175.900	11115.800	0.2879	4939.900	-55.22	Whistle
479	Spectrogram 1	1	1617.321581000	1617.615147000	3674.300	18778.900	0.2936	15104.600	-48.17	Whistle
480	Spectrogram 1	1	1618.179805240	1618.469386673	5227.273	16727.273	0.2896	11500.000	-54.94	Whistle
481	Spectrogram 1	1	1625.129760854	1625.785341044	4090.909	8409.091	0.6556	4318.182	-46.95	Whistle
482	Spectrogram 1	1	1626.738547807	1627.971202000	4545.455	18645.000	1.2327	14099.545	-57.05	Whistle
483	Spectrogram 1	1	1629.779152859	1630.382447512	4000.000	15818.182	0.6033	11818.182	-60.19	Whistle
484	Spectrogram 1	1	1639.476111338	1639.568616518	8045.455	13227.273	0.0925	5181.818	-49.65	Whistle
485	Spectrogram 1	1	1640.820350000	1642.070279557	5227.273	19873.700	1.2499	14646.427	-55.14	Whistle
486	Spectrogram 1	1	1643.107946361	1644.326601560	4818.182	20181.818	1.2187	15363.636	-51.62	Whistle
487	Spectrogram 1	1	1645.311984037	1646.599012631	3681.818	21768.400	1.2870	18086.582	-47.33	Whistle
488	Spectrogram 1	1	1654.151808778	1655.021780000	4409.091	22315.800	0.8700	17906.709	-47.23	Whistle
489	Spectrogram 1	1	1656.175737000	1657.638755262	5227.273	22357.900	1.4630	17130.627	-46.75	Whistle
490	Spectrogram 1	1	1658.556379000	1659.026332964	3500.000	12968.400	0.4700	9468.400	-56.87	Whistle
491	Spectrogram 1	1	1659.066552558	1659.295804526	3545.455	8000.000	0.2293	4454.545	-53.18	Whistle
492	Spectrogram 1	1	1659.376243813	1659.500924708	4090.909	7545.455	0.1247	3454.545	-48.00	Whistle
493	Spectrogram 1	1	1659.564467000	1661.922147249	3500.000	16800.000	2.3577	13300.000	-54.13	Whistle
494	Spectrogram 1	1	1662.644821000	1663.341900667	2579.800	11272.727	0.6971	8692.927	-58.54	Whistle
495	Spectrogram 1	1	1663.418317989	1663.623438171	2590.909	13090.909	0.2051	10500.000	-48.37	Whistle
496	Spectrogram 1	1	1664.335327073	1664.998951191	2954.545	9181.818	0.6636	6227.273	-53.16	Whistle
497	Spectrogram 1	1	1665.237694000	1665.553982272	4090.909	15705.300	0.3163	11614.391	-46.32	Whistle
498	Spectrogram 1	1	1669.181795330	1670.195615000	2188.900	12772.727	1.0138	10583.827	-55.73	Whistle
499	Spectrogram 1	1	1681.135077023	1682.115249000	4500.000	13133.600	0.9802	8633.600	-54.32	Bout
500	Spectrogram 1	1	1687.126889383	1688.502401193	4500.000	16318.182	1.3755	11818.182	-64.36	Whistle
501	Spectrogram 1	1	1691.748127505	1693.015046276	2954.545	16954.545	1.2669	14000.000	-58.51	Whistle
502	Spectrogram 1	1	1694.173373221	1695.633346281	4545.455	20000.000	1.4600	15454.545	-48.86	Whistle
503	Spectrogram 1	1	1704.767634000	1704.943126000	8599.300	12156.400	0.1755	3557.100	-57.66	Whistle
504	Spectrogram 1	1	1705.243311000	1705.626623000	7465.800	10631.900	0.3833	3166.100	-54.01	Whistle
505	Spectrogram 1	1	1711.708823000	1712.632468000	3166.100	17600.000	0.9236	14433.900	-58.36	Whistle
506	Spectrogram 1	1	1716.673413000	1717.384737970	5181.818	19590.909	0.7113	14409.091	-53.51	Whistle
