UniqueID,File,label,file_path,local_path,system_frequency
ECOSS_SSC_TESTING_2024_271,Tanker_20180915-235_150156.wav,Ship_Tanker,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tanker_20180915-235_150156.wav,datasets\ECOSS_ANNOTATED\Ship_Tanker\Tanker_20180915-235_150156.wav,
ECOSS_SSC_TESTING_2024_272,Tug_20171104-1_200959.wav,Ship_Tug,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tug_20171104-1_200959.wav,datasets\ECOSS_ANNOTATED\Ship_Tug\Tug_20171104-1_200959.wav,
ECOSS_SSC_TESTING_2024_273,Tug_20171105-2_052000.wav,Ship_Tug,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tug_20171105-2_052000.wav,datasets\ECOSS_ANNOTATED\Ship_Tug\Tug_20171105-2_052000.wav,
ECOSS_SSC_TESTING_2024_274,Tug_20171106-4_144640.wav,Ship_Tug,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tug_20171106-4_144640.wav,datasets\ECOSS_ANNOTATED\Ship_Tug\Tug_20171106-4_144640.wav,
ECOSS_SSC_TESTING_2024_275,Tug_20171107a-6_095309.wav,Ship_Tug,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tug_20171107a-6_095309.wav,datasets\ECOSS_ANNOTATED\Ship_Tug\Tug_20171107a-6_095309.wav,
ECOSS_SSC_TESTING_2024_276,Tug_20171115-9_9.wav,Ship_Tug,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tug_20171115-9_9.wav,datasets\ECOSS_ANNOTATED\Ship_Tug\Tug_20171115-9_9.wav,
ECOSS_SSC_TESTING_2024_277,Tug_20171118b-14_161506.wav,Ship_Tug,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tug_20171118b-14_161506.wav,datasets\ECOSS_ANNOTATED\Ship_Tug\Tug_20171118b-14_161506.wav,
ECOSS_SSC_TESTING_2024_278,Tug_20171120-17_034014.wav,Ship_Tug,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tug_20171120-17_034014.wav,datasets\ECOSS_ANNOTATED\Ship_Tug\Tug_20171120-17_034014.wav,
ECOSS_SSC_TESTING_2024_279,Tug_20171127-23_065148.wav,Ship_Tug,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tug_20171127-23_065148.wav,datasets\ECOSS_ANNOTATED\Ship_Tug\Tug_20171127-23_065148.wav,
ECOSS_SSC_TESTING_2024_280,Tug_20171128a-26_103033.wav,Ship_Tug,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tug_20171128a-26_103033.wav,datasets\ECOSS_ANNOTATED\Ship_Tug\Tug_20171128a-26_103033.wav,
ECOSS_SSC_TESTING_2024_281,Tug_20171128c-28_190038.wav,Ship_Tug,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tug_20171128c-28_190038.wav,datasets\ECOSS_ANNOTATED\Ship_Tug\Tug_20171128c-28_190038.wav,
ECOSS_SSC_TESTING_2024_282,Tug_20171128d-29_193239.wav,Ship_Tug,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tug_20171128d-29_193239.wav,datasets\ECOSS_ANNOTATED\Ship_Tug\Tug_20171128d-29_193239.wav,
ECOSS_SSC_TESTING_2024_283,Tug_20171130a-31_211648.wav,Ship_Tug,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tug_20171130a-31_211648.wav,datasets\ECOSS_ANNOTATED\Ship_Tug\Tug_20171130a-31_211648.wav,
ECOSS_SSC_TESTING_2024_284,Tug_20171201c-34_123228.wav,Ship_Tug,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tug_20171201c-34_123228.wav,datasets\ECOSS_ANNOTATED\Ship_Tug\Tug_20171201c-34_123228.wav,
ECOSS_SSC_TESTING_2024_285,Tug_20171201d-35_125826.wav,Ship_Tug,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tug_20171201d-35_125826.wav,datasets\ECOSS_ANNOTATED\Ship_Tug\Tug_20171201d-35_125826.wav,
ECOSS_SSC_TESTING_2024_286,Tug_20171201e-36_190230.wav,Ship_Tug,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tug_20171201e-36_190230.wav,datasets\ECOSS_ANNOTATED\Ship_Tug\Tug_20171201e-36_190230.wav,
ECOSS_SSC_TESTING_2024_287,Tug_20171202-37_071515.wav,Ship_Tug,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tug_20171202-37_071515.wav,datasets\ECOSS_ANNOTATED\Ship_Tug\Tug_20171202-37_071515.wav,
ECOSS_SSC_TESTING_2024_288,Tug_20171203a-40_40.wav,Ship_Tug,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tug_20171203a-40_40.wav,datasets\ECOSS_ANNOTATED\Ship_Tug\Tug_20171203a-40_40.wav,
ECOSS_SSC_TESTING_2024_289,Tug_20171203c-41_194116.wav,Ship_Tug,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tug_20171203c-41_194116.wav,datasets\ECOSS_ANNOTATED\Ship_Tug\Tug_20171203c-41_194116.wav,
ECOSS_SSC_TESTING_2024_290,Tug_20171217-58_020446.wav,Ship_Tug,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tug_20171217-58_020446.wav,datasets\ECOSS_ANNOTATED\Ship_Tug\Tug_20171217-58_020446.wav,
ECOSS_SSC_TESTING_2024_291,Tug_20171217a-59_050224.wav,Ship_Tug,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tug_20171217a-59_050224.wav,datasets\ECOSS_ANNOTATED\Ship_Tug\Tug_20171217a-59_050224.wav,
ECOSS_SSC_TESTING_2024_292,Tug_20171221-61_114923.wav,Ship_Tug,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tug_20171221-61_114923.wav,datasets\ECOSS_ANNOTATED\Ship_Tug\Tug_20171221-61_114923.wav,
ECOSS_SSC_TESTING_2024_293,Tug_20171221a-62_144544.wav,Ship_Tug,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tug_20171221a-62_144544.wav,datasets\ECOSS_ANNOTATED\Ship_Tug\Tug_20171221a-62_144544.wav,
ECOSS_SSC_TESTING_2024_294,Tug_20171223b-63_233721.wav,Ship_Tug,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tug_20171223b-63_233721.wav,datasets\ECOSS_ANNOTATED\Ship_Tug\Tug_20171223b-63_233721.wav,
ECOSS_SSC_TESTING_2024_295,Tug_20171225-64_015934.wav,Ship_Tug,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tug_20171225-64_015934.wav,datasets\ECOSS_ANNOTATED\Ship_Tug\Tug_20171225-64_015934.wav,
ECOSS_SSC_TESTING_2024_296,Tug_20171229b-68_200347.wav,Ship_Tug,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tug_20171229b-68_200347.wav,datasets\ECOSS_ANNOTATED\Ship_Tug\Tug_20171229b-68_200347.wav,
ECOSS_SSC_TESTING_2024_297,Tug_20171231a-70_215301.wav,Ship_Tug,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tug_20171231a-70_215301.wav,datasets\ECOSS_ANNOTATED\Ship_Tug\Tug_20171231a-70_215301.wav,
ECOSS_SSC_TESTING_2024_300,GLIDER-trg_ALL-20221001T000449Z.flac,Glider_Ambient,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/waveglider-szn-it/samples for training/GLIDER-trg_ALL-20221001T000449Z.flac,datasets\ECOSS_ANNOTATED\Glider_Ambient\GLIDER-trg_ALL-20221001T000449Z.flac,
ECOSS_SSC_TESTING_2024_301,GLIDER-trg_ALL-20221005T042758Z.flac,Glider_Ambient,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/waveglider-szn-it/samples for training/GLIDER-trg_ALL-20221005T042758Z.flac,datasets\ECOSS_ANNOTATED\Glider_Ambient\GLIDER-trg_ALL-20221005T042758Z.flac,
ECOSS_SSC_TESTING_2024_302,GLIDER-trg_ALL-20221013T142912Z.flac,Glider_Ambient,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/waveglider-szn-it/samples for training/GLIDER-trg_ALL-20221013T142912Z.flac,datasets\ECOSS_ANNOTATED\Glider_Ambient\GLIDER-trg_ALL-20221013T142912Z.flac,
ECOSS_SSC_TESTING_2024_303,GLIDER-trg_ALL-20221014T000412Z.flac,Glider_Ambient,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/waveglider-szn-it/samples for training/GLIDER-trg_ALL-20221014T000412Z.flac,datasets\ECOSS_ANNOTATED\Glider_Ambient\GLIDER-trg_ALL-20221014T000412Z.flac,
ECOSS_SSC_TESTING_2024_304,GLIDER-trg_ALL-20221014T080713Z.flac,Glider_Ambient,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/waveglider-szn-it/samples for training/GLIDER-trg_ALL-20221014T080713Z.flac,datasets\ECOSS_ANNOTATED\Glider_Ambient\GLIDER-trg_ALL-20221014T080713Z.flac,
ECOSS_SSC_TESTING_2024_305,GLIDER-trg_ALL-20221018T001307Z.flac,Glider_Ambient,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/waveglider-szn-it/samples for training/GLIDER-trg_ALL-20221018T001307Z.flac,datasets\ECOSS_ANNOTATED\Glider_Ambient\GLIDER-trg_ALL-20221018T001307Z.flac,
ECOSS_SSC_TRAINING_2024_172,anthropogenic_Hammer_27.4.b_48000_16_10_1.wav,Anthropogenic_Hammer,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_training_sounds_data/jfb-it/samples for training/anthropogenic_Hammer_27.4.b_48000_16_10_1.wav,datasets\ECOSS_ANNOTATED\Anthropogenic_Hammer\anthropogenic_Hammer_27.4.b_48000_16_10_1.wav,
ECOSS_SSC_TRAINING_2024_173,anthropogenic_Hammer_27.4.b_48000_16_10_2.wav,Anthropogenic_Hammer,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_training_sounds_data/jfb-it/samples for training/anthropogenic_Hammer_27.4.b_48000_16_10_2.wav,datasets\ECOSS_ANNOTATED\Anthropogenic_Hammer\anthropogenic_Hammer_27.4.b_48000_16_10_2.wav,
ECOSS_SSC_TRAINING_2024_174,anthropogenic_Hammer_27.4.b_48000_16_10_3.wav,Anthropogenic_Hammer,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_training_sounds_data/jfb-it/samples for training/anthropogenic_Hammer_27.4.b_48000_16_10_3.wav,datasets\ECOSS_ANNOTATED\Anthropogenic_Hammer\anthropogenic_Hammer_27.4.b_48000_16_10_3.wav,
ECOSS_SSC_TRAINING_2024_175,anthropogenic_Hammer_27.4.b_48000_16_10_4.wav,Anthropogenic_Hammer,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_training_sounds_data/jfb-it/samples for training/anthropogenic_Hammer_27.4.b_48000_16_10_4.wav,datasets\ECOSS_ANNOTATED\Anthropogenic_Hammer\anthropogenic_Hammer_27.4.b_48000_16_10_4.wav,
ECOSS_SSC_TRAINING_2024_176,Cetaceans_Delphinus delphis_Sicily channel_300000_16_15_5.wav,Cetaceans_Delphinus_delphis,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_training_sounds_data/jfb-it/samples for training/Cetaceans_Delphinus delphis_Sicily channel_300000_16_15_5.wav,datasets\ECOSS_ANNOTATED\Cetaceans_Delphinus_delphis\Cetaceans_Delphinus delphis_Sicily channel_300000_16_15_5.wav,
ECOSS_SSC_TRAINING_2024_177,Cetaceans_Delphinus delphis_Sicily channel_300000_16_15_6.wav,Cetaceans_Delphinus_delphis,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_training_sounds_data/jfb-it/samples for training/Cetaceans_Delphinus delphis_Sicily channel_300000_16_15_6.wav,datasets\ECOSS_ANNOTATED\Cetaceans_Delphinus_delphis\Cetaceans_Delphinus delphis_Sicily channel_300000_16_15_6.wav,
ECOSS_SSC_TRAINING_2024_178,cetaceans_Delphinus delphis_sicily channel_44100_16_10_17.wav,Cetaceans_Delphinus_delphis,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_training_sounds_data/jfb-it/samples for training/cetaceans_Delphinus delphis_sicily channel_44100_16_10_17.wav,datasets\ECOSS_ANNOTATED\Cetaceans_Delphinus_delphis\cetaceans_Delphinus delphis_sicily channel_44100_16_10_17.wav,
ECOSS_SSC_TRAINING_2024_179,cetaceans_Delphinus delphis_sicily channel_44100_16_10_18.wav,Cetaceans_Delphinus_delphis,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_training_sounds_data/jfb-it/samples for training/cetaceans_Delphinus delphis_sicily channel_44100_16_10_18.wav,datasets\ECOSS_ANNOTATED\Cetaceans_Delphinus_delphis\cetaceans_Delphinus delphis_sicily channel_44100_16_10_18.wav,
ECOSS_SSC_TRAINING_2024_180,cetaceans_Delphinus delphis_sicily channel_44100_16_10_19.wav,Cetaceans_Delphinus_delphis,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_training_sounds_data/jfb-it/samples for training/cetaceans_Delphinus delphis_sicily channel_44100_16_10_19.wav,datasets\ECOSS_ANNOTATED\Cetaceans_Delphinus_delphis\cetaceans_Delphinus delphis_sicily channel_44100_16_10_19.wav,
ECOSS_SSC_TRAINING_2024_181,cetaceans_Delphinus delphis_sicily channel_44100_16_10_21.wav,Cetaceans_Delphinus_delphis,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_training_sounds_data/jfb-it/samples for training/cetaceans_Delphinus delphis_sicily channel_44100_16_10_21.wav,datasets\ECOSS_ANNOTATED\Cetaceans_Delphinus_delphis\cetaceans_Delphinus delphis_sicily channel_44100_16_10_21.wav,
ECOSS_SSC_TRAINING_2024_182,cetaceans_Delphinus delphis_sicily channel_44100_16_10_22.wav,Cetaceans_Delphinus_delphis,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_training_sounds_data/jfb-it/samples for training/cetaceans_Delphinus delphis_sicily channel_44100_16_10_22.wav,datasets\ECOSS_ANNOTATED\Cetaceans_Delphinus_delphis\cetaceans_Delphinus delphis_sicily channel_44100_16_10_22.wav,
ECOSS_SSC_TRAINING_2024_183,cetaceans_Delphinus delphis_sicily channel_48000_16_10_10.wav,Cetaceans_Delphinus_delphis,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_training_sounds_data/jfb-it/samples for training/cetaceans_Delphinus delphis_sicily channel_48000_16_10_10.wav,datasets\ECOSS_ANNOTATED\Cetaceans_Delphinus_delphis\cetaceans_Delphinus delphis_sicily channel_48000_16_10_10.wav,
ECOSS_SSC_TRAINING_2024_184,cetaceans_Delphinus delphis_sicily channel_48000_16_10_11.wav,Cetaceans_Delphinus_delphis,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_training_sounds_data/jfb-it/samples for training/cetaceans_Delphinus delphis_sicily channel_48000_16_10_11.wav,datasets\ECOSS_ANNOTATED\Cetaceans_Delphinus_delphis\cetaceans_Delphinus delphis_sicily channel_48000_16_10_11.wav,
ECOSS_SSC_TRAINING_2024_185,cetaceans_Delphinus delphis_sicily channel_48000_16_10_14.wav,Cetaceans_Delphinus_delphis,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_training_sounds_data/jfb-it/samples for training/cetaceans_Delphinus delphis_sicily channel_48000_16_10_14.wav,datasets\ECOSS_ANNOTATED\Cetaceans_Delphinus_delphis\cetaceans_Delphinus delphis_sicily channel_48000_16_10_14.wav,
ECOSS_SSC_TRAINING_2024_186,cetaceans_Delphinus delphis_sicily channel_48000_16_10_15.wav,Cetaceans_Delphinus_delphis,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_training_sounds_data/jfb-it/samples for training/cetaceans_Delphinus delphis_sicily channel_48000_16_10_15.wav,datasets\ECOSS_ANNOTATED\Cetaceans_Delphinus_delphis\cetaceans_Delphinus delphis_sicily channel_48000_16_10_15.wav,
ECOSS_SSC_TRAINING_2024_187,cetaceans_Delphinus delphis_sicily channel_48000_16_10_16.wav,Cetaceans_Delphinus_delphis,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_training_sounds_data/jfb-it/samples for training/cetaceans_Delphinus delphis_sicily channel_48000_16_10_16.wav,datasets\ECOSS_ANNOTATED\Cetaceans_Delphinus_delphis\cetaceans_Delphinus delphis_sicily channel_48000_16_10_16.wav,
ECOSS_SSC_TRAINING_2024_188,cetaceans_Delphinus delphis_sicily channel_48000_16_10_5.wav,Cetaceans_Delphinus_delphis,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_training_sounds_data/jfb-it/samples for training/cetaceans_Delphinus delphis_sicily channel_48000_16_10_5.wav,datasets\ECOSS_ANNOTATED\Cetaceans_Delphinus_delphis\cetaceans_Delphinus delphis_sicily channel_48000_16_10_5.wav,
ECOSS_SSC_TRAINING_2024_189,cetaceans_Delphinus delphis_sicily channel_48000_16_10_9.wav,Cetaceans_Delphinus_delphis,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_training_sounds_data/jfb-it/samples for training/cetaceans_Delphinus delphis_sicily channel_48000_16_10_9.wav,datasets\ECOSS_ANNOTATED\Cetaceans_Delphinus_delphis\cetaceans_Delphinus delphis_sicily channel_48000_16_10_9.wav,
ECOSS_SSC_TRAINING_2024_190,cetaceans_Delphinus delphis_sicily channel_48000_16_10_8.wav,Cetaceans_Delphinus_delphis,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_training_sounds_data/jfb-it/samples for training/cetaceans_Delphinus delphis_sicily channel_48000_16_10_8.wav,datasets\ECOSS_ANNOTATED\Cetaceans_Delphinus_delphis\cetaceans_Delphinus delphis_sicily channel_48000_16_10_8.wav,
ECOSS_SSC_TRAINING_2024_191,Cetaceans_Physeter macrocephalus_Ligurian Sea_44100_16_15_1.wav,Cetaceans_Physeter_macrocephalus,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_training_sounds_data/jfb-it/samples for training/Cetaceans_Physeter macrocephalus_Ligurian Sea_44100_16_15_1.wav,datasets\ECOSS_ANNOTATED\Cetaceans_Physeter_macrocephalus\Cetaceans_Physeter macrocephalus_Ligurian Sea_44100_16_15_1.wav,
ECOSS_SSC_TRAINING_2024_192,Cetaceans_Physeter macrocephalus_Ligurian Sea_44100_16_15_2.wav,Cetaceans_Physeter_macrocephalus,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_training_sounds_data/jfb-it/samples for training/Cetaceans_Physeter macrocephalus_Ligurian Sea_44100_16_15_2.wav,datasets\ECOSS_ANNOTATED\Cetaceans_Physeter_macrocephalus\Cetaceans_Physeter macrocephalus_Ligurian Sea_44100_16_15_2.wav,
ECOSS_SSC_TRAINING_2024_193,cetaceans_Orcinus orca_norway_44100_16_10_10.wav,Cetaceans_Orcinus_orca,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_training_sounds_data/jfb-it/samples for training/cetaceans_Orcinus orca_norway_44100_16_10_10.wav,datasets\ECOSS_ANNOTATED\Cetaceans_Orcinus_orca\cetaceans_Orcinus orca_norway_44100_16_10_10.wav,
ECOSS_SSC_TRAINING_2024_194,cetaceans_Orcinus orca_norway_44100_16_10_11.wav,Cetaceans_Orcinus_orca,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_training_sounds_data/jfb-it/samples for training/cetaceans_Orcinus orca_norway_44100_16_10_11.wav,datasets\ECOSS_ANNOTATED\Cetaceans_Orcinus_orca\cetaceans_Orcinus orca_norway_44100_16_10_11.wav,
ECOSS_SSC_TRAINING_2024_195,cetaceans_Orcinus orca_norway_44100_16_10_14.wav,Cetaceans_Orcinus_orca,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_training_sounds_data/jfb-it/samples for training/cetaceans_Orcinus orca_norway_44100_16_10_14.wav,datasets\ECOSS_ANNOTATED\Cetaceans_Orcinus_orca\cetaceans_Orcinus orca_norway_44100_16_10_14.wav,
ECOSS_SSC_TRAINING_2024_196,cetaceans_Orcinus orca_norway_44100_16_10_15.wav,Cetaceans_Orcinus_orca,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_training_sounds_data/jfb-it/samples for training/cetaceans_Orcinus orca_norway_44100_16_10_15.wav,datasets\ECOSS_ANNOTATED\Cetaceans_Orcinus_orca\cetaceans_Orcinus orca_norway_44100_16_10_15.wav,
ECOSS_SSC_TRAINING_2024_197,cetaceans_Orcinus orca_norway_44100_16_10_4.wav,Cetaceans_Orcinus_orca,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_training_sounds_data/jfb-it/samples for training/cetaceans_Orcinus orca_norway_44100_16_10_4.wav,datasets\ECOSS_ANNOTATED\Cetaceans_Orcinus_orca\cetaceans_Orcinus orca_norway_44100_16_10_4.wav,
ECOSS_SSC_TRAINING_2024_198,cetaceans_Orcinus orca_norway_44100_16_10_5.wav,Cetaceans_Orcinus_orca,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_training_sounds_data/jfb-it/samples for training/cetaceans_Orcinus orca_norway_44100_16_10_5.wav,datasets\ECOSS_ANNOTATED\Cetaceans_Orcinus_orca\cetaceans_Orcinus orca_norway_44100_16_10_5.wav,
ECOSS_SSC_TRAINING_2024_199,cetaceans_Orcinus orca_norway_44100_16_10_6.wav,Cetaceans_Orcinus_orca,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_training_sounds_data/jfb-it/samples for training/cetaceans_Orcinus orca_norway_44100_16_10_6.wav,datasets\ECOSS_ANNOTATED\Cetaceans_Orcinus_orca\cetaceans_Orcinus orca_norway_44100_16_10_6.wav,
ECOSS_SSC_TRAINING_2024_200,cetaceans_Orcinus orca_norway_44100_16_10_7.wav,Cetaceans_Orcinus_orca,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_training_sounds_data/jfb-it/samples for training/cetaceans_Orcinus orca_norway_44100_16_10_7.wav,datasets\ECOSS_ANNOTATED\Cetaceans_Orcinus_orca\cetaceans_Orcinus orca_norway_44100_16_10_7.wav,
ECOSS_SSC_TRAINING_2024_201,cetaceans_Orcinus orca_norway_44100_16_10_8.wav,Cetaceans_Orcinus_orca,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_training_sounds_data/jfb-it/samples for training/cetaceans_Orcinus orca_norway_44100_16_10_8.wav,datasets\ECOSS_ANNOTATED\Cetaceans_Orcinus_orca\cetaceans_Orcinus orca_norway_44100_16_10_8.wav,
ECOSS_SSC_TRAINING_2024_202,cetaceans_Orcinus orca_norway_44100_16_10_9.wav,Cetaceans_Orcinus_orca,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_training_sounds_data/jfb-it/samples for training/cetaceans_Orcinus orca_norway_44100_16_10_9.wav,datasets\ECOSS_ANNOTATED\Cetaceans_Orcinus_orca\cetaceans_Orcinus orca_norway_44100_16_10_9.wav,
ECOSS_SSC_TRAINING_2024_203,cetaceans_Orcinus orca_norway_44100_16_10_13.wav,Cetaceans_Orcinus_orca,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_training_sounds_data/jfb-it/samples for training/cetaceans_Orcinus orca_norway_44100_16_10_13.wav,datasets\ECOSS_ANNOTATED\Cetaceans_Orcinus_orca\cetaceans_Orcinus orca_norway_44100_16_10_13.wav,
ECOSS_SSC_TRAINING_2024_208,cetacean_Globicephala melas_ligurian sea_44100_16_10_1.wav,Cetaceans_Globicephala_melas,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_training_sounds_data/jfb-it/samples for training/cetacean_Globicephala melas_ligurian sea_44100_16_10_1.wav,datasets\ECOSS_ANNOTATED\Cetaceans_Globicephala_melas\cetacean_Globicephala melas_ligurian sea_44100_16_10_1.wav,
ECOSS_SSC_TRAINING_2024_209,cetacean_Globicephala melas_ligurian sea_44100_16_10_10.wav,Cetaceans_Globicephala_melas,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_training_sounds_data/jfb-it/samples for training/cetacean_Globicephala melas_ligurian sea_44100_16_10_10.wav,datasets\ECOSS_ANNOTATED\Cetaceans_Globicephala_melas\cetacean_Globicephala melas_ligurian sea_44100_16_10_10.wav,
ECOSS_SSC_TRAINING_2024_210,cetacean_Globicephala melas_ligurian sea_44100_16_10_12.wav,Cetaceans_Globicephala_melas,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_training_sounds_data/jfb-it/samples for training/cetacean_Globicephala melas_ligurian sea_44100_16_10_12.wav,datasets\ECOSS_ANNOTATED\Cetaceans_Globicephala_melas\cetacean_Globicephala melas_ligurian sea_44100_16_10_12.wav,
ECOSS_SSC_TRAINING_2024_211,cetacean_Globicephala melas_ligurian sea_44100_16_10_14.wav,Cetaceans_Globicephala_melas,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_training_sounds_data/jfb-it/samples for training/cetacean_Globicephala melas_ligurian sea_44100_16_10_14.wav,datasets\ECOSS_ANNOTATED\Cetaceans_Globicephala_melas\cetacean_Globicephala melas_ligurian sea_44100_16_10_14.wav,
ECOSS_SSC_TRAINING_2024_212,cetacean_Globicephala melas_ligurian sea_44100_16_10_3.wav,Cetaceans_Globicephala_melas,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_training_sounds_data/jfb-it/samples for training/cetacean_Globicephala melas_ligurian sea_44100_16_10_3.wav,datasets\ECOSS_ANNOTATED\Cetaceans_Globicephala_melas\cetacean_Globicephala melas_ligurian sea_44100_16_10_3.wav,
ECOSS_SSC_TRAINING_2024_213,cetacean_Globicephala melas_ligurian sea_44100_16_10_4.wav,Cetaceans_Globicephala_melas,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_training_sounds_data/jfb-it/samples for training/cetacean_Globicephala melas_ligurian sea_44100_16_10_4.wav,datasets\ECOSS_ANNOTATED\Cetaceans_Globicephala_melas\cetacean_Globicephala melas_ligurian sea_44100_16_10_4.wav,
ECOSS_SSC_TRAINING_2024_214,cetacean_Globicephala melas_ligurian sea_44100_16_10_5.wav,Cetaceans_Globicephala_melas,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_training_sounds_data/jfb-it/samples for training/cetacean_Globicephala melas_ligurian sea_44100_16_10_5.wav,datasets\ECOSS_ANNOTATED\Cetaceans_Globicephala_melas\cetacean_Globicephala melas_ligurian sea_44100_16_10_5.wav,
ECOSS_SSC_TRAINING_2024_215,cetacean_Globicephala melas_ligurian sea_44100_16_10_8.wav,Cetaceans_Globicephala_melas,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_training_sounds_data/jfb-it/samples for training/cetacean_Globicephala melas_ligurian sea_44100_16_10_8.wav,datasets\ECOSS_ANNOTATED\Cetaceans_Globicephala_melas\cetacean_Globicephala melas_ligurian sea_44100_16_10_8.wav,
