ID,TARGET
54906,LA
54907,LA
54908,LA
54909,LA
54910,LA
54911,LA
54912,LA
54913,LA
54914,LA
54915,LA
54916,LA
54917,LA
54918,LA
54919,LA
54920,LA
54921,LA
54922,LA
54923,LA
54924,LA
54925,LA
54926,LA
54927,LA
54928,LA
54929,LA
54930,LA
54931,LA
54932,LA
54933,LA
54934,LA
54935,LA
54936,LA
54937,LA
54938,LA
54939,LA
54940,LA
54941,LA
54942,LA
54943,LA
54944,LA
54945,LA
54946,LA
54947,LA
54948,LA
54949,LA
54950,LA
54951,LA
54952,LA
54953,LA
54954,LA
54955,LA
54956,LA
54957,LA
54958,LA
54959,LA
54960,LA
54961,LA
54962,LA
54963,LA
54964,LA
54965,LA
54966,LA
54967,LA
54968,LA
54969,LA
54970,LA
54971,LA
54972,LA
54973,LA
54974,LA
54975,LA
54976,LA
54977,LA
54978,LA
54979,LA
54980,LA
54981,LA
54982,LA
54983,LA
54984,LA
54985,LA
54986,LA
54987,LA
54988,LA
54989,LA
54990,LA
54991,LA
54992,LA
54993,LA
54994,LA
54995,LA
54996,LA
54997,LA
54998,LA
54999,LA
55000,LA
55001,LA
55002,LA
55003,LA
55004,LA
55005,LA
55006,LA
55007,LA
55008,LA
55009,LA
55010,LA
55011,LA
55012,LA
55013,LA
55014,LA
55015,LA
55016,LA
55017,LA
55018,LA
55019,LA
55020,LA
55021,LA
55022,LA
55023,LA
55024,LA
55025,LA
55026,LA
55027,LA
55028,LA
55029,LA
55030,LA
55031,LA
55032,LA
55033,LA
55034,LA
55035,LA
55036,LA
55037,LA
55038,LA
55039,LA
55040,LA
55041,LA
55042,LA
55043,LA
55044,LA
55045,LA
55046,LA
55047,LA
55048,LA
55049,LA
55050,LA
55051,LA
55052,LA
55053,LA
55054,LA
55055,LA
55056,LA
55057,LA
55058,LA
55059,LA
55060,LA
55061,LA
55062,LA
55063,LA
55064,LA
55065,LA
55066,LA
55067,LA
55068,LA
55069,LA
55070,LA
55071,LA
55072,LA
55073,LA
55074,LA
55075,LA
55076,LA
55077,LA
55078,LA
55079,LA
55080,LA
55081,LA
55082,LA
55083,LA
55084,LA
55085,LA
55086,LA
55087,LA
55088,LA
55089,LA
55090,LA
55091,LA
55092,LA
55093,LA
55094,LA
55095,LA
55096,LA
55097,LA
55098,LA
55099,LA
55100,LA
55101,LA
55102,LA
55103,LA
55104,LA
55105,LA
55106,LA
55107,LA
55108,LA
55109,LA
55110,LA
55111,LA
55112,LA
55113,LA
55114,LA
55115,LA
55116,LA
55117,LA
55118,LA
55119,LA
55120,LA
55121,LA
55122,LA
55123,LA
55124,LA
55125,LA
55126,LA
55127,LA
55128,LA
55129,LA
55130,LA
55131,LA
55132,LA
55133,LA
55134,LA
55135,LA
55136,LA
55137,LA
55138,LA
55139,LA
55140,LA
55141,LA
55142,LA
55143,LA
55144,LA
55145,LA
55146,LA
55147,LA
55148,LA
55149,LA
55150,LA
55151,LA
55152,LA
55153,LA
55154,LA
55155,LA
55156,LA
55157,LA
55158,LA
55159,LA
55160,LA
55161,LA
55162,LA
55163,LA
55164,LA
55165,LA
55166,LA
55167,LA
55168,LA
55169,LA
55170,LA
55171,LA
55172,LA
55173,LA
55174,LA
55175,LA
55176,LA
55177,LA
55178,LA
55179,LA
55180,LA
55181,LA
55182,LA
55183,LA
55184,LA
55185,LA
55186,LA
55187,LA
55188,LA
55189,LA
55190,LA
55191,LA
55192,LA
55193,LA
55194,LA
55195,LA
55196,LA
55197,LA
55198,LA
55199,LA
55200,LA
55201,LA
55202,LA
55203,LA
55204,LA
55205,LA
55206,LA
55207,LA
55208,LA
55209,LA
55210,LA
55211,LA
55212,LA
55213,LA
55214,LA
55215,LA
55216,LA
55217,LA
55218,LA
55219,LA
55220,LA
55221,LA
55222,LA
55223,LA
55224,LA
55225,LA
55226,LA
55227,LA
55228,LA
55229,LA
55230,LA
55231,LA
55232,LA
55233,LA
55234,LA
55235,LA
55236,LA
55237,LA
55238,LA
55239,LA
55240,LA
55241,LA
55242,LA
55243,LA
55244,LA
55245,LA
55246,LA
55247,LA
55248,LA
55249,LA
55250,LA
55251,LA
55252,LA
55253,LA
55254,LA
55255,LA
55256,LA
55257,LA
55258,LA
55259,LA
55260,LA
55261,LA
55262,LA
55263,LA
55264,LA
55265,LA
55266,LA
55267,LA
55268,LA
55269,LA
55270,LA
55271,LA
55272,LA
55273,LA
55274,LA
55275,LA
55276,LA
55277,LA
55278,LA
55279,LA
55280,LA
55281,LA
55282,LA
55283,LA
55284,LA
55285,LA
55286,LA
55287,LA
55288,LA
55289,LA
55290,LA
55291,LA
55292,LA
55293,LA
55294,LA
55295,LA
55296,LA
55297,LA
55298,LA
55299,LA
55300,LA
55301,LA
55302,LA
55303,LA
55304,LA
55305,LA
55306,LA
55307,LA
55308,LA
55309,LA
55310,LA
55311,LA
55312,LA
55313,LA
55314,LA
55315,LA
55316,LA
55317,LA
55318,LA
55319,LA
55320,LA
55321,LA
55322,LA
55323,LA
55324,LA
55325,LA
55326,LA
55327,LA
55328,LA
55329,LA
55330,LA
55331,LA
55332,LA
55333,LA
55334,LA
55335,LA
55336,LA
55337,LA
55338,LA
55339,LA
55340,LA
55341,LA
55342,LA
55343,LA
55344,LA
55345,LA
55346,LA
55347,LA
55348,LA
55349,LA
55350,LA
55351,LA
55352,LA
55353,LA
55354,LA
55355,LA
55356,LA
55357,LA
55358,LA
55359,LA
55360,LA
55361,LA
55362,LA
55363,LA
55364,LA
55365,LA
55366,LA
55367,LA
55368,LA
55369,LA
55370,LA
55371,LA
55372,LA
55373,LA
55374,LA
55375,LA
55376,LA
55377,LA
55378,LA
55379,LA
55380,LA
55381,LA
55382,LA
55383,LA
55384,LA
55385,LA
55386,LA
55387,LA
55388,LA
55389,LA
55390,LA
55391,LA
55392,LA
55393,LA
55394,LA
55395,LA
55396,LA
55397,LA
55398,LA
55399,LA
55400,LA
55401,LA
55402,LA
55403,LA
55404,LA
55405,LA
55406,LA
55407,LA
55408,LA
55409,LA
55410,LA
55411,LA
55412,LA
55413,LA
55414,LA
55415,LA
55416,LA
55417,LA
55418,LA
55419,LA
55420,LA
55421,LA
55422,LA
55423,LA
55424,LA
55425,LA
55426,LA
55427,LA
55428,LA
55429,LA
55430,LA
55431,LA
55432,LA
55433,LA
55434,LA
55435,LA
55436,LA
55437,LA
55438,LA
55439,LA
55440,LA
55441,LA
55442,LA
55443,LA
55444,LA
55445,LA
55446,LA
55447,LA
55448,LA
55449,LA
55450,LA
55451,LA
55452,LA
55453,LA
55454,LA
55455,LA
55456,LA
55457,LA
55458,LA
55459,LA
55460,LA
55461,LA
55462,LA
55463,LA
55464,LA
55465,LA
55466,LA
55467,LA
55468,LA
55469,LA
55470,LA
55471,LA
55472,LA
55473,LA
55474,LA
55475,LA
55476,LA
55477,LA
55478,LA
55479,LA
55480,LA
55481,LA
55482,LA
55483,LA
55484,LA
55485,LA
55486,LA
55487,LA
55488,LA
55489,LA
55490,LA
55491,LA
55492,LA
55493,LA
55494,LA
55495,LA
55496,LA
55497,LA
55498,LA
55499,LA
55500,LA
55501,LA
55502,LA
55503,LA
55504,LA
55505,LA
55506,LA
55507,LA
55508,LA
55509,LA
55510,LA
55511,LA
55512,LA
55513,LA
55514,LA
55515,LA
55516,LA
55517,LA
55518,LA
55519,LA
55520,LA
55521,LA
55522,LA
55523,LA
55524,LA
55525,LA
55526,LA
55527,LA
55528,LA
55529,LA
55530,LA
55531,LA
55532,LA
55533,LA
55534,LA
55535,LA
55536,LA
55537,LA
55538,LA
55539,LA
55540,LA
55541,LA
55542,LA
55543,LA
55544,LA
55545,LA
55546,LA
55547,LA
55548,LA
55549,LA
55550,LA
55551,LA
55552,LA
55553,LA
55554,LA
55555,LA
55556,LA
55557,LA
55558,LA
55559,LA
55560,LA
55561,LA
55562,LA
55563,LA
55564,LA
55565,LA
55566,LA
55567,LA
55568,LA
55569,LA
55570,LA
55571,LA
55572,LA
55573,LA
55574,LA
55575,LA
55576,LA
55577,LA
55578,LA
55579,LA
55580,LA
55581,LA
55582,LA
55583,LA
55584,LA
55585,LA
55586,LA
55587,LA
55588,LA
55589,LA
55590,LA
55591,LA
55592,LA
55593,LA
55594,LA
55595,LA
55596,LA
55597,LA
55598,LA
55599,LA
55600,LA
55601,LA
55602,LA
55603,LA
55604,LA
55605,LA
55606,LA
55607,LA
55608,LA
55609,LA
55610,LA
55611,LA
55612,LA
55613,LA
55614,LA
55615,LA
55616,LA
55617,LA
55618,LA
55619,LA
55620,LA
55621,LA
55622,LA
55623,LA
55624,LA
55625,LA
55626,LA
55627,LA
55628,LA
55629,LA
55630,LA
55631,LA
55632,LA
55633,LA
55634,LA
55635,LA
55636,LA
55637,LA
55638,LA
55639,LA
55640,LA
55641,LA
55642,LA
55643,LA
55644,LA
55645,LA
55646,LA
55647,LA
55648,LA
55649,LA
55650,LA
55651,LA
55652,LA
55653,LA
55654,LA
55655,LA
55656,LA
55657,LA
55658,LA
55659,LA
55660,LA
55661,LA
55662,LA
55663,LA
55664,LA
55665,LA
55666,LA
55667,LA
55668,LA
55669,LA
55670,LA
55671,LA
55672,LA
55673,LA
55674,LA
55675,LA
55676,LA
55677,LA
55678,LA
55679,LA
55680,LA
55681,LA
55682,LA
55683,LA
55684,LA
55685,LA
55686,LA
55687,LA
55688,LA
55689,LA
55690,LA
55691,LA
55692,LA
55693,LA
55694,LA
55695,LA
55696,LA
55697,LA
55698,LA
55699,LA
55700,LA
55701,LA
55702,LA
55703,LA
55704,LA
55705,LA
55706,LA
55707,LA
55708,LA
55709,LA
55710,LA
55711,LA
55712,LA
55713,LA
55714,LA
55715,LA
55716,LA
55717,LA
55718,LA
55719,LA
55720,LA
55721,LA
55722,LA
55723,LA
55724,LA
55725,LA
55726,LA
55727,LA
55728,LA
55729,LA
55730,LA
55731,LA
55732,LA
55733,LA
55734,LA
55735,LA
55736,LA
55737,LA
55738,LA
55739,LA
55740,LA
55741,LA
55742,LA
55743,LA
55744,LA
55745,LA
55746,LA
55747,LA
55748,LA
55749,LA
55750,LA
55751,LA
55752,LA
55753,LA
55754,LA
55755,LA
55756,LA
55757,LA
55758,LA
55759,LA
55760,LA
55761,LA
55762,LA
55763,LA
55764,LA
55765,LA
55766,LA
55767,LA
55768,LA
55769,LA
55770,LA
55771,LA
55772,LA
55773,LA
55774,LA
55775,LA
55776,LA
55777,LA
55778,LA
55779,LA
55780,LA
55781,LA
55782,LA
55783,LA
55784,LA
55785,LA
55786,LA
55787,LA
55788,LA
55789,LA
55790,LA
55791,LA
55792,LA
55793,LA
55794,LA
55795,LA
55796,LA
55797,LA
55798,LA
55799,LA
55800,LA
55801,LA
55802,LA
55803,LA
55804,LA
55805,LA
55806,LA
55807,LA
55808,LA
55809,LA
55810,LA
55811,LA
55812,LA
55813,LA
55814,LA
55815,LA
55816,LA
55817,LA
55818,LA
55819,LA
55820,LA
55821,LA
55822,LA
55823,LA
55824,LA
55825,LA
55826,LA
55827,LA
55828,LA
55829,LA
55830,LA
55831,LA
55832,LA
55833,LA
55834,LA
55835,LA
55836,LA
55837,LA
55838,LA
55839,LA
55840,LA
55841,LA
55842,LA
55843,LA
55844,LA
55845,LA
55846,LA
55847,LA
55848,LA
55849,LA
55850,LA
55851,LA
55852,LA
55853,LA
55854,LA
55855,LA
55856,LA
55857,LA
55858,LA
55859,LA
55860,LA
55861,LA
55862,LA
55863,LA
55864,LA
55865,LA
55866,LA
55867,LA
55868,LA
55869,LA
55870,LA
55871,LA
55872,LA
55873,LA
55874,LA
55875,LA
55876,LA
55877,LA
55878,LA
55879,LA
55880,LA
55881,LA
55882,LA
55883,LA
55884,LA
55885,LA
55886,LA
55887,LA
55888,LA
55889,LA
55890,LA
55891,LA
55892,LA
55893,LA
55894,LA
55895,LA
55896,LA
55897,LA
55898,LA
55899,LA
55900,LA
55901,LA
55902,LA
55903,LA
55904,LA
55905,LA
55906,LA
55907,LA
55908,LA
55909,LA
55910,LA
55911,LA
55912,LA
55913,LA
55914,LA
55915,LA
55916,LA
55917,LA
55918,LA
55919,LA
55920,LA
55921,LA
55922,LA
55923,LA
55924,LA
55925,LA
55926,LA
55927,LA
55928,LA
55929,LA
55930,LA
55931,LA
55932,LA
55933,LA
55934,LA
55935,LA
55936,LA
55937,LA
55938,LA
55939,LA
55940,LA
55941,LA
55942,LA
55943,LA
55944,LA
55945,LA
55946,LA
55947,LA
55948,LA
55949,LA
55950,LA
55951,LA
55952,LA
55953,LA
55954,LA
55955,LA
55956,LA
55957,LA
55958,LA
55959,LA
55960,LA
55961,LA
55962,LA
55963,LA
55964,LA
55965,LA
55966,LA
55967,LA
55968,LA
55969,LA
55970,LA
55971,LA
55972,LA
55973,LA
55974,LA
55975,LA
55976,LA
55977,LA
55978,LA
55979,LA
55980,LA
55981,LA
55982,LA
55983,LA
55984,LA
55985,LA
55986,LA
55987,LA
55988,LA
55989,LA
55990,LA
55991,LA
55992,LA
55993,LA
55994,LA
55995,LA
55996,LA
55997,LA
55998,LA
55999,LA
56000,LA
56001,LA
56002,LA
56003,LA
56004,LA
56005,LA
56006,LA
56007,LA
56008,LA
56009,LA
56010,LA
56011,LA
56012,LA
56013,LA
56014,LA
56015,LA
56016,LA
56017,LA
56018,LA
56019,LA
56020,LA
56021,LA
56022,LA
56023,LA
56024,LA
56025,LA
56026,LA
56027,LA
56028,LA
56029,LA
56030,LA
56031,LA
56032,LA
56033,LA
56034,LA
56035,LA
56036,LA
56037,LA
56038,LA
56039,LA
56040,LA
56041,LA
56042,LA
56043,LA
56044,LA
56045,LA
56046,LA
56047,LA
56048,LA
56049,LA
56050,LA
56051,LA
56052,LA
56053,LA
56054,LA
56055,LA
56056,LA
56057,LA
56058,LA
56059,LA
56060,LA
56061,LA
56062,LA
56063,LA
56064,LA
56065,LA
56066,LA
56067,LA
56068,LA
56069,LA
56070,LA
56071,LA
56072,LA
56073,LA
56074,LA
56075,LA
56076,LA
56077,LA
56078,LA
56079,LA
56080,LA
56081,LA
56082,LA
56083,LA
56084,LA
56085,LA
56086,LA
56087,LA
56088,LA
56089,LA
56090,LA
56091,LA
56092,LA
56093,LA
56094,LA
56095,LA
56096,LA
56097,LA
56098,LA
56099,LA
56100,LA
56101,LA
56102,LA
56103,LA
56104,LA
56105,LA
56106,LA
56107,LA
56108,LA
56109,LA
56110,LA
56111,LA
56112,LA
56113,LA
56114,LA
56115,LA
56116,LA
56117,LA
56118,LA
56119,LA
56120,LA
56121,LA
56122,LA
56123,LA
56124,LA
56125,LA
56126,LA
56127,LA
56128,LA
56129,LA
56130,LA
56131,LA
56132,LA
56133,LA
56134,LA
56135,LA
56136,LA
56137,LA
56138,LA
56139,LA
56140,LA
56141,LA
56142,LA
56143,LA
56144,LA
56145,LA
56146,LA
56147,LA
56148,LA
56149,LA
56150,LA
56151,LA
56152,LA
56153,LA
56154,LA
56155,LA
56156,LA
56157,LA
56158,LA
56159,LA
56160,LA
56161,LA
56162,LA
56163,LA
56164,LA
56165,LA
56166,LA
56167,LA
56168,LA
56169,LA
56170,LA
56171,LA
56172,LA
56173,LA
56174,LA
56175,LA
56176,LA
56177,LA
56178,LA
56179,LA
56180,LA
56181,LA
56182,LA
56183,LA
56184,LA
56185,LA
56186,LA
56187,LA
56188,LA
56189,LA
56190,LA
56191,LA
56192,LA
56193,LA
56194,LA
56195,LA
56196,LA
56197,LA
56198,LA
56199,LA
56200,LA
56201,LA
56202,LA
56203,LA
56204,LA
56205,LA
56206,LA
56207,LA
56208,LA
56209,LA
56210,LA
56211,LA
56212,LA
56213,LA
56214,LA
56215,LA
56216,LA
56217,LA
56218,LA
56219,LA
56220,LA
56221,LA
56222,LA
56223,LA
56224,LA
56225,LA
56226,LA
56227,LA
56228,LA
56229,LA
56230,LA
56231,LA
56232,LA
56233,LA
56234,LA
56235,LA
56236,LA
56237,LA
56238,LA
56239,LA
56240,LA
56241,LA
56242,LA
56243,LA
56244,LA
56245,LA
56246,LA
56247,LA
56248,LA
56249,LA
56250,LA
56251,LA
56252,LA
56253,LA
56254,LA
56255,LA
56256,LA
56257,LA
56258,LA
56259,LA
56260,LA
56261,LA
56262,LA
56263,LA
56264,LA
56265,LA
56266,LA
56267,LA
56268,LA
56269,LA
56270,LA
56271,LA
56272,LA
56273,LA
56274,LA
56275,LA
56276,LA
56277,LA
56278,LA
56279,LA
56280,LA
56281,LA
56282,LA
56283,LA
56284,LA
56285,LA
56286,LA
56287,LA
56288,LA
56289,LA
56290,LA
56291,LA
56292,LA
56293,LA
56294,LA
56295,LA
56296,LA
56297,LA
56298,LA
56299,LA
56300,LA
56301,LA
56302,LA
56303,LA
56304,LA
56305,LA
56306,LA
56307,LA
56308,LA
56309,LA
56310,LA
56311,LA
56312,LA
56313,LA
56314,LA
56315,LA
56316,LA
56317,LA
56318,LA
56319,LA
56320,LA
56321,LA
56322,LA
56323,LA
56324,LA
56325,LA
56326,LA
56327,LA
56328,LA
56329,LA
56330,LA
56331,LA
56332,LA
56333,LA
56334,LA
56335,LA
56336,LA
56337,LA
56338,LA
56339,LA
56340,LA
56341,LA
56342,LA
56343,LA
56344,LA
56345,LA
56346,LA
56347,LA
56348,LA
56349,LA
56350,LA
56351,LA
56352,LA
56353,LA
56354,LA
56355,LA
56356,LA
56357,LA
56358,LA
56359,LA
56360,LA
56361,LA
56362,LA
56363,LA
56364,LA
56365,LA
56366,LA
56367,LA
56368,LA
56369,LA
56370,LA
56371,LA
56372,LA
56373,LA
56374,LA
56375,LA
56376,LA
56377,LA
56378,LA
56379,LA
56380,LA
56381,LA
56382,LA
56383,LA
56384,LA
56385,LA
56386,LA
56387,LA
56388,LA
56389,LA
56390,LA
56391,LA
56392,LA
56393,LA
56394,LA
56395,LA
56396,LA
56397,LA
56398,LA
56399,LA
56400,LA
56401,LA
56402,LA
56403,LA
56404,LA
56405,LA
56406,LA
56407,LA
56408,LA
56409,LA
56410,LA
56411,LA
56412,LA
56413,LA
56414,LA
56415,LA
56416,LA
56417,LA
56418,LA
56419,LA
56420,LA
56421,LA
56422,LA
56423,LA
56424,LA
56425,LA
56426,LA
56427,LA
56428,LA
56429,LA
56430,LA
56431,LA
56432,LA
56433,LA
56434,LA
56435,LA
56436,LA
56437,LA
56438,LA
56439,LA
56440,LA
56441,LA
56442,LA
56443,LA
56444,LA
56445,LA
56446,LA
56447,LA
56448,LA
56449,LA
56450,LA
56451,LA
56452,LA
56453,LA
56454,LA
56455,LA
56456,LA
56457,LA
56458,LA
56459,LA
56460,LA
56461,LA
56462,LA
56463,LA
56464,LA
56465,LA
56466,LA
56467,LA
56468,LA
56469,LA
56470,LA
56471,LA
56472,LA
56473,LA
56474,LA
56475,LA
56476,LA
56477,LA
56478,LA
56479,LA
56480,LA
56481,LA
56482,LA
56483,LA
56484,LA
56485,LA
56486,LA
56487,LA
56488,LA
56489,LA
56490,LA
56491,LA
56492,LA
56493,LA
56494,LA
56495,LA
56496,LA
56497,LA
56498,LA
56499,LA
56500,LA
56501,LA
56502,LA
56503,LA
56504,LA
56505,LA
56506,LA
56507,LA
56508,LA
56509,LA
56510,LA
56511,LA
56512,LA
56513,LA
56514,LA
56515,LA
56516,LA
56517,LA
56518,LA
56519,LA
56520,LA
56521,LA
56522,LA
56523,LA
56524,LA
56525,LA
56526,LA
56527,LA
56528,LA
56529,LA
56530,LA
56531,LA
56532,LA
56533,LA
56534,LA
56535,LA
56536,LA
56537,LA
56538,LA
56539,LA
56540,LA
56541,LA
56542,LA
56543,LA
56544,LA
56545,LA
56546,LA
56547,LA
56548,LA
56549,LA
56550,LA
56551,LA
56552,LA
56553,LA
56554,LA
56555,LA
56556,LA
56557,LA
56558,LA
56559,LA
56560,LA
56561,LA
56562,LA
56563,LA
56564,LA
56565,LA
56566,LA
56567,LA
56568,LA
56569,LA
56570,LA
56571,LA
56572,LA
56573,LA
56574,LA
56575,LA
56576,LA
56577,LA
56578,LA
56579,LA
56580,LA
56581,LA
56582,LA
56583,LA
56584,LA
56585,LA
56586,LA
56587,LA
56588,LA
56589,LA
56590,LA
56591,LA
56592,LA
56593,LA
56594,LA
56595,LA
56596,LA
56597,LA
56598,LA
56599,LA
56600,LA
56601,LA
56602,LA
56603,LA
56604,LA
56605,LA
56606,LA
56607,LA
56608,LA
56609,LA
56610,LA
56611,LA
56612,LA
56613,LA
56614,LA
56615,LA
56616,LA
56617,LA
56618,LA
56619,LA
56620,LA
56621,LA
56622,LA
56623,LA
56624,LA
56625,LA
56626,LA
56627,LA
56628,LA
56629,LA
56630,LA
56631,LA
56632,LA
56633,LA
56634,LA
56635,LA
56636,LA
56637,LA
56638,LA
56639,LA
56640,LA
56641,LA
56642,LA
56643,LA
56644,LA
56645,LA
56646,LA
56647,LA
56648,LA
56649,LA
56650,LA
56651,LA
56652,LA
56653,LA
56654,LA
56655,LA
56656,LA
56657,LA
56658,LA
56659,LA
56660,LA
56661,LA
56662,LA
56663,LA
56664,LA
56665,LA
56666,LA
56667,LA
56668,LA
56669,LA
56670,LA
56671,LA
56672,LA
56673,LA
56674,LA
56675,LA
56676,LA
56677,LA
56678,LA
56679,LA
56680,LA
56681,LA
56682,LA
56683,LA
56684,LA
56685,LA
56686,LA
56687,LA
56688,LA
56689,LA
56690,LA
56691,LA
56692,LA
56693,LA
56694,LA
56695,LA
56696,LA
56697,LA
56698,LA
56699,LA
56700,LA
56701,LA
56702,LA
56703,LA
56704,LA
56705,LA
56706,LA
56707,LA
56708,LA
56709,LA
56710,LA
56711,LA
56712,LA
56713,LA
56714,LA
56715,LA
56716,LA
56717,LA
56718,LA
56719,LA
56720,LA
56721,LA
56722,LA
56723,LA
56724,LA
56725,LA
56726,LA
56727,LA
56728,LA
56729,LA
56730,LA
56731,LA
56732,LA
56733,LA
56734,LA
56735,LA
56736,LA
56737,LA
56738,LA
56739,LA
56740,LA
56741,LA
56742,LA
56743,LA
56744,LA
56745,LA
56746,LA
56747,LA
56748,LA
56749,LA
56750,LA
56751,LA
56752,LA
56753,LA
56754,LA
56755,LA
56756,LA
56757,LA
56758,LA
56759,LA
56760,LA
56761,LA
56762,LA
56763,LA
56764,LA
56765,LA
56766,LA
56767,LA
56768,LA
56769,LA
56770,LA
56771,LA
56772,LA
56773,LA
56774,LA
56775,LA
56776,LA
56777,LA
56778,LA
56779,LA
56780,LA
56781,LA
56782,LA
56783,LA
56784,LA
56785,LA
56786,LA
56787,LA
56788,LA
56789,LA
56790,LA
56791,LA
56792,LA
56793,LA
56794,LA
56795,LA
56796,LA
56797,LA
56798,LA
56799,LA
56800,LA
56801,LA
56802,LA
56803,LA
56804,LA
56805,LA
56806,LA
56807,LA
56808,LA
56809,LA
56810,LA
56811,LA
56812,LA
56813,LA
56814,LA
56815,LA
56816,LA
56817,LA
56818,LA
56819,LA
56820,LA
56821,LA
56822,LA
56823,LA
56824,LA
56825,LA
56826,LA
56827,LA
56828,LA
56829,LA
56830,LA
56831,LA
56832,LA
56833,LA
56834,LA
56835,LA
56836,LA
56837,LA
56838,LA
56839,LA
56840,LA
56841,LA
56842,LA
56843,LA
56844,LA
56845,LA
56846,LA
56847,LA
56848,LA
56849,LA
56850,LA
56851,LA
56852,LA
56853,LA
56854,LA
56855,LA
56856,LA
56857,LA
56858,LA
56859,LA
56860,LA
56861,LA
56862,LA
56863,LA
56864,LA
56865,LA
56866,LA
56867,LA
56868,LA
56869,LA
56870,LA
56871,LA
56872,LA
56873,LA
56874,LA
56875,LA
56876,LA
56877,LA
56878,LA
56879,LA
56880,LA
56881,LA
56882,LA
56883,LA
56884,LA
56885,LA
56886,LA
56887,LA
56888,LA
56889,LA
56890,LA
56891,LA
56892,LA
56893,LA
56894,LA
56895,LA
56896,LA
56897,LA
56898,LA
56899,LA
56900,LA
56901,LA
56902,LA
56903,LA
56904,LA
56905,LA
56906,LA
56907,LA
56908,LA
56909,LA
56910,LA
56911,LA
56912,LA
56913,LA
56914,LA
56915,LA
56916,LA
56917,LA
56918,LA
56919,LA
56920,LA
56921,LA
56922,LA
56923,LA
56924,LA
56925,LA
56926,LA
56927,LA
56928,LA
56929,LA
56930,LA
56931,LA
56932,LA
56933,LA
56934,LA
56935,LA
56936,LA
56937,LA
56938,LA
56939,LA
56940,LA
56941,LA
56942,LA
56943,LA
56944,LA
56945,LA
56946,LA
56947,LA
56948,LA
56949,LA
56950,LA
56951,LA
56952,LA
56953,LA
56954,LA
56955,LA
56956,LA
56957,LA
56958,LA
56959,LA
56960,LA
56961,LA
56962,LA
56963,LA
56964,LA
56965,LA
56966,LA
56967,LA
56968,LA
56969,LA
56970,LA
56971,LA
56972,LA
56973,LA
56974,LA
56975,LA
56976,LA
56977,LA
56978,LA
56979,LA
56980,LA
56981,LA
56982,LA
56983,LA
56984,LA
56985,LA
56986,LA
56987,LA
56988,LA
56989,LA
56990,LA
56991,LA
56992,LA
56993,LA
56994,LA
56995,LA
56996,LA
56997,LA
56998,LA
56999,LA
57000,LA
57001,LA
57002,LA
57003,LA
57004,LA
57005,LA
57006,LA
57007,LA
57008,LA
57009,LA
57010,LA
57011,LA
57012,LA
57013,LA
57014,LA
57015,LA
57016,LA
57017,LA
57018,LA
57019,LA
57020,LA
57021,LA
57022,LA
57023,LA
57024,LA
57025,LA
57026,LA
57027,LA
57028,LA
57029,LA
57030,LA
57031,LA
57032,LA
57033,LA
57034,LA
57035,LA
57036,LA
57037,LA
57038,LA
57039,LA
57040,LA
57041,LA
57042,LA
57043,LA
57044,LA
57045,LA
57046,LA
57047,LA
57048,LA
57049,LA
57050,LA
57051,LA
57052,LA
57053,LA
57054,LA
57055,LA
57056,LA
57057,LA
57058,LA
57059,LA
57060,LA
57061,LA
57062,LA
57063,LA
57064,LA
57065,LA
57066,LA
57067,LA
57068,LA
57069,LA
57070,LA
57071,LA
57072,LA
57073,LA
57074,LA
57075,LA
57076,LA
57077,LA
57078,LA
57079,LA
57080,LA
57081,LA
57082,LA
57083,LA
57084,LA
57085,LA
57086,LA
57087,LA
57088,LA
57089,LA
57090,LA
57091,LA
57092,LA
57093,LA
57094,LA
57095,LA
57096,LA
57097,LA
57098,LA
57099,LA
57100,LA
57101,LA
57102,LA
57103,LA
57104,LA
57105,LA
57106,LA
57107,LA
57108,LA
57109,LA
57110,LA
57111,LA
57112,LA
57113,LA
57114,LA
57115,LA
57116,LA
57117,LA
57118,LA
57119,LA
57120,LA
57121,LA
57122,LA
57123,LA
57124,LA
57125,LA
57126,LA
57127,LA
57128,LA
57129,LA
57130,LA
57131,LA
57132,LA
57133,LA
57134,LA
57135,LA
57136,LA
57137,LA
57138,LA
57139,LA
57140,LA
57141,LA
57142,LA
57143,LA
57144,LA
57145,LA
57146,LA
57147,LA
57148,LA
57149,LA
57150,LA
57151,LA
57152,LA
57153,LA
57154,LA
57155,LA
57156,LA
57157,LA
57158,LA
57159,LA
57160,LA
57161,LA
57162,LA
57163,LA
57164,LA
57165,LA
57166,LA
57167,LA
57168,LA
57169,LA
57170,LA
57171,LA
57172,LA
57173,LA
57174,LA
57175,LA
57176,LA
57177,LA
57178,LA
57179,LA
57180,LA
57181,LA
57182,LA
57183,LA
57184,LA
57185,LA
57186,LA
57187,LA
57188,LA
57189,LA
57190,LA
57191,LA
57192,LA
57193,LA
57194,LA
57195,LA
57196,LA
57197,LA
57198,LA
57199,LA
57200,LA
57201,LA
57202,LA
57203,LA
57204,LA
57205,LA
57206,LA
57207,LA
57208,LA
57209,LA
57210,LA
57211,LA
57212,LA
57213,LA
57214,LA
57215,LA
57216,LA
57217,LA
57218,LA
57219,LA
57220,LA
57221,LA
57222,LA
57223,LA
57224,LA
57225,LA
57226,LA
57227,LA
57228,LA
57229,LA
57230,LA
57231,LA
57232,LA
57233,LA
57234,LA
57235,LA
57236,LA
57237,LA
