Selection	View	Channel	Begin File	End File	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Begin Date Time	End Date Time	Delta Time (s)	signalType	species	deploymentType	deploymentID	selectionID
89	Spectrogram 1	1	F_D07_20231011_171200.WAV	F_D07_20231011_171200.WAV	1451.578088377	1453.035863219	7358.491	20535.849	20437.5	2023-10-11 17:12:17.5781	2023-10-11 17:12:19.0359	1.4578	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_89_delphinidae_whistles
90	Spectrogram 1	1	F_D07_20231011_171200.WAV	F_D07_20231011_171200.WAV	1453.83751721	1455.295292052	7109.434	20286.792	12750	2023-10-11 17:12:19.8375	2023-10-11 17:12:21.2953	1.4578	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_90_delphinidae_whistles
91	Spectrogram 1	1	F_D07_20231011_171200.WAV	F_D07_20231011_171200.WAV	1455.990300984	1457.448075826	7358.491	20535.849	20437.5	2023-10-11 17:12:21.9903	2023-10-11 17:12:23.4481	1.4578	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_91_delphinidae_whistles
92	Spectrogram 1	1	F_D07_20231011_171200.WAV	F_D07_20231011_171200.WAV	1457.978767062	1459.436541904	7358.491	20535.849	20437.5	2023-10-11 17:12:23.9788	2023-10-11 17:12:25.4365	1.4578	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_92_delphinidae_whistles
93	Spectrogram 1	1	F_D07_20231011_171200.WAV	F_D07_20231011_171200.WAV	1459.675142078	1461.13291692	7177.358	20354.717	17250	2023-10-11 17:12:25.6751	2023-10-11 17:12:27.1329	1.4578	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_93_delphinidae_whistles
94	Spectrogram 1	1	F_D07_20231011_171200.WAV	F_D07_20231011_171200.WAV	1461.471306325	1462.929081167	6996.226	20173.585	17437.5	2023-10-11 17:12:27.4713	2023-10-11 17:12:28.9291	1.4578	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_94_delphinidae_whistles
95	Spectrogram 1	1	F_D07_20231011_171200.WAV	F_D07_20231011_171200.WAV	1463.403601045	1464.861375887	6996.226	20173.585	20062.5	2023-10-11 17:12:29.4036	2023-10-11 17:12:30.8614	1.4578	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_95_delphinidae_whistles
96	Spectrogram 1	1	F_D07_20231011_171200.WAV	F_D07_20231011_171200.WAV	1465.392067124	1466.849841966	7177.358	20354.717	20250	2023-10-11 17:12:31.3921	2023-10-11 17:12:32.8498	1.4578	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_96_delphinidae_whistles
97	Spectrogram 1	1	F_D07_20231011_171200.WAV	F_D07_20231011_171200.WAV	1486.390058682	1487.847833524	6090.566	19267.925	12562.5	2023-10-11 17:12:52.3901	2023-10-11 17:12:53.8478	1.4578	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_97_delphinidae_whistles
98	Spectrogram 1	1	F_D07_20231011_171200.WAV	F_D07_20231011_171200.WAV	1488.709517242	1491.329339329	6633.962	19811.321	12562.5	2023-10-11 17:12:54.7095	2023-10-11 17:12:57.3293	2.6198	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_98_delphinidae_whistles
99	Spectrogram 1	1	F_D07_20231011_171200.WAV	F_D07_20231011_171200.WAV	1492.044621558	1493.5023964	7358.491	20535.849	20437.5	2023-10-11 17:12:58.0446	2023-10-11 17:12:59.5024	1.4578	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_99_delphinidae_whistles
100	Spectrogram 1	1	F_D07_20231011_171600.WAV	F_D07_20231011_171600.WAV	1496.056219785	1501.022391002	7109.434	27713.208	22875	2023-10-11 17:16:02.0562	2023-10-11 17:16:07.0224	4.9662	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_100_delphinidae_whistles
101	Spectrogram 1	1	F_D07_20231011_171600.WAV	F_D07_20231011_171600.WAV	1526.053341441	1527.511116283	7539.623	20716.981	16875	2023-10-11 17:16:32.0533	2023-10-11 17:16:33.5111	1.4578	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_101_delphinidae_whistles
102	Spectrogram 1	1	F_D07_20231011_172800.WAV	F_D07_20231011_172800.WAV	1575.685625906	1577.143400748	6090.566	19267.925	13125	2023-10-11 17:28:21.6856	2023-10-11 17:28:23.1434	1.4578	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_102_delphinidae_whistles
103	Spectrogram 1	1	F_D07_20231011_172800.WAV	F_D07_20231011_172800.WAV	1589.474261525	1590.932036367	5909.434	19086.792	12937.5	2023-10-11 17:28:35.4743	2023-10-11 17:28:36.932	1.4578	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_103_delphinidae_whistles
104	Spectrogram 1	1	F_D07_20231011_172800.WAV	F_D07_20231011_172800.WAV	1594.667829685	1596.125604527	6996.226	20173.585	12562.5	2023-10-11 17:28:40.6678	2023-10-11 17:28:42.1256	1.4578	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_104_delphinidae_whistles
105	Spectrogram 1	1	F_D07_20231011_172800.WAV	F_D07_20231011_172800.WAV	1597.226992189	1597.901048486	5433.962	19449.057	14062.5	2023-10-11 17:28:43.227	2023-10-11 17:28:43.901	0.6741	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_105_delphinidae_whistles
106	Spectrogram 1	1	F_D07_20231011_172800.WAV	F_D07_20231011_172800.WAV	1600.255968628	1601.776872198	6452.83	27350.943	15000	2023-10-11 17:28:46.256	2023-10-11 17:28:47.7769	1.5209	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_106_delphinidae_whistles
107	Spectrogram 1	1	F_D07_20231011_172800.WAV	F_D07_20231011_172800.WAV	1602.792839614	1605.170356397	6271.698	19449.057	15375	2023-10-11 17:28:48.7928	2023-10-11 17:28:51.1704	2.3775	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_107_delphinidae_whistles
108	Spectrogram 1	1	F_D07_20231011_172800.WAV	F_D07_20231011_172800.WAV	1612.495256458	1613.9530313	6815.094	19992.453	14250	2023-10-11 17:28:58.4953	2023-10-11 17:28:59.953	1.4578	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_108_delphinidae_whistles
109	Spectrogram 1	1	F_D07_20231011_173200.WAV	F_D07_20231011_173200.WAV	1622.807166501	1623.603459552	6305.66	19052.83	12937.5	2023-10-11 17:32:08.8072	2023-10-11 17:32:09.6035	0.7963	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_109_delphinidae_whistles
110	Spectrogram 1	1	F_D07_20231011_173200.WAV	F_D07_20231011_173200.WAV	1625.216917766	1626.013210817	6849.057	19596.226	12750	2023-10-11 17:32:11.2169	2023-10-11 17:32:12.0132	0.7963	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_110_delphinidae_whistles
111	Spectrogram 1	1	F_D07_20231011_173200.WAV	F_D07_20231011_173200.WAV	1629.255638417	1630.051931467	6667.925	19415.094	12937.5	2023-10-11 17:32:15.2556	2023-10-11 17:32:16.0519	0.7963	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_111_delphinidae_whistles
112	Spectrogram 1	1	F_D07_20231011_173200.WAV	F_D07_20231011_173200.WAV	1631.338423805	1632.134716855	6305.66	19052.83	12375	2023-10-11 17:32:17.3384	2023-10-11 17:32:18.1347	0.7963	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_112_delphinidae_whistles
113	Spectrogram 1	1	F_D07_20231011_173200.WAV	F_D07_20231011_173200.WAV	1634.82104801	1635.61734106	6305.66	19052.83	12562.5	2023-10-11 17:32:20.821	2023-10-11 17:32:21.6173	0.7963	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_113_delphinidae_whistles
114	Spectrogram 1	1	F_D07_20231011_173200.WAV	F_D07_20231011_173200.WAV	1638.540877263	1639.337170314	6305.66	19052.83	9937.5	2023-10-11 17:32:24.5409	2023-10-11 17:32:25.3372	0.7963	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_114_delphinidae_whistles
115	Spectrogram 1	1	F_D07_20231011_173200.WAV	F_D07_20231011_173200.WAV	1640.630451786	1641.426744837	6305.66	19052.83	12937.5	2023-10-11 17:32:26.6305	2023-10-11 17:32:27.4267	0.7963	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_115_delphinidae_whistles
116	Spectrogram 1	1	F_D07_20231011_173200.WAV	F_D07_20231011_173200.WAV	1643.444636829	1644.24092988	6305.66	19052.83	12562.5	2023-10-11 17:32:29.4446	2023-10-11 17:32:30.2409	0.7963	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_116_delphinidae_whistles
117	Spectrogram 1	1	F_D07_20231011_173200.WAV	F_D07_20231011_173200.WAV	1645.101691894	1645.897984945	6305.66	19052.83	12750	2023-10-11 17:32:31.1017	2023-10-11 17:32:31.898	0.7963	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_117_delphinidae_whistles
118	Spectrogram 1	1	F_D07_20231011_173200.WAV	F_D07_20231011_173200.WAV	1646.721931805	1647.625620553	6849.057	21192.453	12562.5	2023-10-11 17:32:32.7219	2023-10-11 17:32:33.6256	0.9037	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_118_delphinidae_whistles
119	Spectrogram 1	1	F_D07_20231011_173200.WAV	F_D07_20231011_173200.WAV	1648.474478179	1651.11947903	4675.472	19743.396	12937.5	2023-10-11 17:32:34.4745	2023-10-11 17:32:37.1195	2.645	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_119_delphinidae_whistles
120	Spectrogram 1	1	F_D07_20231011_173200.WAV	F_D07_20231011_173200.WAV	1651.938927153	1652.735220204	6305.66	19052.83	12562.5	2023-10-11 17:32:37.9389	2023-10-11 17:32:38.7352	0.7963	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_120_delphinidae_whistles
121	Spectrogram 1	1	F_D07_20231011_173200.WAV	F_D07_20231011_173200.WAV	1653.36567965	1654.297454078	6486.792	19743.396	12562.5	2023-10-11 17:32:39.3657	2023-10-11 17:32:40.2975	0.9318	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_121_delphinidae_whistles
122	Spectrogram 1	1	F_D07_20231011_173200.WAV	F_D07_20231011_173200.WAV	1654.809283554	1655.673652352	5762.264	20830.189	12937.5	2023-10-11 17:32:40.8093	2023-10-11 17:32:41.6737	0.8644	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_122_delphinidae_whistles
123	Spectrogram 1	1	F_D07_20231011_173200.WAV	F_D07_20231011_173200.WAV	1656.915709485	1657.712002535	6305.66	19052.83	14062.5	2023-10-11 17:32:42.9157	2023-10-11 17:32:43.712	0.7963	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_123_delphinidae_whistles
124	Spectrogram 1	1	F_D07_20231011_173200.WAV	F_D07_20231011_173200.WAV	1661.935597297	1662.731890348	6305.66	19052.83	12750	2023-10-11 17:32:47.9356	2023-10-11 17:32:48.7319	0.7963	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_124_delphinidae_whistles
125	Spectrogram 1	1	F_D07_20231011_173200.WAV	F_D07_20231011_173200.WAV	1663.16575004	1663.962043091	6305.66	19052.83	12937.5	2023-10-11 17:32:49.1658	2023-10-11 17:32:49.962	0.7963	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_125_delphinidae_whistles
126	Spectrogram 1	1	F_D07_20231011_173200.WAV	F_D07_20231011_173200.WAV	1664.435222734	1665.231515785	6305.66	19052.83	12750	2023-10-11 17:32:50.4352	2023-10-11 17:32:51.2315	0.7963	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_126_delphinidae_whistles
127	Spectrogram 1	1	F_D07_20231011_173200.WAV	F_D07_20231011_173200.WAV	1665.85074096	1666.647034011	6305.66	21554.717	13687.5	2023-10-11 17:32:51.8507	2023-10-11 17:32:52.647	0.7963	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_127_delphinidae_whistles
128	Spectrogram 1	1	F_D07_20231011_173200.WAV	F_D07_20231011_173200.WAV	1667.103362246	1667.899655297	6305.66	19052.83	12562.5	2023-10-11 17:32:53.1034	2023-10-11 17:32:53.8997	0.7963	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_128_delphinidae_whistles
129	Spectrogram 1	1	F_D07_20231011_173200.WAV	F_D07_20231011_173200.WAV	1668.350366397	1669.146659448	6305.66	19052.83	12937.5	2023-10-11 17:32:54.3504	2023-10-11 17:32:55.1467	0.7963	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_129_delphinidae_whistles
130	Spectrogram 1	1	F_D07_20231011_173200.WAV	F_D07_20231011_173200.WAV	1669.715382463	1670.511675513	6849.057	19596.226	14062.5	2023-10-11 17:32:55.7154	2023-10-11 17:32:56.5117	0.7963	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_130_delphinidae_whistles
131	Spectrogram 1	1	F_D07_20231011_173200.WAV	F_D07_20231011_173200.WAV	1671.243243404	1672.039536455	6305.66	19052.83	12937.5	2023-10-11 17:32:57.2432	2023-10-11 17:32:58.0395	0.7963	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_131_delphinidae_whistles
132	Spectrogram 1	1	F_D07_20231011_173200.WAV	F_D07_20231011_173200.WAV	1672.787955753	1673.584248804	6305.66	19052.83	12750	2023-10-11 17:32:58.788	2023-10-11 17:32:59.5842	0.7963	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_132_delphinidae_whistles
133	Spectrogram 1	1	F_D07_20231011_173600.WAV	F_D07_20231011_173600.WAV	1674.735218212	1675.531511263	6305.66	19052.83	12750	2023-10-11 17:36:00.7352	2023-10-11 17:36:01.5315	0.7963	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_133_delphinidae_whistles
134	Spectrogram 1	1	F_D07_20231011_173600.WAV	F_D07_20231011_173600.WAV	1675.82494256	1676.621235611	6305.66	19052.83	12375	2023-10-11 17:36:01.8249	2023-10-11 17:36:02.6212	0.7963	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_134_delphinidae_whistles
135	Spectrogram 1	1	F_D07_20231011_173600.WAV	F_D07_20231011_174800.WAV	1676.988392904	1890.904780659	9024	48000	21937.5	2023-10-11 17:36:02.9884	2023-10-11 17:48:36.9048	213.9164	clicks	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_135_delphinidae_clicks
136	Spectrogram 1	1	F_D07_20231011_173600.WAV	F_D07_20231011_173600.WAV	1683.232781921	1684.029074972	6305.66	19052.83	18375	2023-10-11 17:36:09.2328	2023-10-11 17:36:10.0291	0.7963	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_136_delphinidae_whistles
137	Spectrogram 1	1	F_D07_20231011_173600.WAV	F_D07_20231011_173600.WAV	1684.446083257	1685.242376307	6305.66	19052.83	12375	2023-10-11 17:36:10.4461	2023-10-11 17:36:11.2424	0.7963	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_137_delphinidae_whistles
138	Spectrogram 1	1	F_D07_20231011_173600.WAV	F_D07_20231011_173600.WAV	1685.552659012	1686.348952063	6305.66	19052.83	13687.5	2023-10-11 17:36:11.5527	2023-10-11 17:36:12.349	0.7963	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_138_delphinidae_whistles
139	Spectrogram 1	1	F_D07_20231011_173600.WAV	F_D07_20231011_173600.WAV	1686.799663163	1687.595956214	6305.66	19052.83	13125	2023-10-11 17:36:12.7997	2023-10-11 17:36:13.596	0.7963	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_139_delphinidae_whistles
140	Spectrogram 1	1	F_D07_20231011_173600.WAV	F_D07_20231011_173600.WAV	1698.133211631	1698.929504682	6305.66	19052.83	12562.5	2023-10-11 17:36:24.1332	2023-10-11 17:36:24.9295	0.7963	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_140_delphinidae_whistles
141	Spectrogram 1	1	F_D07_20231011_173600.WAV	F_D07_20231011_173600.WAV	1709.131676901	1709.927969952	6305.66	19052.83	12937.5	2023-10-11 17:36:35.1317	2023-10-11 17:36:35.928	0.7963	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_141_delphinidae_whistles
142	Spectrogram 1	1	F_D07_20231011_173600.WAV	F_D07_20231011_173600.WAV	1710.187698434	1710.983991485	6305.66	19052.83	13687.5	2023-10-11 17:36:36.1877	2023-10-11 17:36:36.984	0.7963	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_142_delphinidae_whistles
143	Spectrogram 1	1	F_D07_20231011_173600.WAV	F_D07_20231011_173600.WAV	1711.327977004	1712.124270055	6305.66	19052.83	12562.5	2023-10-11 17:36:37.328	2023-10-11 17:36:38.1243	0.7963	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_143_delphinidae_whistles
144	Spectrogram 1	1	F_D07_20231011_173600.WAV	F_D07_20231011_173600.WAV	1712.558129748	1713.354422798	6305.66	19052.83	12750	2023-10-11 17:36:38.5581	2023-10-11 17:36:39.3544	0.7963	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_144_delphinidae_whistles
145	Spectrogram 1	1	F_D07_20231011_173600.WAV	F_D07_20231011_173600.WAV	1713.934328022	1714.730621073	6305.66	19052.83	12750	2023-10-11 17:36:39.9343	2023-10-11 17:36:40.7306	0.7963	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_145_delphinidae_whistles
146	Spectrogram 1	1	F_D07_20231011_173600.WAV	F_D07_20231011_173600.WAV	1715.22626926	1716.030941729	6305.66	20830.189	13687.5	2023-10-11 17:36:41.2263	2023-10-11 17:36:42.0309	0.8047	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_146_delphinidae_whistles
147	Spectrogram 1	1	F_D07_20231011_173600.WAV	F_D07_20231011_173600.WAV	1716.549815768	1717.388191052	7228.302	24650.943	12562.5	2023-10-11 17:36:42.5498	2023-10-11 17:36:43.3882	0.8384	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_147_delphinidae_whistles
148	Spectrogram 1	1	F_D07_20231011_173600.WAV	F_D07_20231011_173600.WAV	1717.85156385	1718.647856901	7573.585	20320.755	10125	2023-10-11 17:36:43.8516	2023-10-11 17:36:44.6479	0.7963	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_148_delphinidae_whistles
149	Spectrogram 1	1	F_D07_20231011_173600.WAV	F_D07_20231011_173600.WAV	1719.289550619	1720.142685145	6305.66	21192.453	16875	2023-10-11 17:36:45.2896	2023-10-11 17:36:46.1427	0.8531	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_149_delphinidae_whistles
150	Spectrogram 1	1	F_D07_20231011_173600.WAV	F_D07_20231011_173600.WAV	1720.845497239	1721.687397494	6305.66	22460.377	21937.5	2023-10-11 17:36:46.8455	2023-10-11 17:36:47.6874	0.8419	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_150_delphinidae_whistles
151	Spectrogram 1	1	F_D07_20231011_173600.WAV	F_D07_20231011_173600.WAV	1722.889799617	1723.731699872	7137.736	23292.453	23250	2023-10-11 17:36:48.8898	2023-10-11 17:36:49.7317	0.8419	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_151_delphinidae_whistles
152	Spectrogram 1	1	F_D07_20231011_173600.WAV	F_D07_20231011_173600.WAV	1733.527617095	1733.982270037	6413.208	22567.925	12750	2023-10-11 17:36:59.5276	2023-10-11 17:36:59.9823	0.4547	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_152_delphinidae_whistles
153	Spectrogram 1	1	F_D07_20231011_174000.WAV	F_D07_20231011_174000.WAV	1774.682147316	1775.52404757	3877.358	20032.075	19500	2023-10-11 17:40:40.6821	2023-10-11 17:40:41.524	0.8419	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_153_delphinidae_whistles
154	Spectrogram 1	1	F_D07_20231011_174000.WAV	F_D07_20231011_174000.WAV	1789.645485209	1790.487385464	3877.358	20032.075	19312.5	2023-10-11 17:40:55.6455	2023-10-11 17:40:56.4874	0.8419	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_154_delphinidae_whistles
155	Spectrogram 1	1	F_D07_20231011_174000.WAV	F_D07_20231011_174000.WAV	1792.982063883	1793.823964138	4783.019	20937.736	20625	2023-10-11 17:40:58.9821	2023-10-11 17:40:59.824	0.8419	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_155_delphinidae_whistles
156	Spectrogram 1	1	F_D07_20231011_174800.WAV	F_D07_20231011_174800.WAV	1854.778981331	1856.194164497	5507.547	23547.17	14250	2023-10-11 17:48:00.779	2023-10-11 17:48:02.1942	1.4152	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_156_delphinidae_whistles
157	Spectrogram 1	1	F_D07_20231011_174800.WAV	F_D07_20231011_174800.WAV	1856.04266936	1857.457852526	5289.623	23329.245	14250	2023-10-11 17:48:02.0427	2023-10-11 17:48:03.4579	1.4152	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_157_delphinidae_whistles
158	Spectrogram 1	1	F_D07_20231011_174800.WAV	F_D07_20231011_174800.WAV	1857.312142054	1858.72732522	5108.491	23148.113	12750	2023-10-11 17:48:03.3121	2023-10-11 17:48:04.7273	1.4152	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_158_delphinidae_whistles
159	Spectrogram 1	1	F_D07_20231011_174800.WAV	F_D07_20231011_174800.WAV	1858.519826254	1859.93500942	4746.226	22785.849	12937.5	2023-10-11 17:48:04.5198	2023-10-11 17:48:05.935	1.4152	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_159_delphinidae_whistles
160	Spectrogram 1	1	F_D07_20231011_180800.WAV	F_D07_20231011_180800.WAV	2066.54004351	2068.56766201	5507.547	23547.17	12937.5	2023-10-11 18:08:32.54	2023-10-11 18:08:34.5677	2.0276	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_160_delphinidae_whistles
161	Spectrogram 1	1	F_D07_20231011_180800.WAV	F_D07_20231011_180800.WAV	2069.417665003	2071.445283503	5470.755	23510.377	12562.5	2023-10-11 18:08:35.4177	2023-10-11 18:08:37.4453	2.0276	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_161_delphinidae_whistles
162	Spectrogram 1	1	F_D07_20231011_180800.WAV	F_D07_20231011_180800.WAV	2071.445451032	2073.473069532	6195.283	24234.906	14250	2023-10-11 18:08:37.4455	2023-10-11 18:08:39.4731	2.0276	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_162_delphinidae_whistles
163	Spectrogram 1	1	F_D07_20231011_180800.WAV	F_D07_20231011_180800.WAV	2073.512557012	2075.540175512	4927.358	22966.981	14250	2023-10-11 18:08:39.5126	2023-10-11 18:08:41.5402	2.0276	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_163_delphinidae_whistles
164	Spectrogram 1	1	F_D07_20231011_180800.WAV	F_D07_20231011_180800.WAV	2075.590394091	2077.618012591	4383.962	22423.585	13875	2023-10-11 18:08:41.5904	2023-10-11 18:08:43.618	2.0276	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_164_delphinidae_whistles
165	Spectrogram 1	1	F_D07_20231011_180800.WAV	F_D07_20231011_180800.WAV	2077.612562984	2079.640181484	4565.094	22604.717	15375	2023-10-11 18:08:43.6126	2023-10-11 18:08:45.6402	2.0276	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_165_delphinidae_whistles
166	Spectrogram 1	1	F_D07_20231011_180800.WAV	F_D07_20231011_180800.WAV	2079.645966149	2081.673584649	5470.755	23510.377	12937.5	2023-10-11 18:08:45.646	2023-10-11 18:08:47.6736	2.0276	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_166_delphinidae_whistles
167	Spectrogram 1	1	F_D07_20231011_180800.WAV	F_D07_20231011_180800.WAV	2082.337868769	2084.365487268	4746.226	22785.849	14062.5	2023-10-11 18:08:48.3379	2023-10-11 18:08:50.3655	2.0276	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_167_delphinidae_whistles
168	Spectrogram 1	1	F_D07_20231011_180800.WAV	F_D07_20231011_180800.WAV	2084.489231786	2086.516850285	5470.755	23510.377	6187.5	2023-10-11 18:08:50.4892	2023-10-11 18:08:52.5169	2.0276	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_168_delphinidae_whistles
169	Spectrogram 1	1	F_D07_20231011_184400.WAV	F_D07_20231011_184400.WAV	2096.868948011	2098.896566511	2934.906	20974.528	12750	2023-10-11 18:44:02.8689	2023-10-11 18:44:04.8966	2.0276	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_169_delphinidae_whistles
170	Spectrogram 1	1	F_D07_20231011_184400.WAV	F_D07_20231011_184400.WAV	2099.683133054	2101.710751554	4927.358	22966.981	12562.5	2023-10-11 18:44:05.6831	2023-10-11 18:44:07.7108	2.0276	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_170_delphinidae_whistles
171	Spectrogram 1	1	F_D07_20231011_184400.WAV	F_D07_20231011_184400.WAV	2113.183567513	2115.211186012	5507.547	23547.17	12937.5	2023-10-11 18:44:19.1836	2023-10-11 18:44:21.2112	2.0276	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_171_delphinidae_whistles
172	Spectrogram 1	1	F_D07_20231011_184400.WAV	F_D07_20231011_184400.WAV	2116.497677643	2118.525296143	5507.547	23547.17	12750	2023-10-11 18:44:22.4977	2023-10-11 18:44:24.5253	2.0276	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_172_delphinidae_whistles
173	Spectrogram 1	1	F_D07_20231011_184800.WAV	F_D07_20231011_190800.WAV	2187.295708786	2333.303049317	6912	46464	20625	2023-10-11 18:48:33.2957	2023-10-11 19:08:59.303	146.0073	clicks	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_173_delphinidae_clicks
174	Spectrogram 1	1	F_D07_20231011_185600.WAV	F_D07_20231011_185600.WAV	2236.980620651	2238.075962135	5796.226	23547.17	14062.5	2023-10-11 18:56:22.9806	2023-10-11 18:56:24.076	1.0953	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_174_delphinidae_whistles
175	Spectrogram 1	1	F_D07_20231011_185600.WAV	F_D07_20231011_185600.WAV	2239.709186255	2240.779166863	6158.491	22460.377	12562.5	2023-10-11 18:56:25.7092	2023-10-11 18:56:26.7792	1.07	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_175_delphinidae_whistles
176	Spectrogram 1	1	F_D07_20231011_203200.WAV	F_D07_20231011_203200.WAV	2397.723016009	2399.448839105	3803.774	22460.377	12750	2023-10-11 20:32:03.723	2023-10-11 20:32:05.4488	1.7258	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_176_delphinidae_whistles
