Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Begin File	Begin Date Time	File Offset (s)	Annotation
526	Spectrogram 1	1	1509.075155528	1509.919768042	6420.664	17003.690	0.8446	10583.026	-94.30	STAR031120-110812.wav	1509.0752	40.3751	Whistle
527	Spectrogram 1	1	1512.912119671	1514.126752906	9254.613	17667.897	1.2146	8413.284	-93.55	STAR031120-110812.wav	1512.9121	44.2121	Whistle
528	Spectrogram 1	1	1517.271929898	1518.225135450	6952.030	16870.849	0.9532	9918.819	-91.78	STAR031120-110812.wav	1517.2719	48.5719	Whistle
529	Spectrogram 1	1	1520.521677963	1521.836860307	10095.941	17047.970	1.3152	6952.029	-95.83	STAR031120-110812.wav	1520.5217	51.8217	Bout
530	Spectrogram 1	1	1521.933387452	1522.773978002	7306.273	15232.472	0.8406	7926.199	-97.32	STAR031120-110812.wav	1521.9334	53.2334	Whistle
531	Spectrogram 1	1	1525.110740159	1525.581309988	9476.015	13638.376	0.4706	4162.361	-100.45	STAR031120-110812.wav	1525.1107	56.4108	Whistle
532	Spectrogram 1	1	1525.585331952	1527.001063405	5756.458	17313.653	1.4157	11557.195	-91.23	STAR031120-110812.wav	1525.5853	56.8853	Bout
533	Spectrogram 1	1	1527.169985908	1527.427391627	9431.734	15055.351	0.2574	5623.617	-99.37	STAR031120-110812.wav	1527.1700	58.4700	Whistle
534	Spectrogram 1	1	1527.704907167	1527.901983421	7837.638	16959.410	0.1971	9121.772	-98.39	STAR031120-110812.wav	1527.7049	59.0049	Whistle
535	Spectrogram 1	1	1528.191564854	1528.814969329	5889.299	8590.406	0.6234	2701.107	-94.62	STAR031120-110812.wav	1528.1916	59.4916	Whistle
536	Spectrogram 1	1	1530.101998789	1530.423755938	7837.638	14966.790	0.3218	7129.152	-100.45	STAR031120-110812.wav	1530.1020	61.4020	Whistle
537	Spectrogram 1	1	1530.761600944	1530.813886480	10273.063	14833.948	0.0523	4560.885	-99.68	STAR031120-110812.wav	1530.7616	62.0616	Whistle
538	Spectrogram 1	1	1531.127599700	1532.442782044	4915.129	19793.358	1.3152	14878.229	-98.73	STAR031120-110812.wav	1531.1276	62.4276	Whistle
539	Spectrogram 1	1	1533.138581877	1533.621217599	8191.882	13062.731	0.4826	4870.849	-101.42	STAR031120-110812.wav	1533.1386	64.4386	Whistle
540	Spectrogram 1	1	1534.755412414	1535.628178679	5180.812	12487.085	0.8728	7306.273	-98.66	STAR031120-110812.wav	1534.7554	66.0554	Whistle
541	Spectrogram 1	1	1547.034472189	1547.484932197	6420.664	14612.546	0.4505	8191.882	-98.34	STAR031120-110812.wav	1547.0345	78.3345	Whistle
542	Spectrogram 1	1	1550.517493320	1551.197205296	3763.838	9077.491	0.6797	5313.653	-89.48	STAR031120-110812.wav	1550.5175	81.8175	Whistle
543	Spectrogram 1	1	1552.061928499	1552.604893687	6332.103	7881.919	0.5430	1549.816	-87.65	STAR031120-110812.wav	1552.0619	83.3619	Whistle
544	Spectrogram 1	1	1552.717508689	1553.493747810	7261.993	9476.015	0.7762	2214.022	-95.96	STAR031120-110812.wav	1552.7175	84.0175	Bout
545	Spectrogram 1	1	1554.105086391	1554.784798367	4029.520	15276.753	0.6797	11247.233	-97.40	STAR031120-110812.wav	1554.1051	85.4051	Whistle
546	Spectrogram 1	1	1556.152267115	1556.594683194	7483.395	8501.845	0.4424	1018.450	-95.79	STAR031120-110812.wav	1556.1523	87.4523	Whistle
547	Spectrogram 1	1	1561.867479329	1562.728179701	7483.395	9476.015	0.8607	1992.620	-94.32	STAR031120-110812.wav	1561.8675	93.1675	Whistle
548	Spectrogram 1	1	1563.962922758	1564.538063661	6730.627	10317.343	0.5751	3586.716	-96.38	STAR031120-110812.wav	1563.9629	95.2629	Whistle
549	Spectrogram 1	1	1564.891997391	1565.370611149	5357.934	10361.624	0.4786	5003.690	-92.41	STAR031120-110812.wav	1564.8920	96.1920	Whistle
550	Spectrogram 1	1	1566.565134562	1567.075924035	4738.007	10405.904	0.5108	5667.897	-95.62	STAR031120-110812.wav	1566.5651	97.8651	Whistle
551	Spectrogram 1	1	1568.234249769	1568.753083171	6464.945	10361.624	0.5188	3896.679	-95.61	STAR031120-110812.wav	1568.2342	99.5343	Whistle
552	Spectrogram 1	1	1571.488019799	1572.135556060	5933.579	10405.904	0.6475	4472.325	-94.22	STAR031120-110812.wav	1571.4880	102.7880	Whistle
553	Spectrogram 1	1	1575.694995381	1575.819676276	10671.587	13107.011	0.1247	2435.424	-100.80	STAR031120-110812.wav	1575.6950	106.9950	Whistle
554	Spectrogram 1	1	1576.712552363	1577.508901305	7527.675	9298.893	0.7963	1771.218	-94.94	STAR031120-111000.wav	1576.7126	0.4926	Whistle
555	Spectrogram 1	1	1581.824469924	1582.484072078	7571.956	12044.280	0.6596	4472.324	-98.90	STAR031120-111000.wav	1581.8245	5.6045	Whistle
556	Spectrogram 1	1	1583.135631171	1583.525761713	8236.162	10273.063	0.3901	2036.901	-97.12	STAR031120-111000.wav	1583.1356	6.9156	Whistle
557	Spectrogram 1	1	1584.603648160	1584.973668880	8324.723	10892.989	0.3700	2568.266	-99.49	STAR031120-111000.wav	1584.6036	8.3836	Whistle
558	Spectrogram 1	1	1585.661424785	1586.252653545	8900.369	13195.572	0.5912	4295.203	-99.28	STAR031120-111000.wav	1585.6614	9.4414	Whistle
559	Spectrogram 1	1	1588.915194815	1589.574796969	9431.734	15011.070	0.6596	5579.336	-99.10	STAR031120-111000.wav	1588.9152	12.6952	Whistle
560	Spectrogram 1	1	1589.381742680	1589.771873222	5490.775	8280.443	0.3901	2789.668	-93.84	STAR031120-111000.wav	1589.3817	13.1617	Whistle
561	Spectrogram 1	1	1590.528002521	1591.002594315	5092.251	9874.539	0.4746	4782.288	-97.78	STAR031120-111000.wav	1590.5280	14.3080	Whistle
562	Spectrogram 1	1	1592.080481629	1592.551051458	5667.897	9697.417	0.4706	4029.520	-98.27	STAR031120-111000.wav	1592.0805	15.8605	Whistle
563	Spectrogram 1	1	1593.681223442	1593.934607196	6553.506	7306.273	0.2534	752.767	-96.22	STAR031120-111000.wav	1593.6812	17.4612	Whistle
564	Spectrogram 1	1	1595.406646150	1595.760579013	5225.092	9431.734	0.3539	4206.642	-96.69	STAR031120-111000.wav	1595.4066	19.1866	Whistle
565	Spectrogram 1	1	1599.883093343	1600.216916385	6243.542	7173.432	0.3338	929.890	-93.83	STAR031120-111000.wav	1599.8831	23.6631	Whistle
566	Spectrogram 1	1	1602.843259975	1603.189148910	5977.860	7439.114	0.3459	1461.254	-89.24	STAR031120-111000.wav	1602.8433	26.6232	Whistle
567	Spectrogram 1	1	1604.138332497	1604.858264117	6154.982	10184.502	0.7199	4029.520	-96.53	STAR031120-111000.wav	1604.1383	27.9183	Whistle
568	Spectrogram 1	1	1609.386997714	1609.668535219	6199.262	7616.236	0.2815	1416.974	-93.15	STAR031120-111000.wav	1609.3870	33.1670	Whistle
569	Spectrogram 1	1	1610.943497919	1611.478419178	8059.041	9741.697	0.5349	1682.656	-98.03	STAR031120-111000.wav	1610.9435	34.7235	Whistle
570	Spectrogram 1	1	1612.902194559	1613.618104214	6199.262	10273.063	0.7159	4073.801	-94.86	STAR031120-111000.wav	1612.9022	36.6822	Whistle
571	Spectrogram 1	1	1614.969485105	1615.206781001	8678.967	9520.295	0.2373	841.328	-94.40	STAR031120-111000.wav	1614.9695	38.7495	Whistle
572	Spectrogram 1	1	1617.173521571	1617.583761935	6287.823	7350.554	0.4102	1062.731	-93.16	STAR031120-111000.wav	1617.1735	40.9535	Whistle
573	Spectrogram 1	1	1619.980853557	1620.262391062	6996.310	13461.255	0.2815	6464.945	-98.78	STAR031120-111000.wav	1619.9809	43.7609	Bout
574	Spectrogram 1	1	1620.901883394	1621.042652147	6819.188	13505.535	0.1408	6686.347	-98.65	STAR031120-111000.wav	1620.9019	44.6819	Whistle
575	Spectrogram 1	1	1632.835054235	1633.542919961	7306.273	9343.173	0.7079	2036.900	-96.91	STAR031120-111050.wav	1632.8351	11.7851	Whistle
576	Spectrogram 1	1	1647.386523870	1648.178850848	9033.210	19749.077	0.7923	10715.867	-97.72	STAR031120-111050.wav	1647.3865	26.3365	Whistle
577	Spectrogram 1	1	1648.379949066	1648.729859964	8988.930	12309.963	0.3499	3321.033	-93.08	STAR031120-111050.wav	1648.3799	27.3300	Whistle
578	Spectrogram 1	1	1650.382888181	1650.575942470	6597.786	8103.321	0.1931	1505.535	-93.86	STAR031120-111050.wav	1650.3829	29.3329	Whistle
579	Spectrogram 1	1	1653.206307158	1653.761338239	6642.066	9520.295	0.5550	2878.229	-93.36	STAR031120-111050.wav	1653.2063	32.1563	Whistle
580	Spectrogram 1	1	1658.732487915	1658.989893633	9166.052	10184.502	0.2574	1018.450	-96.98	STAR031120-111050.wav	1658.7325	37.6825	Whistle
581	Spectrogram 1	1	1662.219537776	1662.951535288	4383.764	11247.232	0.7320	6863.468	-94.28	STAR031120-111050.wav	1662.2195	41.1695	Whistle
582	Spectrogram 1	1	1664.777507972	1665.630164415	4915.129	15055.351	0.8527	10140.222	-95.04	STAR031120-111050.wav	1664.7775	43.7275	Bout
583	Spectrogram 1	1	1665.702559774	1665.815174776	8988.930	12841.328	0.1126	3852.398	-96.57	STAR031120-111050.wav	1665.7026	44.6526	Whistle
584	Spectrogram 1	1	1665.907679956	1667.166554799	3852.399	14612.546	1.2589	10760.147	-94.19	STAR031120-111050.wav	1665.9077	44.8577	Whistle
585	Spectrogram 1	1	1667.970947670	1669.044812152	4383.764	14612.546	1.0739	10228.782	-94.19	STAR031120-111050.wav	1667.9709	46.9209	Whistle
586	Spectrogram 1	1	1670.738060012	1671.719419315	5180.812	13638.376	0.9814	8457.564	-96.17	STAR031120-111050.wav	1670.7381	49.6881	Whistle
587	Spectrogram 1	1	1689.906745593	1691.302367224	5180.812	13372.694	1.3956	8191.882	-89.18	STAR031120-111231.wav	1689.9067	1.1067	Whistle
588	Spectrogram 1	1	1692.010233818	1693.297262411	5047.970	13239.852	1.2870	8191.882	-92.11	STAR031120-111231.wav	1692.0102	3.2102	Whistle
589	Spectrogram 1	1	1701.035523563	1701.248687674	8059.041	11601.476	0.2132	3542.435	-98.96	STAR031120-111231.wav	1701.0355	12.2355	Whistle
590	Spectrogram 1	1	1701.711213575	1702.028948759	9874.539	12398.524	0.3177	2523.985	-100.24	STAR031120-111231.wav	1701.7112	12.9112	Whistle
591	Spectrogram 1	1	1705.532080578	1705.616541830	7483.395	13107.011	0.0845	5623.616	-97.16	STAR031120-111231.wav	1705.5321	16.7321	Whistle
592	Spectrogram 1	1	1706.340495414	1706.613988990	6464.945	18464.945	0.2735	12000.000	-96.98	STAR031120-111231.wav	1706.3405	17.5405	Whistle
593	Spectrogram 1	1	1706.835197029	1706.899548459	8369.004	12841.328	0.0644	4472.324	-95.07	STAR031120-111231.wav	1706.8352	18.0352	Whistle
594	Spectrogram 1	1	1707.052383104	1707.350008466	6287.823	17977.860	0.2976	11690.037	-96.64	STAR031120-111231.wav	1707.0524	18.2524	Whistle
595	Spectrogram 1	1	1709.485672406	1709.714924374	7527.675	18686.347	0.2293	11158.672	-98.39	STAR031120-111231.wav	1709.4857	20.6857	Whistle
596	Spectrogram 1	1	1711.987334234	1713.149681932	5092.251	13505.535	1.1623	8413.284	-95.11	STAR031120-111231.wav	1711.9873	23.1873	Whistle
597	Spectrogram 1	1	1714.110932280	1714.899237294	5402.214	13638.376	0.7883	8236.162	-95.03	STAR031120-111231.wav	1714.1109	25.3109	Bout
598	Spectrogram 1	1	1714.931413009	1715.695586236	6863.469	13594.096	0.7642	6730.627	-96.32	STAR031120-111231.wav	1714.9314	26.1314	Whistle
599	Spectrogram 1	1	1715.699608200	1716.721187146	8369.004	16029.520	1.0216	7660.516	-96.84	STAR031120-111231.wav	1715.6996	26.8996	Whistle
600	Spectrogram 1	1	1716.761406790	1717.529601981	8103.321	16118.081	0.7682	8014.760	-94.20	STAR031120-111231.wav	1716.7614	27.9614	Whistle
601	Spectrogram 1	1	1717.513514124	1717.666348769	14302.583	18376.384	0.1528	4073.801	-96.99	STAR031120-111231.wav	1717.5135	28.7135	Whistle
602	Spectrogram 1	1	1717.778963771	1718.040391454	12177.122	17933.579	0.2614	5756.457	-93.90	STAR031120-111231.wav	1717.7790	28.9790	Whistle
603	Spectrogram 1	1	1718.144963395	1719.319376986	7527.675	17180.812	1.1744	9653.137	-95.69	STAR031120-111231.wav	1718.1450	29.3450	Bout
604	Spectrogram 1	1	1719.343508772	1720.208231108	8767.528	16073.801	0.8647	7306.273	-98.36	STAR031120-111231.wav	1719.3435	30.5435	Whistle
605	Spectrogram 1	1	1720.654669152	1720.948272550	15011.070	21476.015	0.2936	6464.945	-97.51	STAR031120-111231.wav	1720.6547	31.8547	Whistle
606	Spectrogram 1	1	1721.064909516	1722.359982038	8988.930	19793.358	1.2951	10804.428	-96.66	STAR031120-111231.wav	1721.0649	32.2649	Bout
607	Spectrogram 1	1	1722.380092727	1723.252858992	5535.055	15940.959	0.8728	10405.904	-97.13	STAR031120-111231.wav	1722.3801	33.5801	Bout
608	Spectrogram 1	1	1723.550484354	1723.803868108	7660.517	13461.255	0.2534	5800.738	-97.25	STAR031120-111231.wav	1723.5505	34.7505	Whistle
609	Spectrogram 1	1	1731.007208001	1732.302280523	8501.845	20413.284	1.2951	11911.439	-96.81	STAR031120-111231.wav	1731.0072	42.2072	Whistle
610	Spectrogram 1	1	1732.350544095	1732.648169458	10494.465	13461.255	0.2976	2966.790	-98.40	STAR031120-111231.wav	1732.3505	43.5505	Whistle
611	Spectrogram 1	1	1732.809048032	1732.917641069	11025.830	13018.450	0.1086	1992.620	-99.12	STAR031120-111231.wav	1732.8090	44.0090	Whistle
612	Spectrogram 1	1	1746.628520155	1746.906035695	11025.830	14169.742	0.2775	3143.912	-96.95	STAR031120-111231.wav	1746.6285	57.8285	Whistle
613	Spectrogram 1	1	1747.054848376	1747.360517667	10981.550	13726.937	0.3057	2745.387	-96.83	STAR031120-111231.wav	1747.0548	58.2549	Whistle
614	Spectrogram 1	1	1747.545528027	1747.706406602	11247.232	13461.255	0.1609	2214.023	-98.04	STAR031120-111231.wav	1747.5455	58.7455	Whistle
615	Spectrogram 1	1	1750.545914303	1751.269867887	10583.026	16560.886	0.7240	5977.860	-100.44	STAR031120-111231.wav	1750.5459	61.7459	Whistle
616	Spectrogram 1	1	1754.302429877	1755.468799540	10450.185	18022.140	1.1664	7571.955	-98.11	STAR031120-111231.wav	1754.3024	65.5024	Whistle
617	Spectrogram 1	1	1759.148897791	1759.997532270	10228.782	18110.701	0.8486	7881.919	-98.56	STAR031120-111231.wav	1759.1489	70.3489	Whistle
618	Spectrogram 1	1	1766.497028400	1767.253157699	5092.251	16738.007	0.7561	11645.756	-97.49	STAR031120-111438.wav	1766.4970	0.3470	Whistle
619	Spectrogram 1	1	1767.458277881	1767.788078958	10848.708	14391.144	0.3298	3542.436	-100.02	STAR031120-111438.wav	1767.4583	1.3083	Whistle
620	Spectrogram 1	1	1768.037440748	1768.805635940	5225.092	17180.812	0.7682	11955.720	-97.94	STAR031120-111438.wav	1768.0374	1.8874	Bout
621	Spectrogram 1	1	1769.340557199	1769.879500422	5136.531	13859.779	0.5389	8723.248	-96.09	STAR031120-111438.wav	1769.3406	3.1906	Whistle
622	Spectrogram 1	1	1770.458663289	1771.516439915	6332.103	17800.738	1.0578	11468.635	-99.19	STAR031120-111438.wav	1770.4587	4.3087	Bout
623	Spectrogram 1	1	1772.019186326	1772.316811688	5667.897	7749.077	0.2976	2081.180	-96.47	STAR031120-111438.wav	1772.0192	5.8692	Whistle
624	Spectrogram 1	1	1772.542041692	1772.883908662	8546.125	10273.063	0.3419	1726.938	-92.17	STAR031120-111438.wav	1772.5420	6.3920	Whistle
625	Spectrogram 1	1	1773.185555989	1774.050278325	10671.587	23380.074	0.8647	12708.487	-96.27	STAR031120-111438.wav	1773.1856	7.0356	Whistle
626	Spectrogram 1	1	1774.697814586	1775.148274594	5800.738	10583.026	0.4505	4782.288	-94.76	STAR031120-111438.wav	1774.6978	8.5478	Whistle
627	Spectrogram 1	1	1776.065283333	1777.014466921	10494.465	23601.476	0.9492	13107.011	-98.99	STAR031120-111438.wav	1776.0653	9.9153	Whistle
628	Spectrogram 1	1	1777.106972101	1778.176814619	7837.638	19483.395	1.0698	11645.757	-100.71	STAR031120-111438.wav	1777.1070	10.9570	Whistle
629	Spectrogram 1	1	1778.156704798	1778.780109273	5225.092	13549.815	0.6234	8324.723	-98.80	STAR031120-111438.wav	1778.1567	12.0067	Bout
630	Spectrogram 1	1	1779.166217851	1779.343184282	7350.554	9653.137	0.1770	2302.583	-100.86	STAR031120-111438.wav	1779.1662	13.0162	Whistle
631	Spectrogram 1	1	1779.528194642	1780.541729660	7881.919	23867.159	1.0135	15985.240	-97.78	STAR031120-111438.wav	1779.5282	13.3782	Bout
632	Spectrogram 1	1	1781.454716435	1781.599507152	8767.528	9741.697	0.1448	974.169	-98.97	STAR031120-111438.wav	1781.4547	15.3047	Whistle
633	Spectrogram 1	1	1782.387812166	1782.524558954	8280.443	11955.720	0.1367	3675.277	-99.34	STAR031120-111438.wav	1782.3878	16.2378	Whistle
634	Spectrogram 1	1	1782.814140387	1783.739192189	9121.771	18597.786	0.9251	9476.015	-100.50	STAR031120-111438.wav	1782.8141	16.6641	Whistle
635	Spectrogram 1	1	1783.883982905	1784.197696125	11025.830	16383.764	0.3137	5357.934	-100.28	STAR031120-111438.wav	1783.8840	17.7340	Bout
636	Spectrogram 1	1	1785.846702377	1786.075954346	9608.856	15542.435	0.2293	5933.579	-98.07	STAR031120-111438.wav	1785.8467	19.6967	Whistle
637	Spectrogram 1	1	1787.407224547	1788.255859026	10627.306	17800.738	0.8486	7173.432	-97.74	STAR031120-111438.wav	1787.4072	21.2572	Whistle
638	Spectrogram 1	1	1790.049655995	1791.147652263	8059.041	23645.756	1.0980	15586.715	-97.90	STAR031120-111500.wav	1790.0497	1.9296	Whistle
639	Spectrogram 1	1	1791.155696192	1791.445277626	10184.502	11734.317	0.2896	1549.815	-98.23	STAR031120-111500.wav	1791.1557	3.0357	Whistle
640	Spectrogram 1	1	1791.433211733	1792.165209245	13062.731	21077.491	0.7320	8014.760	-99.85	STAR031120-111500.wav	1791.4332	3.3132	Whistle
641	Spectrogram 1	1	1792.470878536	1792.989711938	5446.494	7970.480	0.5188	2523.986	-96.91	STAR031120-111500.wav	1792.4709	4.3509	Whistle
642	Spectrogram 1	1	1792.885140864	1793.086239082	8767.528	11955.720	0.2011	3188.192	-102.43	STAR031120-111500.wav	1792.8851	4.7651	Whistle
643	Spectrogram 1	1	1793.548764983	1793.862478203	8944.649	14922.509	0.3137	5977.860	-96.93	STAR031120-111500.wav	1793.5488	5.4288	Whistle
644	Spectrogram 1	1	1794.079665145	1794.349136757	11601.476	14833.948	0.2695	3232.472	-98.45	STAR031120-111500.wav	1794.0797	5.9597	Whistle
645	Spectrogram 1	1	1795.137441770	1795.873461247	10627.306	17667.897	0.7360	7040.591	-95.02	STAR031120-111500.wav	1795.1374	7.0174	Whistle
646	Spectrogram 1	1	1795.668341065	1795.845307496	8014.760	10494.465	0.1770	2479.705	-101.18	STAR031120-111500.wav	1795.6683	7.5483	Whistle
647	Spectrogram 1	1	1798.761232520	1799.026682168	7261.993	12664.207	0.2654	5402.214	-100.62	STAR031120-111500.wav	1798.7612	10.6412	Whistle
648	Spectrogram 1	1	1799.356483245	1799.469098247	8014.760	10450.185	0.1126	2435.425	-100.65	STAR031120-111500.wav	1799.3565	11.2365	Whistle
649	Spectrogram 1	1	1799.525405748	1800.237293438	10317.343	18110.701	0.7119	7793.358	-99.45	STAR031120-111500.wav	1799.5254	11.4054	Whistle
650	Spectrogram 1	1	1802.067303519	1803.229651217	5535.055	18154.982	1.1623	12619.927	-98.59	STAR031120-111500.wav	1802.0673	13.9473	Bout
651	Spectrogram 1	1	1803.631847653	1804.379933023	7926.199	16649.446	0.7481	8723.247	-100.61	STAR031120-111500.wav	1803.6318	15.5119	Bout
652	Spectrogram 1	1	1804.287427842	1804.725821957	12929.889	20767.528	0.4384	7837.639	-99.56	STAR031120-111500.wav	1804.2874	16.1674	Whistle
653	Spectrogram 1	1	1804.934964104	1805.944477156	10494.465	22184.502	1.0095	11690.037	-95.46	STAR031120-111500.wav	1804.9350	16.8150	Bout
654	Spectrogram 1	1	1806.644299821	1807.247594474	5889.299	7881.919	0.6033	1992.620	-88.36	STAR031120-111500.wav	1806.6443	18.5243	Whistle
655	Spectrogram 1	1	1807.066606078	1808.051987345	10627.306	22140.221	0.9854	11512.915	-96.11	STAR031120-111500.wav	1807.0666	18.9466	Whistle
656	Spectrogram 1	1	1809.491850584	1809.620553443	10583.026	11822.878	0.1287	1239.852	-100.25	STAR031120-111500.wav	1809.4919	21.3719	Whistle
657	Spectrogram 1	1	1809.624575408	1810.843230607	10494.465	18420.664	1.2187	7926.199	-99.18	STAR031120-111500.wav	1809.6246	21.5046	Whistle
658	Spectrogram 1	1	1810.054925594	1810.284177562	6730.627	10671.587	0.2293	3940.960	-100.42	STAR031120-111500.wav	1810.0549	21.9349	Whistle
659	Spectrogram 1	1	1812.588764004	1813.365003124	10450.185	17756.458	0.7762	7306.273	-98.03	STAR031120-111500.wav	1812.5888	24.4688	Whistle
660	Spectrogram 1	1	1814.145264209	1815.766115844	6597.786	20634.686	1.6209	14036.900	-99.52	STAR031120-111500.wav	1814.1453	26.0253	Bout
661	Spectrogram 1	1	1816.035588323	1816.494092259	9830.258	19084.871	0.4585	9254.613	-98.90	STAR031120-111500.wav	1816.0356	27.9156	Whistle
662	Spectrogram 1	1	1816.795739586	1817.033035483	11070.111	13948.339	0.2373	2878.228	-100.79	STAR031120-111500.wav	1816.7957	28.6758	Whistle
663	Spectrogram 1	1	1817.197936021	1818.118965858	6022.140	13638.376	0.9210	7616.236	-99.88	STAR031120-111500.wav	1817.1979	29.0779	Bout
664	Spectrogram 1	1	1818.348217826	1820.041464820	10450.185	18863.469	1.6932	8413.284	-98.33	STAR031120-111500.wav	1818.3482	30.2282	Whistle
665	Spectrogram 1	1	1819.144566769	1819.711663743	6066.421	10228.782	0.5671	4162.361	-96.67	STAR031120-111500.wav	1819.1446	31.0246	Whistle
666	Spectrogram 1	1	1820.773463199	1821.445131246	6730.627	13638.376	0.6717	6907.749	-99.09	STAR031120-111500.wav	1820.7735	32.6535	Whistle
667	Spectrogram 1	1	1821.517526605	1822.350073226	8988.930	20546.125	0.8325	11557.195	-98.12	STAR031120-111500.wav	1821.5175	33.3975	Bout
668	Spectrogram 1	1	1822.663786446	1825.257953454	4870.849	23557.196	2.5942	18686.347	-98.06	STAR031120-111500.wav	1822.6638	34.5438	Bout
669	Spectrogram 1	1	1826.022127431	1826.408236009	12354.244	18287.823	0.3861	5933.579	-100.78	STAR031120-111500.wav	1826.0221	37.9021	Whistle
670	Spectrogram 1	1	1826.396170116	1826.593246369	10760.148	12797.048	0.1971	2036.900	-100.31	STAR031120-111500.wav	1826.3962	38.2762	Whistle
671	Spectrogram 1	1	1830.068224438	1830.253234799	10583.026	13239.852	0.1850	2656.826	-101.15	STAR031120-111500.wav	1830.0682	41.9482	Whistle
672	Spectrogram 1	1	1830.474442838	1830.731848557	10848.708	13638.376	0.2574	2789.668	-95.96	STAR031120-111500.wav	1830.4744	42.3544	Whistle
673	Spectrogram 1	1	1830.957078561	1831.339165174	6952.030	13948.339	0.3821	6996.309	-97.51	STAR031120-111500.wav	1830.9571	42.8371	Bout
674	Spectrogram 1	1	1833.044489132	1835.674853819	6509.225	23424.354	2.6304	16915.129	-98.38	STAR031120-111500.wav	1833.0445	44.9245	Bout
675	Spectrogram 1	1	1835.694963641	1836.973948306	8457.565	18110.701	1.2790	9653.136	-98.68	STAR031120-111500.wav	1835.6950	47.5750	Whistle
676	Spectrogram 1	1	1836.169555435	1836.736652409	4870.849	8413.284	0.5671	3542.435	-90.26	STAR031120-111500.wav	1836.1696	48.0496	Whistle
677	Spectrogram 1	1	1836.981993102	1838.727525632	6996.310	13594.096	1.7455	6597.786	-100.11	STAR031120-111500.wav	1836.9820	48.8620	Bout
678	Spectrogram 1	1	1840.054780942	1841.768137757	8723.247	22538.745	1.7134	13815.498	-96.87	STAR031120-111500.wav	1840.0548	51.9348	Bout
679	Spectrogram 1	1	1842.427739911	1842.685145629	7749.077	13239.852	0.2574	5490.775	-97.64	STAR031120-111500.wav	1842.4277	54.3077	Whistle
680	Spectrogram 1	1	1844.362305632	1844.503074385	9874.539	13239.852	0.1408	3365.313	-99.47	STAR031120-111500.wav	1844.3623	56.2423	Whistle
681	Spectrogram 1	1	1844.740370282	1844.957556357	10981.550	13992.620	0.2172	3011.070	-98.22	STAR031120-111500.wav	1844.7404	56.6204	Whistle
682	Spectrogram 1	1	1844.752436175	1845.327577077	6199.262	10051.661	0.5751	3852.399	-98.62	STAR031120-111500.wav	1844.7524	56.6324	Whistle
683	Spectrogram 1	1	1845.106369038	1845.516609402	10671.587	17357.934	0.4102	6686.347	-97.31	STAR031120-111500.wav	1845.1064	56.9864	Whistle
684	Spectrogram 1	1	1845.701619762	1846.063596554	7040.590	14612.546	0.3620	7571.956	-95.65	STAR031120-111500.wav	1845.7016	57.5816	Whistle
685	Spectrogram 1	1	1846.542216463	1847.105291473	5313.653	9210.332	0.5631	3896.679	-92.13	STAR031120-111500.wav	1846.5422	58.4222	Whistle
686	Spectrogram 1	1	1846.904193255	1848.923219361	8014.760	19350.554	2.0190	11335.794	-99.42	STAR031120-111500.wav	1846.9042	58.7842	Whistle
687	Spectrogram 1	1	1849.767832742	1851.465101700	7439.114	18287.823	1.6973	10848.709	-97.49	STAR031120-111500.wav	1849.7678	61.6478	Whistle
688	Spectrogram 1	1	1851.573694737	1852.366021715	9741.697	19173.432	0.7923	9431.735	-98.76	STAR031120-111500.wav	1851.5737	63.4537	Whistle
689	Spectrogram 1	1	1852.390153501	1853.118129049	10450.185	17889.299	0.7280	7439.114	-98.05	STAR031120-111500.wav	1852.3902	64.2701	Whistle
690	Spectrogram 1	1	1853.126172978	1853.858170491	5357.934	17667.897	0.7320	12309.963	-94.73	STAR031120-111500.wav	1853.1262	65.0062	Whistle
691	Spectrogram 1	1	1857.292928916	1857.731323031	5446.494	8014.760	0.4384	2568.266	-93.58	STAR031120-111500.wav	1857.2929	69.1729	Whistle
692	Spectrogram 1	1	1858.386904088	1858.608112127	10760.148	13107.011	0.2212	2346.863	-94.75	STAR031120-111500.wav	1858.3869	70.2669	Whistle
693	Spectrogram 1	1	1858.752902844	1859.094769814	10538.745	13328.413	0.3419	2789.668	-96.10	STAR031120-111500.wav	1858.7529	70.6329	Whistle
694	Spectrogram 1	1	1861.355113781	1861.572299856	10848.708	12575.646	0.2172	1726.938	-98.41	STAR031120-111500.wav	1861.3551	73.2351	Whistle
695	Spectrogram 1	1	1861.745244324	1862.107221116	10538.745	13549.815	0.3620	3011.070	-101.01	STAR031120-111500.wav	1861.7452	73.6252	Whistle
696	Spectrogram 1	1	1862.006672007	1863.012163095	4915.129	10538.745	1.0055	5623.616	-94.26	STAR031120-111500.wav	1862.0067	73.8867	Bout
697	Spectrogram 1	1	1862.449094521	1864.460076698	7527.675	17712.177	2.0110	10184.502	-94.98	STAR031120-111500.wav	1862.4491	74.3291	Bout
698	Spectrogram 1	1	1864.954785079	1865.771243843	5889.299	17579.336	0.8165	11690.037	-88.02	STAR031120-111500.wav	1864.9548	76.8348	Whistle
