Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Begin File	Begin Date Time	File Offset (s)	Annotation
470	Spectrogram 1	1	1775.336764945	1775.835488525	10155.598	16986.717	0.4987	6831.120	-58.91	palmyra092007FS192-070925-225000.wav	1775.3368	373.4808	Whistle
471	Spectrogram 1	1	1776.563464073	1776.909353008	14345.351	17442.125	0.3459	3096.774	-58.81	palmyra092007FS192-070925-225000.wav	1776.5635	374.7075	Whistle
472	Spectrogram 1	1	1779.366775965	1779.712664899	8743.833	16804.554	0.3459	8060.721	-58.78	palmyra092007FS192-070925-225000.wav	1779.3668	377.5108	Whistle
473	Spectrogram 1	1	1780.513035806	1781.047957065	8652.751	17442.125	0.5349	8789.374	-57.88	palmyra092007FS192-070925-225000.wav	1780.5130	378.6570	Whistle
474	Spectrogram 1	1	1784.921111475	1785.258956480	8971.537	16850.095	0.3378	7878.558	-59.67	palmyra092007FS192-070925-225000.wav	1784.9211	383.0651	Whistle
475	Spectrogram 1	1	1786.839588472	1787.354399909	11066.414	17077.799	0.5148	6011.385	-57.81	palmyra092007FS192-070925-225000.wav	1786.8396	384.9836	Whistle
476	Spectrogram 1	1	1790.117492157	1791.239620212	6603.416	24000.000	1.1221	17396.584	-53.68	palmyra092007FS192-070925-225000.wav	1790.1175	388.2615	Bout
477	Spectrogram 1	1	1799.806409760	1801.145723890	6603.416	17214.421	1.3393	10611.006	-54.67	palmyra092007FS192-070925-225000.wav	1799.8064	397.9504	Whistle
478	Spectrogram 1	1	1804.660923472	1806.028391353	7332.068	17305.503	1.3675	9973.435	-58.06	palmyra092007FS192-070925-225000.wav	1804.6609	402.8049	Whistle
479	Spectrogram 1	1	1807.954911082	1809.209763960	7104.364	17533.207	1.2549	10428.843	-56.15	palmyra092007FS192-070925-225000.wav	1807.9549	406.0989	Whistle
480	Spectrogram 1	1	1916.021136997	1916.234301108	9426.945	12979.127	0.2132	3552.182	-57.68	palmyra092007FS192-070925-225000.wav	1916.0211	514.1651	Whistle
481	Spectrogram 1	1	1933.770076639	1934.317063791	13070.209	17032.258	0.5470	3962.049	-55.67	palmyra092007FS192-070925-225000.wav	1933.7701	531.9141	Whistle
482	Spectrogram 1	1	1942.968314591	1943.450950313	12341.556	16531.309	0.4826	4189.753	-53.95	palmyra092007FS192-070925-225000.wav	1942.9683	541.1123	Whistle
483	Spectrogram 1	1	1944.987343433	1945.771626482	11840.607	19537.002	0.7843	7696.395	-56.28	palmyra092007FS192-070925-225000.wav	1944.9873	543.1313	Whistle
484	Spectrogram 1	1	1957.523811799	1957.865678769	10793.169	12751.423	0.3419	1958.254	-54.88	palmyra092007FS192-070925-225000.wav	1957.5238	555.6678	Whistle
485	Spectrogram 1	1	2041.015813935	2042.359150029	8834.915	17442.125	1.3433	8607.211	-56.81	palmyra092007FS192-070925-230000.wav	2041.0158	39.1598	Whistle
486	Spectrogram 1	1	2044.325893335	2044.824616915	15711.575	19400.380	0.4987	3688.805	-59.68	palmyra092007FS192-070925-230000.wav	2044.3259	42.4699	Whistle
487	Spectrogram 1	1	2045.194637636	2046.682764447	9882.353	20629.981	1.4881	10747.628	-57.89	palmyra092007FS192-070925-230000.wav	2045.1946	43.3386	Whistle
488	Spectrogram 1	1	2128.658478130	2129.129047959	5965.844	19719.165	0.4706	13753.321	-60.75	palmyra092007FS192-070925-233353.wav	2128.6585	0.0035	Whistle
489	Spectrogram 1	1	2129.555376181	2131.304930675	5464.896	22041.746	1.7496	16576.850	-57.35	palmyra092007FS192-070925-233353.wav	2129.5554	0.9004	Bout
490	Spectrogram 1	1	2131.449721392	2132.724684092	5965.844	23817.837	1.2750	17851.992	-57.95	palmyra092007FS192-070925-233353.wav	2131.4497	2.7947	Bout
491	Spectrogram 1	1	2132.764903736	2133.122858563	6603.416	10838.710	0.3580	4235.294	-60.82	palmyra092007FS192-070925-233353.wav	2132.7649	4.1099	Whistle
492	Spectrogram 1	1	2133.352110415	2134.132371500	6148.008	15438.330	0.7803	9290.323	-61.57	palmyra092007FS192-070925-233353.wav	2133.3521	4.6971	Whistle
493	Spectrogram 1	1	2134.184657036	2134.816105440	7195.446	22132.827	0.6314	14937.381	-60.87	palmyra092007FS192-070925-233353.wav	2134.1847	5.5297	Whistle
494	Spectrogram 1	1	2134.916654549	2136.147375641	6648.956	20129.032	1.2307	13480.076	-63.08	palmyra092007FS192-070925-233353.wav	2134.9167	6.2616	Whistle
495	Spectrogram 1	1	2136.368583681	2136.903504940	6466.793	14345.351	0.5349	7878.558	-61.65	palmyra092007FS192-070925-233353.wav	2136.3686	7.7136	Whistle
496	Spectrogram 1	1	2137.144822801	2139.123629263	6284.630	23954.459	1.9788	17669.829	-57.72	palmyra092007FS192-070925-233353.wav	2137.1448	8.4898	Bout
497	Spectrogram 1	1	2140.020522517	2140.338257701	6603.416	9335.863	0.3177	2732.448	-60.98	palmyra092007FS192-070925-233353.wav	2140.0205	11.3655	Whistle
498	Spectrogram 1	1	2140.483048418	2142.172273447	6740.038	15757.116	1.6892	9017.078	-61.64	palmyra092007FS192-070925-233353.wav	2140.4830	11.8280	Whistle
499	Spectrogram 1	1	2142.441745059	2144.243585089	6193.548	20402.277	1.8018	14208.729	-62.12	palmyra092007FS192-070925-233353.wav	2142.4417	13.7867	Bout
500	Spectrogram 1	1	2144.907211944	2146.005208213	7104.364	19946.869	1.0980	12842.505	-61.42	palmyra092007FS192-070925-233353.wav	2144.9072	16.2522	Whistle
501	Spectrogram 1	1	2146.318921433	2147.042875017	6512.334	12569.260	0.7240	6056.926	-57.65	palmyra092007FS192-070925-233353.wav	2146.3189	17.6639	Whistle
502	Spectrogram 1	1	2147.026787159	2148.165003071	6740.038	23908.918	1.1382	17168.880	-58.96	palmyra092007FS192-070925-233353.wav	2147.0268	18.3718	Whistle
503	Spectrogram 1	1	2148.675792544	2150.035219233	5055.028	16531.309	1.3594	11476.281	-60.00	palmyra092007FS192-070925-233353.wav	2148.6758	20.0208	Whistle
504	Spectrogram 1	1	2150.775260674	2152.914945710	8971.537	19901.328	2.1397	10929.791	-61.05	palmyra092007FS192-070925-233353.wav	2150.7753	22.1203	Whistle
505	Spectrogram 1	1	2155.959575463	2156.221003146	11658.444	15529.412	0.2614	3870.968	-62.18	palmyra092007FS192-070925-233353.wav	2155.9596	27.3046	Whistle
506	Spectrogram 1	1	2156.530694402	2157.435636381	6330.171	16258.065	0.9049	9927.894	-62.69	palmyra092007FS192-070925-233353.wav	2156.5307	27.8757	Whistle
507	Spectrogram 1	1	2157.564339241	2158.328512468	17715.370	19855.787	0.7642	2140.417	-62.46	palmyra092007FS192-070925-233353.wav	2157.5643	28.9093	Whistle
508	Spectrogram 1	1	2159.080619802	2159.370201236	6512.334	10428.843	0.2896	3916.509	-62.55	palmyra092007FS192-070925-233353.wav	2159.0806	30.4256	Whistle
509	Spectrogram 1	1	2159.905122495	2161.421403057	6375.712	20584.440	1.5163	14208.729	-61.30	palmyra092007FS192-070925-233353.wav	2159.9051	31.2501	Bout
510	Spectrogram 1	1	2161.654673188	2162.611900704	6375.712	13206.831	0.9572	6831.120	-56.02	palmyra092007FS192-070925-233353.wav	2161.6547	32.9997	Whistle
511	Spectrogram 1	1	2162.640054454	2165.330748607	6375.712	21768.501	2.6907	15392.789	-60.69	palmyra092007FS192-070925-233353.wav	2162.6401	33.9851	Whistle
512	Spectrogram 1	1	2165.330748607	2165.966218975	6648.956	23635.674	0.6355	16986.717	-58.05	palmyra092007FS192-070925-233353.wav	2165.3307	36.6758	Whistle
513	Spectrogram 1	1	2166.175363858	2166.742460832	11476.281	20402.277	0.5671	8925.996	-61.96	palmyra092007FS192-070925-233353.wav	2166.1754	37.5204	Whistle
514	Spectrogram 1	1	2168.206455857	2168.685069615	6922.201	15165.085	0.4786	8242.884	-60.24	palmyra092007FS192-070925-233353.wav	2168.2065	39.5515	Whistle
515	Spectrogram 1	1	2168.813772475	2170.426580181	6603.416	19628.083	1.6128	13024.668	-61.20	palmyra092007FS192-070925-233353.wav	2168.8138	40.1588	Whistle
516	Spectrogram 1	1	2170.583439527	2171.979061158	6330.171	24000.000	1.3956	17669.829	-58.11	palmyra092007FS192-070925-233353.wav	2170.5834	41.9284	Bout
517	Spectrogram 1	1	2172.017266025	2172.709043893	6512.334	23772.296	0.6918	17259.962	-58.43	palmyra092007FS192-070925-233353.wav	2172.0173	43.3623	Whistle
518	Spectrogram 1	1	2172.817636931	2173.698447125	6284.630	23817.837	0.8808	17533.207	-55.79	palmyra092007FS192-070925-233353.wav	2172.8176	44.1626	Whistle
519	Spectrogram 1	1	2175.315276795	2176.167933238	8288.425	19081.594	0.8527	10793.169	-59.95	palmyra092007FS192-070925-233353.wav	2175.3153	46.6603	Whistle
520	Spectrogram 1	1	2177.788787610	2179.035596559	10337.761	20265.655	1.2468	9927.894	-62.26	palmyra092007FS192-070925-233353.wav	2177.7888	49.1338	Whistle
521	Spectrogram 1	1	2182.003808990	2183.133980973	5647.059	23954.459	1.1302	18307.400	-59.20	palmyra092007FS192-070925-233353.wav	2182.0038	53.3488	Whistle
522	Spectrogram 1	1	2183.837824735	2184.416987602	7104.364	22907.021	0.5792	15802.657	-58.43	palmyra092007FS192-070925-233353.wav	2183.8378	55.1828	Whistle
523	Spectrogram 1	1	2185.647711431	2185.836743756	8652.751	12979.127	0.1890	4326.376	-59.04	palmyra092007FS192-070925-233353.wav	2185.6477	56.9927	Whistle
524	Spectrogram 1	1	2187.759242717	2187.956318971	6512.334	9836.812	0.1971	3324.478	-58.75	palmyra092007FS192-070925-233353.wav	2187.7592	59.1043	Whistle
525	Spectrogram 1	1	2188.346449513	2190.618859373	6466.793	24000.000	2.2724	17533.207	-56.80	palmyra092007FS192-070925-233353.wav	2188.3464	59.6915	Whistle
526	Spectrogram 1	1	2195.413042840	2197.544683947	6512.334	21130.930	2.1316	14618.596	-57.76	palmyra092007FS192-070925-233353.wav	2195.4130	66.7580	Whistle
527	Spectrogram 1	1	2204.981301512	2205.982770636	6193.548	20629.981	1.0015	14436.433	-61.90	palmyra092007FS192-070925-233353.wav	2204.9813	76.3263	Whistle
528	Spectrogram 1	1	2206.324637606	2207.052613154	7058.824	12979.127	0.7280	5920.304	-59.35	palmyra092007FS192-070925-233353.wav	2206.3246	77.6696	Whistle
529	Spectrogram 1	1	2207.836896203	2209.401440337	11476.281	21404.175	1.5645	9927.894	-63.69	palmyra092007FS192-070925-233353.wav	2207.8369	79.1819	Whistle
530	Spectrogram 1	1	2210.342579996	2211.295785548	9927.894	20083.491	0.9532	10155.598	-61.60	palmyra092007FS192-070925-233353.wav	2210.3426	81.6876	Whistle
531	Spectrogram 1	1	2212.232901380	2214.420849988	6967.742	21768.501	2.1879	14800.759	-60.48	palmyra092007FS192-070925-233353.wav	2212.2329	83.5779	Bout
532	Spectrogram 1	1	2214.549552848	2216.089965195	5738.140	21039.848	1.5404	15301.708	-59.61	palmyra092007FS192-070925-233353.wav	2214.5496	85.8946	Bout
533	Spectrogram 1	1	2216.580647583	2217.385040454	6512.334	13252.372	0.8044	6740.038	-59.06	palmyra092007FS192-070925-233353.wav	2216.5806	87.9256	Whistle
534	Spectrogram 1	1	2217.055239377	2218.547388152	8015.180	22360.531	1.4921	14345.351	-60.05	palmyra092007FS192-070925-233353.wav	2217.0552	88.4002	Whistle
535	Spectrogram 1	1	2218.281938505	2219.114485126	6148.008	13343.454	0.8325	7195.446	-58.63	palmyra092007FS192-070925-233353.wav	2218.2819	89.6269	Whistle
536	Spectrogram 1	1	2219.074265483	2221.266236056	5510.436	20493.359	2.1920	14982.922	-59.17	palmyra092007FS192-070925-233353.wav	2219.0743	90.4193	Bout
537	Spectrogram 1	1	2221.503527710	2222.537172550	6648.956	13480.076	1.0336	6831.120	-59.91	palmyra092007FS192-070925-233353.wav	2221.5035	92.8485	Whistle
538	Spectrogram 1	1	2222.537172550	2224.109760612	8880.455	20083.491	1.5726	11203.036	-61.70	palmyra092007FS192-070925-233353.wav	2222.5372	93.8822	Whistle
539	Spectrogram 1	1	2224.624572049	2225.581799566	9426.945	20083.491	0.9572	10656.546	-63.15	palmyra092007FS192-070925-233353.wav	2224.6246	95.9696	Whistle
540	Spectrogram 1	1	2225.827139391	2226.611422440	6193.548	24000.000	0.7843	17806.452	-53.55	palmyra092007FS192-070925-233353.wav	2225.8271	97.1721	Whistle
541	Spectrogram 1	1	2228.047266452	2228.256408598	9335.863	12296.015	0.2091	2960.152	-58.58	palmyra092007FS192-070925-233353.wav	2228.0473	99.3923	Whistle
542	Spectrogram 1	1	2232.825362841	2234.566873407	6375.712	23772.296	1.7415	17396.584	-57.95	palmyra092007FS192-070925-233353.wav	2232.8254	104.1704	Whistle
543	Spectrogram 1	1	2234.796125375	2235.930319323	6239.089	23681.214	1.1342	17442.125	-56.35	palmyra092007FS192-070925-233353.wav	2234.7961	106.1411	Bout
544	Spectrogram 1	1	2236.863417706	2238.005655583	6056.926	14891.841	1.1422	8834.915	-56.25	palmyra092007FS192-070925-233353.wav	2236.8634	108.2084	Whistle
545	Spectrogram 1	1	2239.103651851	2241.496720642	8698.292	21495.256	2.3931	12796.964	-57.56	palmyra092007FS192-070925-233353.wav	2239.1037	110.4486	Whistle
546	Spectrogram 1	1	2240.889404025	2241.524874393	5738.140	9563.567	0.6355	3825.427	-61.63	palmyra092007FS192-070925-233353.wav	2240.8894	112.2344	Whistle
547	Spectrogram 1	1	2241.919028804	2243.954142767	6694.497	20903.226	2.0351	14208.729	-60.02	palmyra092007FS192-070925-233353.wav	2241.9190	113.2640	Whistle
548	Spectrogram 1	1	2244.203504557	2245.731851012	6011.385	23817.837	1.5283	17806.452	-57.02	palmyra092007FS192-070925-233353.wav	2244.2035	115.5485	Bout
549	Spectrogram 1	1	2246.343192330	2247.043014128	6603.416	12660.342	0.6998	6056.926	-59.71	palmyra092007FS192-070925-233353.wav	2246.3432	117.6882	Whistle
550	Spectrogram 1	1	2246.656905550	2247.923824321	10018.975	20174.573	1.2669	10155.598	-61.37	palmyra092007FS192-070925-233353.wav	2246.6569	118.0019	Whistle
551	Spectrogram 1	1	2247.964043965	2249.066062198	6557.875	13252.372	1.1020	6694.497	-60.49	palmyra092007FS192-070925-233353.wav	2247.9640	119.3090	Whistle
552	Spectrogram 1	1	2249.198787022	2249.729686317	9062.619	19582.543	0.5309	10519.924	-62.87	palmyra092007FS192-070925-233353.wav	2249.1988	120.5438	Whistle
553	Spectrogram 1	1	2251.173574256	2253.353478936	5874.763	20721.063	2.1799	14846.300	-57.59	palmyra092007FS192-070925-233353.wav	2251.1736	122.5186	Bout
554	Spectrogram 1	1	2253.715455728	2255.706328084	9199.241	22998.102	1.9909	13798.861	-55.15	palmyra092007FS192-070925-233353.wav	2253.7155	125.0605	Whistle
555	Spectrogram 1	1	2256.426254963	2257.484031589	7924.099	20584.440	1.0578	12660.342	-56.63	palmyra092007FS192-070925-233353.wav	2256.4263	127.7712	Whistle
556	Spectrogram 1	1	2260.802154918	2261.135977959	9381.404	13161.290	0.3338	3779.886	-52.58	palmyra092007FS192-070925-233353.wav	2260.8022	132.1471	Whistle
557	Spectrogram 1	1	2261.606547788	2262.061029760	10337.761	20083.491	0.4545	9745.731	-62.01	palmyra092007FS192-070925-233353.wav	2261.6065	132.9515	Whistle
558	Spectrogram 1	1	2262.052985832	2263.086630671	6375.712	12660.342	1.0336	6284.630	-59.39	palmyra092007FS192-070925-233353.wav	2262.0530	133.3980	Whistle
559	Spectrogram 1	1	2262.925752097	2263.428497641	10246.679	21404.175	0.5027	11157.495	-62.56	palmyra092007FS192-070925-233353.wav	2262.9258	134.2707	Whistle
560	Spectrogram 1	1	2264.687375220	2265.757217739	6102.467	12933.586	1.0698	6831.120	-60.62	palmyra092007FS192-070925-233353.wav	2264.6874	136.0324	Whistle
561	Spectrogram 1	1	2266.573676503	2267.546991876	6557.875	13388.994	0.9733	6831.120	-61.68	palmyra092007FS192-070925-233353.wav	2266.5737	137.9187	Whistle
562	Spectrogram 1	1	2271.572980932	2272.260736836	6193.548	12979.127	0.6878	6785.579	-59.58	palmyra092007FS192-070925-233353.wav	2271.5730	142.9180	Whistle
563	Spectrogram 1	1	2272.200407371	2273.596029002	7605.313	19992.410	1.3956	12387.097	-57.58	palmyra092007FS192-070925-233353.wav	2272.2004	143.5454	Bout
564	Spectrogram 1	1	2275.711584989	2275.932793028	10246.679	12660.342	0.2212	2413.662	-60.77	palmyra092007FS192-070925-233353.wav	2275.7116	147.0566	Whistle
565	Spectrogram 1	1	2278.764258670	2279.102103676	9244.782	15802.657	0.3378	6557.875	-62.55	palmyra092007FS192-070925-233353.wav	2278.7643	150.1093	Whistle
566	Spectrogram 1	1	2283.815848636	2284.756988295	5965.844	12796.964	0.9411	6831.120	-60.79	palmyra092007FS192-070925-233353.wav	2283.8158	155.1609	Whistle
567	Spectrogram 1	1	2285.476919914	2286.474367074	6330.171	12979.127	0.9974	6648.956	-59.99	palmyra092007FS192-070925-233353.wav	2285.4769	156.8219	Whistle
568	Spectrogram 1	1	2387.176373520	2387.972722462	6056.926	23726.755	0.7963	17669.829	-63.40	palmyra092007FS192-070928-000000.wav	2387.1764	0.0254	Bout
569	Spectrogram 1	1	2387.932502819	2389.412585701	6148.008	21404.175	1.4801	15256.167	-63.03	palmyra092007FS192-070928-000000.wav	2387.9325	0.7815	Whistle
570	Spectrogram 1	1	2389.420632366	2390.808210069	6148.008	18717.268	1.3876	12569.260	-60.83	palmyra092007FS192-070928-000000.wav	2389.4206	2.2696	Bout
571	Spectrogram 1	1	2391.431614544	2392.481347240	5510.436	18580.645	1.0497	13070.209	-58.15	palmyra092007FS192-070928-000000.wav	2391.4316	4.2806	Whistle
572	Spectrogram 1	1	2393.181169038	2393.527057972	6512.334	9745.731	0.3459	3233.397	-60.22	palmyra092007FS192-070928-000000.wav	2393.1812	6.0302	Whistle
573	Spectrogram 1	1	2393.788488392	2394.395805009	6512.334	17715.370	0.6073	11203.036	-61.78	palmyra092007FS192-070928-000000.wav	2393.7885	6.6375	Whistle
574	Spectrogram 1	1	2394.890506625	2396.169491290	6330.171	22132.827	1.2790	15802.657	-62.01	palmyra092007FS192-070928-000000.wav	2394.8905	7.7395	Whistle
575	Spectrogram 1	1	2396.121227717	2396.599841476	9654.649	16759.013	0.4786	7104.364	-61.76	palmyra092007FS192-070928-000000.wav	2396.1212	8.9702	Whistle
576	Spectrogram 1	1	2396.547555939	2397.396190418	6876.660	12296.015	0.8486	5419.355	-62.61	palmyra092007FS192-070928-000000.wav	2396.5476	9.3966	Bout
577	Spectrogram 1	1	2397.553049764	2400.324183204	6239.089	21085.389	2.7711	14846.300	-58.95	palmyra092007FS192-070928-000000.wav	2397.5530	10.4020	Bout
578	Spectrogram 1	1	2400.432776242	2401.329674293	6512.334	18671.727	0.8969	12159.393	-61.51	palmyra092007FS192-070928-000000.wav	2400.4328	13.2818	Whistle
579	Spectrogram 1	1	2402.323099488	2402.729317888	17259.962	22041.746	0.4062	4781.784	-64.81	palmyra092007FS192-070928-000000.wav	2402.3231	15.1721	Whistle
580	Spectrogram 1	1	2402.805737948	2403.923844038	7332.068	17715.370	1.1181	10383.302	-63.26	palmyra092007FS192-070928-000000.wav	2402.8057	15.6547	Whistle
581	Spectrogram 1	1	2406.007221574	2406.775416765	6785.579	17214.421	0.7682	10428.843	-60.60	palmyra092007FS192-070928-000000.wav	2406.0072	18.8562	Whistle
582	Spectrogram 1	1	2409.856244197	2410.527912244	12842.505	14937.381	0.6717	2094.877	-57.72	palmyra092007FS192-070928-000000.wav	2409.8562	22.7052	Whistle
583	Spectrogram 1	1	2410.930108680	2413.222628362	8925.996	17305.503	2.2925	8379.507	-62.57	palmyra092007FS192-070928-000000.wav	2410.9301	23.7791	Whistle
584	Spectrogram 1	1	2413.226649988	2415.458840204	5237.192	24000.000	2.2322	18762.808	-65.19	palmyra092007FS192-070928-000000.wav	2413.2266	26.0756	Bout
585	Spectrogram 1	1	2419.834740158	2422.372599666	5328.273	23271.347	2.5379	17943.074	-61.82	palmyra092007FS192-070928-000000.wav	2419.8347	32.6838	Bout
586	Spectrogram 1	1	2422.806969928	2423.156880827	7104.364	12204.934	0.3499	5100.569	-62.14	palmyra092007FS192-070928-000000.wav	2422.8070	35.6560	Whistle
587	Spectrogram 1	1	2424.146284058	2424.697293175	9153.700	16394.687	0.5510	7240.987	-62.59	palmyra092007FS192-070928-000000.wav	2424.1463	36.9953	Whistle
588	Spectrogram 1	1	2425.751047836	2426.310100881	8561.670	16166.983	0.5591	7605.313	-64.90	palmyra092007FS192-070928-000000.wav	2425.7510	38.6000	Whistle
589	Spectrogram 1	1	2428.011394540	2430.513056368	6603.416	21722.960	2.5017	15119.545	-65.60	palmyra092007FS192-070928-000000.wav	2428.0114	40.8604	Whistle
590	Spectrogram 1	1	2430.862967267	2431.309405310	7149.905	20812.144	0.4464	13662.239	-64.99	palmyra092007FS192-070928-000000.wav	2430.8630	43.7120	Whistle
591	Spectrogram 1	1	2431.289295488	2435.053854124	5692.600	23817.837	3.7646	18125.237	-61.31	palmyra092007FS192-070928-000000.wav	2431.2893	44.1383	Bout
592	Spectrogram 1	1	2435.379629407	2436.759163181	6694.497	18444.023	1.3795	11749.526	-60.14	palmyra092007FS192-070928-000000.wav	2435.3796	48.2286	Bout
593	Spectrogram 1	1	2437.897379093	2438.721881785	9199.241	13981.025	0.8245	4781.784	-57.65	palmyra092007FS192-070928-000000.wav	2437.8974	50.7464	Whistle
594	Spectrogram 1	1	2441.850972790	2442.180773867	11567.362	14755.218	0.3298	3187.856	-59.56	palmyra092007FS192-070928-000000.wav	2441.8510	54.7000	Whistle
595	Spectrogram 1	1	2443.202352813	2444.304371046	7058.824	19445.920	1.1020	12387.097	-58.20	palmyra092007FS192-070928-000000.wav	2443.2024	56.0514	Whistle
596	Spectrogram 1	1	2445.539116839	2447.505857409	6148.008	20538.899	1.9667	14390.892	-60.18	palmyra092007FS192-070928-000000.wav	2445.5391	58.3881	Bout
597	Spectrogram 1	1	2447.534011159	2449.046269756	6922.201	19081.594	1.5123	12159.393	-62.66	palmyra092007FS192-070928-000000.wav	2447.5340	60.3830	Whistle
598	Spectrogram 1	1	2449.271502497	2449.987412152	6785.579	19309.298	0.7159	12523.719	-62.10	palmyra092007FS192-070928-000000.wav	2449.2715	62.1205	Whistle
599	Spectrogram 1	1	2450.437872159	2450.904420025	9290.323	14163.188	0.4665	4872.865	-61.83	palmyra092007FS192-070928-000000.wav	2450.4379	63.2869	Whistle
600	Spectrogram 1	1	2451.049210741	2453.124544348	6330.171	23043.643	2.0753	16713.472	-62.11	palmyra092007FS192-070928-000000.wav	2451.0492	63.8982	Bout
601	Spectrogram 1	1	2453.707731916	2454.443751393	6466.793	23817.837	0.7360	17351.044	-64.48	palmyra092007FS192-070928-000000.wav	2453.7077	66.5567	Whistle
602	Spectrogram 1	1	2454.604629967	2454.789640327	12113.852	13571.157	0.1850	1457.306	-60.87	palmyra092007FS192-070928-000000.wav	2454.6046	67.4536	Whistle
603	Spectrogram 1	1	2455.079221761	2455.951988026	7741.935	15757.116	0.8728	8015.180	-64.15	palmyra092007FS192-070928-000000.wav	2455.0792	67.9282	Whistle
604	Spectrogram 1	1	2456.555282679	2458.180156278	8607.211	24000.000	1.6249	15392.789	-57.08	palmyra092007FS192-070928-000000.wav	2456.5553	69.4043	Whistle
605	Spectrogram 1	1	2461.655131202	2462.375062822	9426.945	19992.410	0.7199	10565.465	-65.38	palmyra092007FS192-070928-000000.wav	2461.6551	74.5041	Whistle
606	Spectrogram 1	1	2462.741061578	2463.674157308	8607.211	21768.501	0.9331	13161.290	-64.00	palmyra092007FS192-070928-000000.wav	2462.7411	75.5901	Whistle
607	Spectrogram 1	1	2464.172880888	2466.686608609	6102.467	13935.484	2.5137	7833.017	-62.00	palmyra092007FS192-070928-000000.wav	2464.1729	77.0219	Whistle
608	Spectrogram 1	1	2468.942931132	2470.044949365	6239.089	22406.072	1.1020	16166.983	-61.94	palmyra092007FS192-070928-000000.wav	2468.9429	81.7919	Whistle
609	Spectrogram 1	1	2470.350618656	2471.195231170	11157.495	21039.848	0.8446	9882.353	-63.28	palmyra092007FS192-070928-000000.wav	2470.3506	83.1996	Whistle
610	Spectrogram 1	1	2471.307846172	2472.731624290	11476.281	21267.552	1.4238	9791.271	-62.96	palmyra092007FS192-070928-000000.wav	2471.3078	84.1569	Whistle
611	Spectrogram 1	1	2473.801466808	2474.243882887	14117.647	20903.226	0.4424	6785.579	-65.46	palmyra092007FS192-070928-000000.wav	2473.8015	86.6505	Whistle
612	Spectrogram 1	1	2474.408783426	2476.005503275	6466.793	21267.552	1.5967	14800.759	-63.93	palmyra092007FS192-070928-000000.wav	2474.4088	87.2578	Whistle
613	Spectrogram 1	1	2475.804407794	2477.151765852	11886.148	18944.972	1.3474	7058.824	-64.50	palmyra092007FS192-070928-000000.wav	2475.8044	88.6534	Whistle
614	Spectrogram 1	1	2477.171875674	2479.367868211	5328.273	21814.042	2.1960	16485.769	-61.20	palmyra092007FS192-070928-000000.wav	2477.1719	90.0209	Whistle
615	Spectrogram 1	1	2479.472439285	2479.934965185	11567.362	15028.463	0.4625	3461.101	-59.96	palmyra092007FS192-070928-000000.wav	2479.4724	92.3214	Whistle
616	Spectrogram 1	1	2480.132041439	2480.956544131	6421.252	20994.307	0.8245	14573.055	-60.56	palmyra092007FS192-070928-000000.wav	2480.1320	92.9810	Whistle
617	Spectrogram 1	1	2480.956544131	2483.928775789	3096.774	22360.531	2.9722	19263.757	-63.16	palmyra092007FS192-070928-000000.wav	2480.9565	93.8055	Bout
618	Spectrogram 1	1	2485.079053793	2486.036281309	7332.068	21313.093	0.9572	13981.025	-64.48	palmyra092007FS192-070928-000000.wav	2485.0791	97.9281	Whistle
619	Spectrogram 1	1	2486.804476501	2488.280537419	6922.201	23817.837	1.4761	16895.636	-59.91	palmyra092007FS192-070928-000000.wav	2486.8045	99.6535	Whistle
620	Spectrogram 1	1	2490.098468044	2491.582572891	6375.712	17077.799	1.4841	10702.087	-62.02	palmyra092007FS192-070928-000000.wav	2490.0985	102.9475	Whistle
621	Spectrogram 1	1	2491.839978609	2494.586980784	6011.385	18352.941	2.7470	12341.556	-60.00	palmyra092007FS192-070928-000000.wav	2491.8400	104.6890	Bout
622	Spectrogram 1	1	2496.010756166	2497.583344228	5738.140	17442.125	1.5726	11703.985	-60.78	palmyra092007FS192-070928-000000.wav	2496.0108	108.8598	Bout
623	Spectrogram 1	1	2498.572750196	2501.058324167	5738.140	22542.694	2.4856	16804.554	-63.53	palmyra092007FS192-070928-000000.wav	2498.5728	111.4218	Bout
624	Spectrogram 1	1	2502.297089188	2503.837501536	7104.364	21176.471	1.5404	14072.106	-61.70	palmyra092007FS192-070928-000000.wav	2502.2971	115.1461	Whistle
625	Spectrogram 1	1	2506.298942827	2507.694564458	5783.681	19036.053	1.3956	13252.372	-63.32	palmyra092007FS192-070928-000000.wav	2506.2989	119.1479	Whistle
626	Spectrogram 1	1	2507.718696244	2509.315416093	6375.712	22497.154	1.5967	16121.442	-62.83	palmyra092007FS192-070928-000000.wav	2507.7187	120.5677	Bout
627	Spectrogram 1	1	2517.656975637	2517.954600999	6876.660	14527.514	0.2976	7650.854	-57.90	palmyra092007FS192-070928-000000.wav	2517.6570	130.5060	Whistle
628	Spectrogram 1	1	2519.249676258	2519.724268052	6056.926	12387.097	0.4746	6330.171	-57.00	palmyra092007FS192-070928-000000.wav	2519.2497	132.0987	Whistle
