Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
253	Spectrogram 1	1	1015.160360000	1015.910921000	4715.128	10051.700	0.7506	5336.572	-64.41	Whistle
254	Spectrogram 1	1	1028.766859000	1029.279801000	14569.745	22804.400	0.5129	8234.655	-98.51	Whistle
255	Spectrogram 1	1	1029.365930000	1030.144035000	3852.400	16880.157	0.7781	13027.757	-90.50	Whistle
256	Spectrogram 1	1	1035.818556000	1036.719967000	3852.400	19084.900	0.9014	15232.500	-89.38	Whistle
257	Spectrogram 1	1	1037.793915000	1038.695326000	4560.900	15808.100	0.9014	11247.200	-75.16	Whistle
258	Spectrogram 1	1	1040.797446000	1041.167165000	6553.500	11025.800	0.3697	4472.300	-91.06	Whistle
259	Spectrogram 1	1	1041.434771000	1041.554490000	8103.300	9564.600	0.1197	1461.300	-84.00	Whistle
260	Spectrogram 1	1	1041.991112000	1042.121394000	7793.400	9608.900	0.1303	1815.500	-82.42	Whistle
261	Spectrogram 1	1	1042.955904000	1043.593229000	4472.300	10184.500	0.6373	5712.200	-82.67	Whistle
262	Spectrogram 1	1	1045.485775000	1045.919586000	5233.792	10937.300	0.4338	5703.508	-82.61	Whistle
263	Spectrogram 1	1	1046.208793000	1047.015775000	4162.400	9524.558	0.8070	5362.158	-84.51	Whistle
264	Spectrogram 1	1	1048.178153000	1048.758739000	4620.825	10095.900	0.5806	5475.075	-88.96	Whistle
265	Spectrogram 1	1	1053.109102000	1053.591114000	2451.866	6863.500	0.4820	4411.634	-81.44	Bout
266	Spectrogram 1	1	1057.020281000	1057.454091000	10703.340	19616.200	0.4338	8912.860	-95.12	Whistle
267	Spectrogram 1	1	1057.505248000	1058.343279000	6376.400	19173.400	0.8380	12797.000	-89.12	Whistle
268	Spectrogram 1	1	1058.501730000	1058.927787000	5269.400	8679.000	0.4261	3409.600	-80.57	Whistle
269	Spectrogram 1	1	1059.110886000	1059.459479000	5180.800	8546.100	0.3486	3365.300	-89.62	Whistle
270	Spectrogram 1	1	1060.731771000	1061.543993000	1461.690	4007.859	0.8122	2546.169	-80.94	Whistle
271	Spectrogram 1	1	1071.561633000	1071.998254000	1549.800	9653.100	0.4366	8103.300	-84.31	Whistle
272	Spectrogram 1	1	1092.875055000	1093.102289000	3111.984	7166.994	0.2272	4055.010	-85.58	Whistle
273	Spectrogram 1	1	1108.737808000	1108.829358000	5977.900	12177.100	0.0915	6199.200	-78.29	Whistle
274	Spectrogram 1	1	1129.012523000	1129.251961000	6199.300	16206.600	0.2394	10007.300	-85.06	Whistle
275	Spectrogram 1	1	1129.248440000	1129.473792000	7749.100	18110.700	0.2254	10361.600	-80.43	Whistle
276	Spectrogram 1	1	1131.737884000	1131.931547000	9166.100	12265.700	0.1937	3099.600	-65.04	Whistle
277	Spectrogram 1	1	1133.378736000	1133.716765000	6287.800	8280.400	0.3380	1992.600	-85.19	Whistle
278	Spectrogram 1	1	1135.054798000	1135.767201000	3365.300	21343.200	0.7124	17977.900	-69.69	Whistle
279	Spectrogram 1	1	1136.049522000	1137.146353000	5092.338	10981.500	1.0968	5889.162	-80.93	Whistle
280	Spectrogram 1	1	1141.843553000	1142.780176000	4073.800	22317.300	0.9366	18243.500	-81.70	Whistle
281	Spectrogram 1	1	1143.480882000	1144.252011000	13062.700	15011.100	0.7711	1948.400	-89.57	Whistle
282	Spectrogram 1	1	1149.984425000	1150.771533000	12212.181	14568.300	0.7871	2356.119	-91.94	Whistle
283	Spectrogram 1	1	1152.882318000	1153.660490000	6066.400	10848.700	0.7782	4782.300	-89.99	Whistle
284	Spectrogram 1	1	1170.045111000	1171.135896000	4243.615	14524.000	1.0908	10280.385	-88.57	Bout
285	Spectrogram 1	1	1171.787238000	1172.142943000	4479.371	11380.100	0.3557	6900.729	-90.63	Whistle
286	Spectrogram 1	1	1178.885924000	1179.153530000	8369.000	14302.600	0.2676	5933.600	-96.46	Whistle
287	Spectrogram 1	1	1188.326095000	1188.667645000	4029.500	9697.400	0.3416	5667.900	-84.39	Whistle
288	Spectrogram 1	1	1200.847265000	1202.579664000	6553.500	15276.800	1.7324	8723.300	-88.43	Whistle
289	Spectrogram 1	1	1210.343770000	1210.607856000	3011.100	12132.800	0.2641	9121.700	-87.22	Whistle
290	Spectrogram 1	1	1210.678278000	1210.833208000	8059.000	10848.700	0.1549	2789.700	-92.79	Whistle
291	Spectrogram 1	1	1236.072726000	1236.206529000	6686.300	9653.100	0.1338	2966.800	-91.36	Whistle
292	Spectrogram 1	1	1265.710631000	1265.979180000	5516.699	13909.627	0.2685	8392.928	-94.88	Whistle
293	Spectrogram 1	1	1266.012963000	1266.185498000	6376.400	14081.200	0.1725	7704.800	-92.44	Whistle
294	Spectrogram 1	1	1271.893265000	1273.069324000	7119.843	12664.200	1.1761	5544.357	-92.33	Whistle
295	Spectrogram 1	1	1273.161153000	1273.354536000	9335.953	10760.100	0.1934	1424.147	-82.03	Whistle
296	Spectrogram 1	1	1276.586943000	1277.720749000	6996.300	14302.600	1.1338	7306.300	-82.23	Whistle
297	Spectrogram 1	1	1277.745396000	1278.449624000	7084.900	18110.700	0.7042	11025.800	-80.85	Whistle
298	Spectrogram 1	1	1279.777094000	1279.914418000	7350.600	10494.500	0.1373	3143.900	-98.28	Whistle
299	Spectrogram 1	1	1283.484852000	1283.597528000	4649.400	9520.300	0.1127	4870.900	-78.41	Whistle
300	Spectrogram 1	1	1284.818924000	1286.509509000	1650.295	12825.147	1.6906	11174.852	-82.17	Whistle
301	Spectrogram 1	1	1286.639793000	1286.953547000	4526.523	11599.214	0.3138	7072.691	-81.58	Whistle
302	Spectrogram 1	1	1288.667969000	1289.029203000	8944.600	16455.796	0.3612	7511.196	-83.29	Whistle
303	Spectrogram 1	1	1300.991952000	1301.108150000	7483.400	10804.400	0.1162	3321.000	-90.64	Whistle
304	Spectrogram 1	1	1302.043515000	1302.958497000	7591.356	12825.147	0.9150	5233.791	-83.27	Whistle
305	Spectrogram 1	1	1311.102895000	1311.826496000	4472.300	22893.000	0.7236	18420.700	-72.67	Whistle
306	Spectrogram 1	1	1311.900440000	1312.277202000	7084.900	15542.400	0.3768	8457.500	-75.06	Whistle
307	Spectrogram 1	1	1312.372332000	1313.432134000	4870.800	11222.004	1.0598	6351.204	-79.56	Whistle
308	Spectrogram 1	1	1323.678649000	1324.227946000	5092.300	20501.800	0.5493	15409.500	-77.26	Whistle
309	Spectrogram 1	1	1327.270209000	1327.463872000	7040.600	12310.000	0.1937	5269.400	-75.99	Whistle
310	Spectrogram 1	1	1327.941307000	1328.273733000	6931.238	16560.900	0.3324	9629.662	-81.20	Whistle
311	Spectrogram 1	1	1328.340635000	1328.752608000	9033.200	16029.500	0.4120	6996.300	-80.56	Whistle
312	Spectrogram 1	1	1328.949790000	1329.139931000	7660.500	11512.900	0.1901	3852.400	-79.06	Whistle
313	Spectrogram 1	1	1329.256128000	1329.428664000	6110.700	11291.500	0.1725	5180.800	-79.68	Whistle
314	Spectrogram 1	1	1330.090638000	1330.220920000	9653.100	15941.000	0.1303	6287.900	-77.21	Whistle
315	Spectrogram 1	1	1332.280786000	1332.442758000	9387.500	10937.300	0.1620	1549.800	-75.72	Whistle
316	Spectrogram 1	1	1332.646984000	1333.178676000	4560.900	10981.500	0.5317	6420.600	-82.55	Whistle
317	Spectrogram 1	1	1335.624105000	1335.796641000	5225.100	22405.900	0.1725	17180.800	-75.44	Whistle
318	Spectrogram 1	1	1336.120585000	1336.300163000	6996.300	12531.400	0.1796	5535.100	-75.80	Whistle
319	Spectrogram 1	1	1337.405798000	1338.198054000	6464.900	22715.900	0.7923	16251.000	-78.92	Whistle
320	Spectrogram 1	1	1338.289603000	1338.469181000	9121.800	14701.100	0.1796	5579.300	-77.92	Whistle
321	Spectrogram 1	1	1341.458628000	1341.747361000	7439.100	18199.300	0.2887	10760.200	-73.19	Whistle
322	Spectrogram 1	1	1341.749307000	1342.506754000	6836.935	19793.400	0.7574	12956.465	-75.40	Bout
323	Spectrogram 1	1	1342.968108000	1343.187507000	4649.400	9608.900	0.2194	4959.500	-79.77	Whistle
324	Spectrogram 1	1	1343.691125000	1344.022016000	5328.094	10278.978	0.3309	4950.884	-75.13	Whistle
325	Spectrogram 1	1	1344.986808000	1345.194555000	6730.600	11734.300	0.2077	5003.700	-80.08	Whistle
326	Spectrogram 1	1	1345.655825000	1345.877657000	5269.400	8988.900	0.2218	3719.500	-79.42	Whistle
327	Spectrogram 1	1	1346.149385000	1346.331883000	7881.900	11380.100	0.1825	3498.200	-86.17	Whistle
328	Spectrogram 1	1	1349.085415000	1349.229782000	4516.600	7040.600	0.1444	2524.000	-83.45	Whistle
329	Spectrogram 1	1	1350.321334000	1351.078378000	5225.100	15365.300	0.7570	10140.200	-90.11	Whistle
330	Spectrogram 1	1	1352.817818000	1352.983311000	8679.000	11468.600	0.1655	2789.600	-79.16	Whistle
331	Spectrogram 1	1	1354.015030000	1354.287578000	3688.600	19784.400	0.2725	16095.800	-74.49	Whistle
332	Spectrogram 1	1	1354.286131000	1354.567822000	3852.400	20191.900	0.2817	16339.500	-78.42	Whistle
333	Spectrogram 1	1	1355.263665000	1355.557913000	5125.700	13461.100	0.2942	8335.400	-79.02	Whistle
334	Spectrogram 1	1	1356.233403000	1356.596735000	6742.633	22515.000	0.3633	15772.367	-77.44	Whistle
335	Spectrogram 1	1	1357.310480000	1357.730518000	6506.876	22131.700	0.4200	15624.824	-78.02	Whistle
336	Spectrogram 1	1	1358.080769000	1358.323843000	7233.500	21988.000	0.2431	14754.500	-71.80	Whistle
337	Spectrogram 1	1	1358.835580000	1359.030039000	7664.700	21269.500	0.1945	13604.800	-74.99	Whistle
338	Spectrogram 1	1	1359.598066000	1359.861610000	8670.700	16431.100	0.2635	7760.400	-81.41	Whistle
339	Spectrogram 1	1	1360.508956000	1360.754589000	9580.800	13221.600	0.2456	3640.800	-76.22	Whistle
340	Spectrogram 1	1	1361.593836000	1361.783178000	6658.700	12263.500	0.1893	5604.800	-75.56	Whistle
341	Spectrogram 1	1	1368.277107000	1368.387130000	7185.600	9964.100	0.1100	2778.500	-75.82	Whistle
342	Spectrogram 1	1	1377.268307000	1377.657226000	8814.400	15377.200	0.3889	6562.800	-89.00	Whistle
343	Spectrogram 1	1	1389.933770000	1390.056587000	6658.700	10059.900	0.1228	3401.200	-86.56	Whistle
344	Spectrogram 1	1	1394.460074000	1394.567539000	8047.900	11784.400	0.1075	3736.500	-88.27	Whistle
345	Spectrogram 1	1	1395.737888000	1397.497227000	9005.894	16287.400	1.7593	7281.506	-85.59	Whistle
346	Spectrogram 1	1	1398.182953000	1398.779125000	10730.500	16047.900	0.5962	5317.400	-83.47	Whistle
347	Spectrogram 1	1	1399.545780000	1400.255483000	10373.281	19880.200	0.7097	9506.919	-82.69	Whistle
348	Spectrogram 1	1	1413.834395000	1414.200287000	4359.300	11544.900	0.3659	7185.600	-81.43	Whistle
349	Spectrogram 1	1	1429.872199000	1430.247358000	4119.800	21077.800	0.3752	16958.000	-65.20	Whistle
350	Spectrogram 1	1	1430.268016000	1430.722484000	3401.200	20071.900	0.4545	16670.700	-60.32	Whistle
351	Spectrogram 1	1	1431.603877000	1431.852632000	2538.900	14145.383	0.2488	11606.483	-79.64	Whistle
352	Spectrogram 1	1	1431.929392000	1432.740047000	3113.800	19736.500	0.8107	16622.700	-53.46	Whistle
353	Spectrogram 1	1	1439.116723000	1439.651487000	2874.300	17053.900	0.5348	14179.600	-76.01	Whistle
354	Spectrogram 1	1	1439.971322000	1441.281366000	4598.800	10634.700	1.3100	6035.900	-83.02	Whistle
355	Spectrogram 1	1	1444.583759000	1444.928053000	5799.607	8157.171	0.3443	2357.564	-84.29	Whistle
356	Spectrogram 1	1	1450.333469000	1451.146003000	6035.900	10891.945	0.8125	4856.045	-80.61	Whistle
357	Spectrogram 1	1	1452.192657000	1452.383476000	6695.481	11544.900	0.1908	4849.419	-92.14	Whistle
358	Spectrogram 1	1	1452.998305000	1453.302043000	5045.187	8143.700	0.3037	3098.513	-81.48	Whistle
359	Spectrogram 1	1	1462.835682000	1463.173428000	8047.900	15760.500	0.3377	7712.600	-83.68	Whistle
360	Spectrogram 1	1	1464.263426000	1464.703518000	6850.300	15329.300	0.4401	8479.000	-82.24	Whistle
361	Spectrogram 1	1	1465.206969000	1465.881786000	4337.917	12589.391	0.6748	8251.474	-72.35	Whistle
362	Spectrogram 1	1	1470.695016000	1470.908479000	4024.000	10922.200	0.2135	6898.200	-75.23	Whistle
363	Spectrogram 1	1	1471.121941000	1471.560779000	9197.600	14852.652	0.4388	5655.052	-89.03	Whistle
364	Spectrogram 1	1	1486.882153000	1487.150814000	6179.600	10443.100	0.2687	4263.500	-69.84	Whistle
365	Spectrogram 1	1	1488.061704000	1488.578557000	4646.700	18922.200	0.5169	14275.500	-84.01	Whistle
366	Spectrogram 1	1	1491.037448000	1491.334255000	8670.700	21317.400	0.2968	12646.700	-80.27	Whistle
367	Spectrogram 1	1	1496.218774000	1496.942880000	4790.400	21748.500	0.7241	16958.100	-68.05	Whistle
368	Spectrogram 1	1	1497.761658000	1497.935648000	9006.000	10012.000	0.1740	1006.000	-74.00	Whistle
369	Spectrogram 1	1	1498.199192000	1498.437149000	7952.100	10970.100	0.2380	3018.000	-77.23	Whistle
370	Spectrogram 1	1	1500.338248000	1500.635055000	8431.100	9868.300	0.2968	1437.200	-69.63	Whistle
371	Spectrogram 1	1	1534.322626000	1534.803658000	2121.807	9383.104	0.4810	7261.297	-81.12	Whistle
372	Spectrogram 1	1	1538.755050000	1539.253201000	4055.010	9485.000	0.4982	5429.990	-79.84	Whistle
373	Spectrogram 1	1	1563.729529000	1564.254059000	5077.800	9628.700	0.5245	4550.900	-87.99	Whistle
374	Spectrogram 1	1	1564.410138000	1564.543189000	5125.700	7377.200	0.1331	2251.500	-74.58	Whistle
375	Spectrogram 1	1	1580.946884000	1581.046672000	6131.700	15329.300	0.0998	9197.600	-84.96	Whistle
376	Spectrogram 1	1	1610.223587000	1610.939719000	6802.400	12070.727	0.7161	5268.327	-89.88	Whistle
377	Spectrogram 1	1	1612.080896000	1612.495928000	5556.900	9053.045	0.4150	3496.145	-93.23	Whistle
378	Spectrogram 1	1	1641.272864000	1641.641314000	7760.500	12790.400	0.3684	5029.900	-65.00	Whistle
379	Spectrogram 1	1	1647.301113000	1647.608155000	8383.200	15473.100	0.3070	7089.900	-65.63	Whistle
380	Spectrogram 1	1	1657.988718000	1658.114093000	10203.600	14562.900	0.1254	4359.300	-63.57	Whistle
381	Spectrogram 1	1	1660.821176000	1661.430141000	3976.000	22515.000	0.6090	18539.000	-68.50	Whistle
382	Spectrogram 1	1	1686.931438000	1687.881689000	6789.784	15607.073	0.9503	8817.289	-85.77	Whistle
383	Spectrogram 1	1	1688.068553000	1688.398130000	7664.700	13721.022	0.3296	6056.322	-77.20	Whistle
384	Spectrogram 1	1	1719.072073000	1719.310030000	8191.600	9820.400	0.2380	1628.800	-94.26	Whistle
385	Spectrogram 1	1	1811.668123000	1812.047141000	5092.338	7308.448	0.3790	2216.110	-89.44	Whistle
386	Spectrogram 1	1	1817.073833000	1817.486986000	8110.020	9147.348	0.4132	1037.328	-92.43	Whistle
387	Spectrogram 1	1	1851.337972000	1853.279790000	4243.615	11976.424	1.9418	7732.809	-93.73	Whistle
388	Spectrogram 1	1	1858.379376000	1858.822027000	5077.800	15521.000	0.4427	10443.200	-90.26	Whistle
389	Spectrogram 1	1	1858.932051000	1859.111158000	7425.100	12982.000	0.1791	5556.900	-89.89	Whistle
390	Spectrogram 1	1	1859.354233000	1859.505195000	7377.200	10778.400	0.1510	3401.200	-89.61	Whistle
391	Spectrogram 1	1	1862.173898000	1862.388827000	5269.500	14946.100	0.2149	9676.600	-80.53	Whistle
392	Spectrogram 1	1	1868.601301000	1869.468693000	7856.300	13221.600	0.8674	5365.300	-86.31	Whistle
393	Spectrogram 1	1	1870.131391000	1870.269560000	7329.300	9676.600	0.1382	2347.300	-90.76	Whistle
394	Spectrogram 1	1	1870.732680000	1870.975755000	6610.800	10970.100	0.2431	4359.300	-89.66	Whistle
395	Spectrogram 1	1	1871.857894000	1872.032490000	9676.600	12694.600	0.1746	3018.000	-81.93	Whistle
396	Spectrogram 1	1	1874.189456000	1874.537437000	4886.200	10012.000	0.3480	5125.800	-75.22	Whistle
397	Spectrogram 1	1	1883.625862000	1883.990814000	3442.043	11693.517	0.3650	8251.474	-71.18	Whistle
398	Spectrogram 1	1	1884.303917000	1885.009924000	3305.400	14467.100	0.7060	11161.700	-73.12	Whistle
399	Spectrogram 1	1	1920.171486000	1920.365946000	5125.700	11161.700	0.1945	6036.000	-88.70	Whistle
400	Spectrogram 1	1	1923.804971000	1924.135494000	4102.161	9948.919	0.3305	5846.758	-85.81	Whistle
401	Spectrogram 1	1	1924.183495000	1924.679478000	3724.951	7166.994	0.4960	3442.043	-79.02	Bout
402	Spectrogram 1	1	1927.461164000	1927.888464000	6946.100	10059.900	0.4273	3113.800	-90.39	Whistle
403	Spectrogram 1	1	1928.581866000	1928.811007000	6850.300	11504.912	0.2291	4654.612	-93.84	Whistle
404	Spectrogram 1	1	1933.397002000	1934.077909000	4263.500	9854.617	0.6809	5591.117	-81.03	Whistle
405	Spectrogram 1	1	1934.092476000	1934.822380000	5186.640	12683.694	0.7299	7497.054	-82.42	Bout
406	Spectrogram 1	1	1935.741051000	1936.094148000	5029.900	13940.100	0.3531	8910.200	-82.97	Whistle
407	Spectrogram 1	1	1936.562387000	1937.337667000	4215.600	21413.200	0.7753	17197.600	-83.78	Bout
408	Spectrogram 1	1	1941.682305000	1942.475496000	9005.894	19640.700	0.7932	10634.806	-78.00	Whistle
409	Spectrogram 1	1	1942.716011000	1942.851224000	4119.800	5796.400	0.1352	1676.600	-71.90	Whistle
410	Spectrogram 1	1	1953.940938000	1954.184013000	6227.500	8862.300	0.2431	2634.800	-89.62	Whistle
411	Spectrogram 1	1	1957.267222000	1957.374686000	6083.800	7760.500	0.1075	1676.700	-88.89	Whistle
412	Spectrogram 1	1	1957.627995000	1957.801986000	6179.600	8239.500	0.1740	2059.900	-89.53	Whistle
413	Spectrogram 1	1	1963.054955000	1963.922016000	5705.305	16622.800	0.8671	10917.495	-86.10	Whistle
414	Spectrogram 1	1	1967.241011000	1967.413158000	7166.994	8392.927	0.1721	1225.933	-87.96	Whistle
415	Spectrogram 1	1	1972.281553000	1972.557890000	4550.900	6467.100	0.2763	1916.200	-90.49	Whistle
416	Spectrogram 1	1	1974.128920000	1974.436755000	4620.825	6658.700	0.3078	2037.875	-87.68	Whistle
417	Spectrogram 1	1	1984.990514000	1985.737649000	1580.800	7377.200	0.7471	5796.400	-83.36	Whistle
418	Spectrogram 1	1	1985.881088000	1986.981167000	2203.600	7952.100	1.1001	5748.500	-86.64	Bout
419	Spectrogram 1	1	1987.418701000	1987.760932000	7089.800	8864.440	0.3422	1774.640	-89.07	Whistle
420	Spectrogram 1	1	1999.694163000	1999.942055000	5221.600	12359.300	0.2479	7137.700	-90.03	Whistle
421	Spectrogram 1	1	2000.183060000	2000.348322000	11688.600	15952.100	0.1653	4263.500	-91.31	Whistle
422	Spectrogram 1	1	2000.382751000	2000.947393000	3442.043	14275.400	0.5646	10833.357	-90.77	Whistle
423	Spectrogram 1	1	2003.428359000	2003.563969000	7952.100	11113.800	0.1356	3161.700	-83.00	Whistle
424	Spectrogram 1	1	2026.957976000	2027.742364000	8298.625	15904.200	0.7844	7605.575	-75.58	Bout
425	Spectrogram 1	1	2027.766518000	2028.337104000	2155.700	16047.900	0.5706	13892.200	-69.95	Whistle
426	Spectrogram 1	1	2030.056536000	2030.854844000	6658.700	19640.700	0.7983	12982.000	-80.57	Whistle
427	Spectrogram 1	1	2031.315034000	2032.245728000	3960.707	22371.300	0.9307	18410.593	-73.50	Whistle
428	Spectrogram 1	1	2032.238842000	2032.720853000	4809.430	14179.600	0.4820	9370.170	-67.29	Whistle
429	Spectrogram 1	1	2033.884567000	2035.227314000	2970.100	22467.100	1.3427	19497.000	-66.92	Whistle
430	Spectrogram 1	1	2036.322370000	2036.619177000	6562.900	14946.100	0.2968	8383.200	-70.18	Whistle
431	Spectrogram 1	1	2036.721550000	2037.733775000	4167.700	22019.646	1.0122	17851.946	-67.79	Bout
432	Spectrogram 1	1	2037.867812000	2038.139032000	9293.400	21413.200	0.2712	12119.800	-79.37	Whistle
433	Spectrogram 1	1	2038.272083000	2038.517717000	7616.800	9916.200	0.2456	2299.400	-75.23	Whistle
434	Spectrogram 1	1	2039.349288000	2039.707503000	6179.600	15041.900	0.3582	8862.300	-75.05	Whistle
435	Spectrogram 1	1	2040.452078000	2040.759120000	6515.000	12934.100	0.3070	6419.100	-80.04	Whistle
436	Spectrogram 1	1	2040.797991000	2041.121627000	8000.000	12359.300	0.3236	4359.300	-73.36	Whistle
437	Spectrogram 1	1	2041.107100000	2042.326656000	4290.766	21689.587	1.2196	17398.821	-64.32	Bout
438	Spectrogram 1	1	2042.606487000	2042.872589000	6467.100	12934.100	0.2661	6467.000	-69.68	Whistle
439	Spectrogram 1	1	2042.939500000	2043.524799000	4838.300	14898.200	0.5853	10059.900	-75.43	Whistle
440	Spectrogram 1	1	2043.531685000	2044.681627000	4620.825	20369.352	1.1499	15748.527	-66.87	Bout
441	Spectrogram 1	1	2044.764258000	2045.119110000	8143.700	13317.400	0.3549	5173.700	-88.31	Whistle
442	Spectrogram 1	1	2045.444062000	2045.848334000	4071.900	18634.700	0.4043	14562.800	-78.35	Whistle
443	Spectrogram 1	1	2047.201875000	2047.618940000	6946.100	14946.100	0.4171	8000.000	-75.14	Whistle
444	Spectrogram 1	1	2047.593353000	2048.005300000	5077.800	14035.900	0.4119	8958.100	-71.27	Whistle
445	Spectrogram 1	1	2048.030887000	2048.427483000	3161.700	19736.500	0.3966	16574.800	-63.39	Whistle
446	Spectrogram 1	1	2051.083392000	2051.474870000	6850.300	22515.000	0.3915	15664.700	-70.36	Whistle
447	Spectrogram 1	1	2051.482546000	2052.288530000	3113.800	23041.900	0.8060	19928.100	-69.63	Whistle
448	Spectrogram 1	1	2052.951568000	2054.440379000	3353.300	14419.200	1.4888	11065.900	-76.82	Bout
449	Spectrogram 1	1	2054.494112000	2055.313425000	2347.300	17964.100	0.8193	15616.800	-72.24	Bout
450	Spectrogram 1	1	2055.323124000	2055.934648000	4550.900	12598.800	0.6115	8047.900	-76.28	Whistle
451	Spectrogram 1	1	2055.995128000	2056.697135000	5186.640	15089.800	0.7020	9903.160	-73.94	Bout
452	Spectrogram 1	1	2056.697487000	2057.387978000	4998.035	13343.811	0.6905	8345.776	-71.62	Whistle
453	Spectrogram 1	1	2057.746178000	2057.845966000	7089.800	8718.600	0.0998	1628.800	-67.69	Whistle
454	Spectrogram 1	1	2058.091600000	2058.446501000	5469.548	11976.424	0.3549	6506.876	-74.11	Whistle
455	Spectrogram 1	1	2058.480931000	2058.715051000	5422.397	14192.534	0.2341	8770.137	-77.12	Whistle
456	Spectrogram 1	1	2059.194390000	2059.988938000	3784.400	12636.542	0.7945	8852.142	-70.17	Bout
457	Spectrogram 1	1	2060.353890000	2061.228572000	2730.500	22131.700	0.8747	19401.200	-72.06	Bout
458	Spectrogram 1	1	2061.304142000	2061.742866000	2012.000	21413.200	0.4387	19401.200	-66.38	Whistle
459	Spectrogram 1	1	2062.459296000	2062.663990000	6754.500	10778.400	0.2047	4023.900	-76.81	Whistle
460	Spectrogram 1	1	2063.469975000	2063.794927000	4359.300	8766.500	0.3250	4407.200	-77.16	Whistle
461	Spectrogram 1	1	2064.554855000	2064.733309000	8479.000	12447.937	0.1785	3968.937	-84.67	Whistle
462	Spectrogram 1	1	2065.933983000	2066.102856000	7281.400	14083.800	0.1689	6802.400	-77.12	Whistle
463	Spectrogram 1	1	2068.206091000	2068.293086000	5988.000	7041.900	0.0870	1053.900	-77.08	Whistle
464	Spectrogram 1	1	2073.090610000	2073.781356000	3677.800	14852.652	0.6907	11174.852	-71.37	Whistle
465	Spectrogram 1	1	2073.784012000	2074.380427000	3724.951	8392.927	0.5964	4667.976	-59.16	Whistle
466	Spectrogram 1	1	2078.360465000	2079.507778000	5221.600	13909.627	1.1473	8688.027	-77.54	Bout
467	Spectrogram 1	1	2081.531693000	2082.464450000	4573.674	10137.525	0.9328	5563.851	-75.26	Whistle
468	Spectrogram 1	1	2083.352729000	2083.924257000	3928.100	13390.963	0.5715	9462.863	-71.79	Whistle
469	Spectrogram 1	1	2085.049878000	2086.010678000	3394.892	13862.475	0.9608	10467.583	-72.88	Bout
470	Spectrogram 1	1	2090.507158000	2091.538689000	4934.100	13461.100	1.0315	8527.000	-78.83	Bout
471	Spectrogram 1	1	2098.129827000	2098.357570000	8628.684	11065.900	0.2277	2437.216	-72.34	Whistle
472	Spectrogram 1	1	2098.411302000	2098.590410000	7137.700	11353.300	0.1791	4215.600	-71.37	Whistle
473	Spectrogram 1	1	2098.659494000	2098.915362000	4263.500	12790.400	0.2559	8526.900	-77.43	Whistle
474	Spectrogram 1	1	2098.976770000	2099.232638000	4838.300	10012.000	0.2559	5173.700	-77.68	Whistle
475	Spectrogram 1	1	2102.986221000	2103.423755000	4024.000	21125.700	0.4375	17101.700	-72.94	Whistle
476	Spectrogram 1	1	2107.612314000	2107.850271000	4934.100	22610.800	0.2380	17676.700	-80.37	Whistle
477	Spectrogram 1	1	2110.035778000	2110.927132000	4886.200	13365.300	0.8914	8479.100	-78.71	Whistle
478	Spectrogram 1	1	2115.464901000	2116.007341000	2922.200	12215.600	0.5424	9293.400	-83.55	Whistle
479	Spectrogram 1	1	2119.442503000	2119.746986000	5077.800	6371.300	0.3045	1293.500	-77.89	Whistle
480	Spectrogram 1	1	2122.281947000	2122.798388000	1293.400	9005.894	0.5164	7712.494	-72.98	Whistle
481	Spectrogram 1	1	2128.472083000	2129.105855000	3688.600	13125.700	0.6338	9437.100	-76.08	Whistle
482	Spectrogram 1	1	2130.629046000	2130.749304000	4742.500	11401.200	0.1203	6658.700	-84.35	Whistle
483	Spectrogram 1	1	2134.593901000	2134.738221000	4620.825	6323.400	0.1443	1702.575	-73.85	Whistle
484	Spectrogram 1	1	2134.784311000	2135.166397000	7227.300	10272.700	0.3821	3045.400	-67.37	Whistle
485	Spectrogram 1	1	2141.727672000	2142.347401000	2970.530	12272.700	0.6197	9302.170	-82.42	Bout
486	Spectrogram 1	1	2142.388717000	2143.008446000	6176.817	11740.668	0.6197	5563.851	-65.80	Whistle
487	Spectrogram 1	1	2145.112716000	2145.402297000	6363.600	13363.600	0.2896	7000.000	-78.56	Whistle
488	Spectrogram 1	1	2149.122615000	2149.456438000	4181.800	12590.900	0.3338	8409.100	-73.92	Whistle
489	Spectrogram 1	1	2150.067777000	2150.578566000	3136.400	9181.800	0.5108	6045.400	-75.56	Whistle
490	Spectrogram 1	1	2155.344596000	2155.671579000	4136.400	12636.542	0.3270	8500.142	-91.11	Whistle
491	Spectrogram 1	1	2162.387057000	2162.736968000	8590.900	20863.600	0.3499	12272.700	-76.82	Whistle
492	Spectrogram 1	1	2170.121297000	2170.861830000	5893.910	17090.900	0.7405	11196.990	-82.51	Bout
493	Spectrogram 1	1	2171.915093000	2173.001023000	10000.000	21772.700	1.0859	11772.700	-89.97	Whistle
494	Spectrogram 1	1	2174.215657000	2174.312185000	5454.500	11909.100	0.0965	6454.600	-71.90	Whistle
495	Spectrogram 1	1	2181.583895000	2181.825213000	7818.200	14636.400	0.2413	6818.200	-85.93	Whistle
496	Spectrogram 1	1	2182.195234000	2182.360134000	6545.500	10636.400	0.1649	4090.900	-86.58	Whistle
